model,base_id,donor_id,split,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,rho_from,rho_to,delta_frac_inner_def_name,delta_frac_inner_def_value,delta_frac_outer_def_name,delta_frac_outer_def_value,delta_frac_use_site,delta_frac_return_kw,delta_frac_signature,delta_frac_suffix,delta_frac_other,delta_frac_outer_def,delta_frac_inner_def,delta_frac_inner_def_identical,delta_frac_both_defs,binding_shift,binding_shift_identical
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,1.0000000573327028,1.0000000377432923,0.00945768735917223,0.09753074854532383,-0.02658700040665979,-0.08002845380824347,-0.04626153956960238,-0.0020222593110819087,0.006366395631379543,0.008359847739536241,0.03318455423076502,-0.10661545421490326,0.10698843590449605,0.09753074854532383,0.00037298168959282174,0.21360389011939931,0.2041462027602271
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,1.00000000236912,0.9999999170692367,0.009888486945228151,0.11736021224892962,-0.015501605304547278,-0.11502863730700252,-0.04120579043212638,-0.0018240450549996071,0.012552110699122869,0.02160840042998785,0.012150782475524063,-0.13053024261154977,0.12724869919415777,0.11736021224892962,-0.0032815434173920077,0.25777894180570754,0.2478904548604794
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,1.0000000824453745,0.9999999065559666,0.0036965870532999993,0.13623817273874125,-0.0007729456878080299,-0.13593605214733237,-0.03401013335667468,-0.005008825266326889,0.01095623840315224,0.018979553516630387,0.005857228856910285,-0.1367089978351404,0.13993475979204126,0.13623817273874125,0.0032257619569008855,0.27664375762718163,0.2729471705738816
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,1.0000001426210214,1.0000000114927672,0.0020918515068732973,0.07680181612276282,0.00033337306873584827,-0.05988333983218489,-0.008603194122863398,-0.008239984425790494,0.007963022280935185,-0.021957845011995047,0.01149416928527229,-0.05954996676344905,0.07889366762963612,0.07680181612276282,0.019343700866187086,0.13844363439308516,0.13635178288621186
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,bound,1.0000001452270535,1.000000022724335,0.0040734310292039055,0.059605888194108156,-0.002246960245018595,-0.04707080358982384,-0.011062442291598654,-0.006586585623182244,0.006680843680038649,-0.008662365597629895,0.0052688719411841944,-0.04931776383484243,0.06367931922331208,0.059605888194108156,0.01436155538846963,0.11299708305815451,0.10892365202895059
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,bound,1.000000158967949,1.0000000480606628,0.0028104398669586816,0.016358598859695338,-0.00034977816834259705,-0.015637665481131414,0.0009501796812483032,0.00023780191074631446,0.006037016615347016,-0.01948344226322052,0.00907673807141253,-0.015987443649474006,0.01916903872665402,0.016358598859695338,0.0031815950771800078,0.03515648237612803,0.032346042509169344
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,0.9999998885097597,1.0000000434473602,-0.001983740656685773,0.006189663473275812,0.03799550393945622,0.022918708328130134,-0.036272061842800296,-0.004462318503656221,-0.010019682028443513,-0.004622149312597967,-0.00974376845907804,0.060914212267586365,0.004205922816590046,0.006189663473275812,0.06512013508417641,-0.05670828945099632,-0.05472454879431055
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,0.9999999530295748,0.9999998748030021,0.005380753667570473,0.0028682871309848937,0.032825603516353774,0.029987187161408684,-0.04591026172222992,-0.0015214953862268676,-0.007679963824160196,-0.0033232640374682154,-0.012626924732805245,0.06281279067776241,0.008249040798555367,0.0028682871309848937,0.07106183147631784,-0.05456374987920704,-0.059944503546777515
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.9999999762567082,0.9999999384114617,0.009548861016207643,0.007794858075020901,0.012464977263838689,0.027131064915626182,-0.05233415632026086,-0.002340255124544388,-0.0017638644722850552,0.0063806966143486465,-0.006882219813198309,0.039596042179464885,0.017343719091228546,0.007794858075020901,0.056939761270693445,-0.02225232308823634,-0.031801184104443984
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999998859289672,0.9999999108185768,0.008392101785576488,-0.0035106309878181613,0.0015031187394954904,0.0338121309447122,-0.046619574126881065,-1.3109942316879772e-05,0.0054069752758783216,0.005293795528583667,-0.004264782327620287,0.035315249684207684,0.004881470797758317,-0.0035106309878181613,0.040196720481965986,-0.030433778886449367,-0.038825880672025845
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,1.0000000160009141,0.9999999286548613,0.006573702524510451,-0.009674711226345348,0.00481343552652734,0.03602606775479367,-0.03153911799445478,-0.0038418442211087603,0.01150156232503119,-0.012505974192469294,-0.001353207842537063,0.040839503281320993,-0.003101008701834898,-0.009674711226345348,0.03773849457948608,-0.04394051198315589,-0.05051421450766634
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,1.0000001037478625,1.0000000628081134,0.003609516025300229,-0.017580180102906268,0.0020080352615044136,0.07085785295486235,-0.005485130221305513,-0.007822583878345547,0.010429413365032225,-0.06139299307652668,0.0053760287326357625,0.07286588821636678,-0.01397066407760604,-0.017580180102906268,0.05889522413876072,-0.08683655229397282,-0.09044606831927304
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,other,1.0000000856823144,1.0000000141775596,0.004809918088975861,-0.029843329831035166,-0.0010343702381810996,0.07040670954124607,-0.009068123446486484,-0.006352997661967591,0.00812096871345689,-0.03934937875319788,0.0023105320824346326,0.06937233930306498,-0.025033411742059294,-0.029843329831035166,0.04433892756100566,-0.09440575104512428,-0.09921566913410015
deepseek-coder-6.7b,base_0012,base_0387,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,other,1.0000000221948164,0.999999945424018,0.0038669824808346496,0.002506759566771582,0.0004451428382192535,0.017074466276389866,0.0013584066029370852,0.0002943801485494942,0.006613449289101611,-0.04019619293495069,0.00803652896134871,0.01751960911460912,0.006373742047606233,0.002506759566771582,0.02389335116221536,-0.011145867067002886,-0.015012849547837537
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,0.9999998864492009,1.000000098812286,0.010173655778133839,0.02783402100674698,-0.042267108926038466,-0.05237704961711867,-0.021190225808864885,0.0007124596435712643,0.01569529666444465,0.013736903202949707,0.0476822604192606,-0.09464415854315711,0.03800767678488082,0.02783402100674698,-0.05663648175827629,0.13265183532803793,0.12247817954990409
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,0.9999998397565361,0.9999999735842233,0.0141091015210058,0.03225628185423259,-0.029883657288457377,-0.06227410361229574,-0.029002244463433323,0.0028497500649983278,0.00862890190251931,0.016584837911925165,0.046731265937192734,-0.09215776090075312,0.04636538337523839,0.03225628185423259,-0.04579237752551474,0.1385231442759915,0.12441404275498572
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999998293737198,0.9999999854342915,0.017081501408224196,0.04294481936416663,-0.024107840731732805,-0.08143920751050981,-0.022847846789099156,0.004080719645551324,0.0014355120678865088,0.01953058406540298,0.04332191454068163,-0.10554704824224265,0.06002632077239083,0.04294481936416663,-0.04552072746985186,0.1655733690146335,0.14849186760640928
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.9999998473185872,0.9999999762998639,0.019133682162271386,0.04669936549489352,-0.00972976110684226,-0.11196615761509128,-0.020573334947156165,0.005135981748537497,0.004559546013533783,0.03490683111767101,0.03183397611345937,-0.12169591872193353,0.06583304765716491,0.04669936549489352,-0.055862871064768616,0.18752896637909844,0.16839528421682703
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,0.9999998929309588,0.9999999471684468,0.01180884984038534,0.06684249569896272,-0.000600868157537085,-0.12565804046312548,-0.013967003584829205,0.004383580177554065,0.005206241939611694,0.02762076759377552,0.024364031192690372,-0.12625890862066255,0.07865134553934806,0.06684249569896272,-0.04760756308131453,0.20491025416001063,0.19310140431962527
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,0.9999999913576559,0.9999999644497959,0.00865222190926876,0.02775680534881579,0.0048245859900809054,-0.0490450556083239,-0.004666725278141052,0.0011451477205570298,0.001932744995622307,-0.013646599824989614,0.023046847839249818,-0.044220469618243,0.03640902725808456,0.02775680534881579,-0.007811442360158433,0.08062949687632756,0.07197727496705879
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,bound,0.999999976953749,1.0000000019750113,0.009439064347687568,0.02244556569746079,0.0035085886153354354,-0.033224739470307206,-0.002888907758061006,0.00045276288210115666,-0.0005433181499805637,-0.021078403134398793,0.021889411991425023,-0.02971615085497177,0.03188463004514836,0.02244556569746079,0.0021684791901765837,0.06160078090012013,0.05216171655243256
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,bound,1.0000000124833859,1.000000002962517,0.00613784772392056,0.0070258802855016796,0.0006600230932710767,-0.011601938319324679,-0.0017671755270193146,0.002324400801120706,0.0018141865096747908,-0.02408423684498373,0.01949100275696998,-0.0109419152260536,0.013163728009422237,0.0070258802855016796,0.0022218127833686444,0.024105643235475836,0.01796779551155528
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,0.9999998738350068,1.000000571108067,0.007799405022284355,-0.022869005237086123,0.01672960951664043,-0.0015291389361559923,-0.025863697361779573,-0.00014475991715352972,0.007951182507837704,0.01844556695959143,-0.0005184652811183743,0.015200470580484404,-0.015069600214801769,-0.022869005237086123,0.00013087036568260046,-0.030270070795286173,-0.03806947581757053
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,0.9999998614964897,1.0000002258419065,0.0140750900234724,-0.026098245107165786,0.0212757644127059,0.0029555766954409007,-0.03408561451456307,0.003128376319266579,0.002237226546740082,0.022583292146338085,-0.006071102176818499,0.024231341108146787,-0.012023155083693386,-0.026098245107165786,0.012208186024453449,-0.03625449619184017,-0.05032958621531257
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.9999999003815128,1.0000002389963105,0.01402207604220009,-0.03277236401720116,0.0091417049021838,0.008902345748426035,-0.03232651691225735,0.0038363673927844268,-0.0034607309496697686,0.026464816771751554,0.006192639636580177,0.018044050650609822,-0.01875028797500107,-0.03277236401720116,-0.0007062373243912345,-0.03679433862561089,-0.050816414667810984
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999998559043295,1.0000001690858251,0.01251078430234499,-0.06446521180612177,0.0059081350581310366,0.013185351933590439,-0.03019231630796345,0.006164391731170501,0.002381245310875836,0.04014833692560699,0.014359596033861277,0.019093486991721503,-0.051954427503776796,-0.06446521180612177,-0.03286094051205529,-0.0710479144954983,-0.08355869879784328
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,0.9999999126062357,1.000000059120918,0.011119003236777161,-0.07087689289533429,0.007208156595779655,0.022397466941583552,-0.017454045459708335,0.0060845865194206275,0.006454954087946274,0.01740129783680705,0.01766561965141042,0.029605623537363207,-0.059757889658557134,-0.07087689289533429,-0.030152266121193927,-0.08936351319592034,-0.1004825164326975
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,0.9999999386162846,1.0000000916374228,0.009573199925934275,-0.05554878832509345,0.0070221615062780185,0.06994140114162323,-0.003754070586286802,0.0026106657785660674,0.004479088068701294,-0.05298484210771226,0.01866133761912772,0.07696356264790125,-0.04597558839915917,-0.05554878832509345,0.030987974248742084,-0.12293915104706041,-0.13251235097299469
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,other,0.999999908444628,1.0000000945934688,0.01054731442937947,-0.04297855971658118,0.0043348252662206085,0.07156702953874886,-0.0027621684336468603,0.0016101806009301226,0.0014902724071708534,-0.06670838026758463,0.022899672324203424,0.07590185480496947,-0.032431245287201704,-0.04297855971658118,0.04347060951776774,-0.10833310009217118,-0.11888041452155065
deepseek-coder-6.7b,base_0013,base_0097,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,other,0.9999999458990985,1.0000001265187644,0.007869296426457272,-0.004490354539126391,3.744684957970347e-05,0.022416881196681414,-0.0014670759943205304,0.0037437138260077727,0.0035257620823977848,-0.05391294578660222,0.02227745655859116,0.02245432804626112,0.003378941887330879,-0.004490354539126391,0.025833269933592008,-0.01907538615893024,-0.02694468258538751
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,0.9999997864077862,1.0000000377789222,0.006045610815209755,0.045685858114139465,-0.0221208505512685,-0.04302042977576845,-0.03602939186055612,-0.00492110476801462,0.008882434226960122,0.014446231296576795,0.03103189387385774,-0.06514128032703692,0.051731468929349225,0.045685858114139465,-0.013409811397687765,0.11687274925638615,0.11082713844117639
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,0.9999999105322829,1.0000000540413725,0.010410680199075335,0.05068401603224772,-0.02029915328219678,-0.05373569716163939,-0.044458375803027916,-0.0007093380368972356,0.007012418576337106,0.011627852206846784,0.03946774077834403,-0.07403485044383618,0.06109469623132305,0.05068401603224772,-0.012940154212513155,0.13512954667515922,0.12471886647608389
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,0.9999998624493653,1.0000002280495874,0.012212385241945234,0.07103868402486171,-0.014158783712265838,-0.07118414165973669,-0.04964829095657868,-0.002089515695952275,0.008475580349981693,0.014855824515707078,0.030498623492259846,-0.08534292537200255,0.08325106926680695,0.07103868402486171,-0.002091856105195633,0.1685939946388095,0.15638160939686427
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.9999999337364769,1.000000190896144,0.004606891369676437,0.0997983895370235,-0.004844257308392191,-0.09300936183792878,-0.055141249852079424,0.002424957177775194,0.009303813530292832,0.0021506470703042124,0.03471042747299538,-0.09785361914632099,0.10440528090669995,0.0997983895370235,0.006551661760378968,0.20225890005302094,0.19765200868334448
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,1.0000000032294496,1.000000091695199,0.004924573429279306,0.11300153395659573,0.003185331466168992,-0.10006195814209318,-0.049317899699556356,0.001824822721046759,0.0027268257255691278,-0.00010302060533196045,0.023819879614070838,-0.09687662667592417,0.11792610738587503,0.11300153395659573,0.021049480709950885,0.2148027340617992,0.2098781606325199
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,1.0000000217688831,1.0000000465356262,-0.0025379020303234173,0.05619335761650707,0.0012024771703912848,-0.04242470252054359,-0.027723995563893825,0.0033527012099795507,0.0006866334197433571,-0.017416014947787994,0.028667470412670676,-0.0412222253501523,0.053655455586183655,0.05619335761650707,0.012433230236031378,0.09487768093633595,0.09741558296665936
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,bound,1.0000000894677172,1.0000000690528648,-0.0019290505403653548,0.05186037281888996,-0.001118563320949402,-0.02785137591951186,-0.015458169945737878,0.0037146594553141028,-0.00013459827406001046,-0.03206416817237612,0.022980873483944134,-0.028969939240461262,0.049931322278524606,0.05186037281888996,0.020961383038063344,0.07890126151898587,0.08083031205935122
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,bound,1.0000000387533963,1.0000000567622054,-0.0033377199102255033,0.027885463139783045,-0.004061826622888224,-0.008399250381574592,-0.003772009453874745,0.00032843242351141694,0.0016748673047186635,-0.0276589625066187,0.017341024015977743,-0.012461077004462813,0.02454774322955754,0.027885463139783045,0.012086666225094723,0.037008820234020356,0.04034654014424586
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.0000000388275365,1.0000000661969097,0.0044194417713166794,0.008801775151672943,0.032371660187458406,0.013888338991966703,-0.04406973070630199,-0.0047364822071553885,0.002766079093150249,-0.001464498544629017,-0.011976556368105351,0.04625999917942514,0.013221216922989616,0.008801775151672943,0.05948121610241469,-0.03303878225643552,-0.037458224027752195
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,0.9999995649698102,0.999999903582762,0.00964042107510836,0.008221229949995426,0.024415979458783155,0.020543518325896064,-0.05196260944179641,0.00031721724834812143,0.0035529057381047564,-0.005217806828355431,-0.009510516913132427,0.044959497784679225,0.017861651025103786,0.008221229949995426,0.06282114880978307,-0.02709784675957544,-0.0367382678346838
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.9999997269777061,1.0000000152540705,0.010512281839737372,0.006213089899089898,0.01523563358659652,0.029599006178089353,-0.05564903131414968,-0.0001983490571768401,0.006650323191091788,-0.0062820416746041385,-0.00608062437230994,0.044834639764685824,0.016725371738827273,0.006213089899089898,0.06156001150351309,-0.02810926802585855,-0.038621549865595926
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999997899430277,0.9999999702113906,0.0033799115590802792,0.004380785987065858,0.00863133938577293,0.04323960346593611,-0.05755294212108156,0.004519906467599342,0.007771316878143621,-0.029969683180241957,0.015599941826088148,0.05187094285170907,0.007760697546146146,0.004380785987065858,0.059631640397855235,-0.04411024530556292,-0.04749015686464321
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,0.9999998116864481,0.9999999725498684,0.006969980003819931,-0.001368655018458148,0.006769289723651095,0.0617315921394336,-0.051214288264653546,0.0038351074341169515,0.002673764551714475,-0.0422816582945682,0.012885028588364156,0.0685008818630847,0.005601324985361783,-0.001368655018458148,0.07410220684844648,-0.06289955687772292,-0.06986953688154285
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,0.9999998845527915,0.9999999797092082,-0.0028466580089409072,-0.006143640611343239,7.84480539001084e-05,0.09036349599050693,-0.02754313276114545,0.0044895309589351035,0.0020632410794705625,-0.0791473715817611,0.018686182036794508,0.09044194404440703,-0.008990298620284151,-0.006143640611343239,0.08145164542412286,-0.09943224266469118,-0.09658558465575026
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,other,0.9999999503007534,1.0000000046769557,-0.0018135156016310348,-0.013188581626762452,-0.0019464862763655666,0.08787156674354578,-0.0148229421924241,0.004346955726582651,0.0006168485420210978,-0.07450204544117467,0.013438254502410402,0.0859250804671802,-0.01500209722839349,-0.013188581626762452,0.07092298323878671,-0.10092717769557369,-0.09911366209394265
deepseek-coder-6.7b,base_0014,base_0350,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,other,1.0000000051770048,0.9999999813641309,-0.002275021189255202,0.018389239157436735,-0.005178423254234846,0.018183853935871592,-0.0036975495710318985,6.69291670444376e-05,0.0029071766202619573,-0.0384100712195482,0.010013842540581352,0.013005430681636745,0.016114217968181535,0.018389239157436735,0.02911964864981828,0.0031087872865447896,0.00538380847579999
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,1.0000004219609446,1.0000000981432244,-0.003999819678117022,0.051464503801101485,-0.045926032289383245,-0.0472965913448901,-0.01450488977263324,0.0017561637947186362,0.004734532203945048,-0.0007564947907954811,0.054528304258333826,-0.0932226236342733,0.04746468412298446,0.051464503801101485,-0.045757939511288814,0.14068730775725777,0.1446871274353748
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,bound,1.0000001002679473,1.0000000577784154,0.0029213376005609026,0.05406599418927559,-0.03866309491203962,-0.05823799696464621,-0.0152578370895015,0.0027054706257401244,-0.0009871988771566753,0.00024203015871362976,0.0532112527795221,-0.09690109187668583,0.05698733178983648,0.05406599418927559,-0.039913760086849326,0.1538884236665223,0.15096708606596143
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,bound,1.0000001133799095,1.0000000861479417,0.002547535733572602,0.08167636999898555,-0.024809947798128562,-0.09089447622824667,-0.007249163182925018,0.0019169125594029578,0.008965056944987046,0.001368543936674571,0.02647914080370936,-0.11570442402637521,0.08422390573255814,0.08167636999898555,-0.03148051829381704,0.19992832975893335,0.19738079402536074
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,bound,0.9999999665773508,1.0000000008178602,-0.00310196787798382,0.11030221606888081,-0.004360537645215906,-0.11944698137129682,-0.005257823052938787,0.009434986133124431,0.0062203327223827876,-7.974954548517488e-06,0.006217784218105121,-0.12380751901651277,0.10720024819089699,0.11030221606888081,-0.01660727082561575,0.23100776720740976,0.23410973508539357
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,bound,1.000000059132379,0.9999999987732097,0.00016292499288547875,0.1166044399210375,0.008569704017332522,-0.1254709008217597,-0.006496886967961933,0.00884579814294409,0.00487804629546873,0.0006810170474865762,-0.0077742029866026685,-0.1169011968044272,0.11676736491392299,0.1166044399210375,-0.00013383189050419908,0.2336685617183502,0.2335056367254647
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,bound,1.0000000431923466,1.0000000357132288,0.00013933274330212714,0.04629108428270218,0.00954029804058256,-0.05401470371268482,-0.0004690699688853356,0.008238877719544959,0.005403922909132358,-0.0027761465349340764,-0.012353602957877602,-0.04447440567210226,0.04643041702600431,0.04629108428270218,0.001956011353902054,0.09090482269810657,0.09076548995480443
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,bound,1.0000000246813407,1.0000000384394294,0.005023472817797105,0.03189577602538268,0.006725307301099773,-0.04393595532925437,0.0020562828076000177,0.006166168873091961,0.006131146135075233,-0.001071675560433083,-0.012990509312270568,-0.03721064802815459,0.03691924884317979,0.03189577602538268,-0.000291399184974811,0.07412989687133438,0.06910642405353727
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,bound,1.0000000635030333,1.0000000139036236,0.003817496280012919,0.004887001758756818,0.002582194130990782,-0.017558434824469164,0.00016405302395934573,0.004217720601016344,0.0070394686171221105,-0.0017384981707565528,-0.003411051016042402,-0.01497624069347838,0.008704498038769735,0.004887001758756818,-0.006271742654708645,0.023680738732248116,0.019863242452235197
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,other,1.0000002791089486,1.0000002188736388,-0.005674753989035885,0.0027373908764817267,0.02266937224313459,0.006085223517067664,-0.022798191055631283,-0.0015089597541754936,-0.0032775339489329244,-0.003104208349482218,0.004871600225264283,0.02875459576020223,-0.002937363112554159,0.0027373908764817267,0.02581723264764807,-0.03169195887275639,-0.0260172048837205
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,other,0.9999999273862898,1.0000002714981309,0.0013532688486607644,-0.0021689317844728814,0.018502868260030225,0.0096268018679537,-0.026140321984875637,0.0011302765107742765,-0.003995795109503021,-0.0028327149203807855,0.004524892423654392,0.028129670127983897,-0.000815662935812117,-0.0021689317844728814,0.027314007192171808,-0.028945333063796014,-0.030298601912456778
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,other,0.9999998122254838,1.0000002848517935,0.0005822179529247646,0.0016367066163455596,0.007461383953278639,0.008329965761904964,-0.019953683453927975,0.001116120012783068,0.006376075593122685,-0.0005609385512954645,-0.004987375258826698,0.01579134971518359,0.0022189245692703224,0.0016367066163455596,0.018010274284453842,-0.013572425145913267,-0.01415464309883803
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,other,0.9999997935047616,1.0000002648608077,-0.00385478213903732,-0.004097188872409653,0.005633490203565711,0.01737124287491501,-0.014498982956053917,0.00897124232540373,0.002466753266765452,-0.004215488557819225,-0.007775814789283797,0.02300473307848072,-0.007951971011446977,-0.004097188872409653,0.015052762067033765,-0.0309567040899277,-0.027101921950890374
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,other,0.9999999319246465,1.0000001501299327,0.0024923640422578174,-0.017499188098652585,0.01086395112709182,0.028775009746674587,-0.017770880582611254,0.008969748759836445,0.00418820866708168,-0.0010251075002451482,-0.0189938879561474,0.03963896087376642,-0.015006824056394766,-0.017499188098652585,0.02463213681737164,-0.05464578493016119,-0.057138148972419006
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,other,0.9999999276699372,1.0000001118863078,-0.0019155749487473062,-0.026645297044040325,0.0075397577507550426,0.052649632784628767,-0.0012721673709052486,0.00840289972966366,0.006687626488613707,-0.013828557232939742,-0.03161813594065792,0.060189390535383816,-0.02856087199278763,-0.026645297044040325,0.031628518542596185,-0.08875026252817145,-0.08683468757942414
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,other,0.9999999543327839,1.0000001482335548,0.0023925606320352732,-0.03739282577933555,0.004247715220642205,0.05342959923257897,0.0015074384748934473,0.005512715283766619,0.007436082246789766,-0.005544991595924698,-0.03158809981467531,0.057677314453221176,-0.03500026514730027,-0.03739282577933555,0.022677049305920904,-0.09267757960052145,-0.09507014023255672
deepseek-coder-6.7b,base_0015,base_0165,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,other,1.0000000499219257,1.000000146495208,0.0024760692731894424,-0.007005597537279262,0.0004015792875156172,0.013099228465105094,-0.0003098905040011344,0.004268675903622007,0.007549226675246018,-0.0014271235314703423,-0.019052071458645223,0.013500807752620712,-0.004529528264089817,-0.007005597537279262,0.008971279488530895,-0.01803033601671053,-0.020506405289899974
deepseek-coder-6.7b,base_0016,base_0272,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,bound,1.0000004480368359,1.0000001874154674,0.012741700143337302,0.04540067512481092,-0.02051749610371778,-0.03079334090736216,-0.03229084776281993,-0.004094174292921873,0.0010658002326016935,0.0006703268584748179,0.027817096086228454,-0.05131083701107997,0.05814237526814823,0.04540067512481092,0.0068315382570682814,0.10945321227922819,0.09671151213589088
