model,base_id,donor_id,split,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,rho_from,rho_to,delta_frac_inner_def_name,delta_frac_inner_def_value,delta_frac_outer_def_name,delta_frac_outer_def_value,delta_frac_use_site,delta_frac_return_kw,delta_frac_signature,delta_frac_question_var,delta_frac_question,delta_frac_other,delta_frac_outer_def,delta_frac_inner_def,delta_frac_inner_def_identical,delta_frac_both_defs,delta_frac_question_all,binding_shift,binding_shift_identical
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,0.9999999553507123,0.9999999534493094,-0.005702577192697456,0.0021018817575323688,0.001332645789665493,-0.0017161466986867465,0.010192031414567286,0.0006731459262043233,-0.011623271806279822,0.0069918909834088445,-0.015821467983965776,0.013571865908848513,-0.000383500909021256,-0.003600695435165089,0.0021018817575323688,-0.0039841963441863415,-0.008829577000556976,-0.003217194526143833,0.0024853826665536248
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,0.9999999574251263,0.9999998575839809,-0.0003182419849600115,0.0013613227308789256,0.0030539974875915393,-0.0018364517370211715,0.002685758851361965,-0.00033339233971069583,-0.0059119525307211665,0.008817966155147284,-0.017078326681369216,0.009559220207656968,0.0012175457505703702,0.0010430807459189135,0.0013613227308789256,0.002260626496489282,-0.008260360526221922,-0.0001744650046514567,0.00014377698030855544
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,0.9999999437191779,0.9999998713309816,-0.0014573355677303867,0.0034302244014871265,0.0006689830282953849,-0.0013014095939755754,-0.0014334436416159847,0.0015426638973852166,-0.004753609481369582,0.006690370822528909,-0.009982208734184983,0.0065956924809834755,-0.0006324265656801886,0.0019728888337567398,0.0034302244014871265,0.0013404622680765546,-0.0032918379116561036,0.0026053153994369284,0.004062650967167315
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,inner,0.999999931692517,0.9999999012010081,-0.0018627791537096346,0.007779311755228066,-0.0005676660644731504,-0.00029229794061324784,-0.0011126770637065768,0.0022577167570609945,-0.003947601806930316,0.003773422822964405,-0.009786793867806454,0.0037593340704771827,-0.0008599640050863978,0.005916532601518433,0.007779311755228066,0.005056568596432033,-0.00601337104484212,0.0067764966066048305,0.008639275760314464
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,inner,0.9999999112447239,0.9999999383203348,-0.005058500234966912,0.004737354521485425,-0.002318293100777931,0.0002798732315953045,-0.0005340778921733179,0.0012128261483824632,-0.003502188318241145,-0.000807315792947039,-0.0037768985176743763,0.009767247030928565,-0.0020384198691826266,-0.0003211457134814858,0.004737354521485425,-0.002359565582664116,-0.004584214310621504,0.0017172741557011408,0.006775774390668052
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.0000003539395796,0.9999998093275455,-0.002574464954065668,0.0018382236023920854,-0.005094102671791112,-0.00015658327055395122,-0.004737109720129443,0.0033316613657932885,0.0020723701663175765,0.0003186561821651602,-0.0028504623696979925,0.007851267057536027,-0.005250685942345068,-0.0007362413516735829,0.0018382236023920854,-0.0059869272940186735,-0.002531806187532848,0.004514444590671485,0.007088909544737154
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,1.0000001841038983,0.9999998356000318,-0.003766712117280022,0.002951325113737896,-0.003142437042495727,-0.0014098161375538834,-0.0026261570255370964,0.0040636401905709205,0.0019283213096136843,0.001884184018179448,-0.002967941611310032,0.0030852447982083753,-0.0045522531800495925,-0.0008153870035421257,0.002951325113737896,-0.00536764018359176,-0.0010837575931305632,0.0037368661765074668,0.007503578293787489
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.00000017060397,0.9999998771170474,-0.00336718704569571,0.007300959236436342,-0.0008640890298583226,-0.0018598530143623918,0.005690435114915006,0.003196760369364301,-0.00677963704867063,0.006424242648409403,-0.013473370213835212,0.0037314454963747468,-0.0027239420442207174,0.00393377219074063,0.007300959236436342,0.0012098301465199301,-0.007049127565425861,0.006657714234961348,0.01002490128065706
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000001517260217,0.99999990125808,-0.0053594572291777495,0.00725020115002809,0.0032036748503950774,-0.0023030489644182543,0.006773632421017042,0.0009374094127591972,-0.00858585437332609,0.006322895974807008,-0.015636255154036993,0.007396551444010913,0.0009006258859768357,0.0018907439208503407,0.00725020115002809,0.0027913698068271486,-0.00931335917922993,0.000990118034873505,0.0063495752640512545
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.0000001964184668,0.9999999385585236,-0.00013497502298669833,0.007590991800534208,0.005780964186115539,-0.0024662189095216638,0.0014816537730171948,0.0002393492758533543,-0.0035414388159534793,0.006079513934155069,-0.027404207170952155,0.012374109089795818,0.0033147452765938668,0.007456016777547512,0.007590991800534208,0.010770762054141361,-0.021324693236797088,0.004141271500953645,0.004276246523940342
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.0000002055501254,0.9999999261868238,-0.002072365201020914,0.010229642412795947,0.002415547984536179,-0.0024559952930952524,-0.0006959635635509177,0.002408393881729727,-0.0015603971780169257,0.004193614141873915,-0.021975670270482528,0.009512913721929014,-4.0447308559073136e-05,0.008157277211775033,0.010229642412795947,0.00811682990321596,-0.017782056128608614,0.008197724520334106,0.01027008972135502
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,outer,1.0000001619991377,0.9999999193522704,-0.0035243001482836286,0.00836386022631895,0.0005753206475769788,-0.002261642059760845,0.000655568987864283,0.0026267598767767478,-0.0024513220466120117,0.002366937950127511,-0.011337180177049655,0.004985754096174438,-0.0016863214121838645,0.004839560078035321,0.00836386022631895,0.003153238665851453,-0.00897024222692211,0.006525881490219185,0.010050181638502815
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,outer,1.0000001517260217,0.9999999653407057,-0.003721784448915391,0.004501227463306472,-0.0018795307904091616,-0.00039342321521330134,0.0014203212753588657,0.0014427236080209408,-0.0016995508658981598,0.00041361308799014486,-0.010460374501000014,0.010376592001443537,-0.0022729540056224623,0.0007794430143910815,0.004501227463306472,-0.00149351099123138,-0.010046761413009864,0.003052397020013544,0.0067741814689289345
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,1.0000028701627348,0.9999963100964099,0.008965047637082005,0.01887745690951192,0.055274155861529395,-0.011137568666568284,-0.0015694015783024107,0.016588678601617213,-0.0975245437679878,-0.017561953303978382,-0.04743295712785567,0.0755145253686273,0.04413658719496111,0.027842504546593927,0.01887745690951192,0.07197909174155503,-0.06499491043183409,-0.01629408264836718,-0.025259130285449186
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,1.0000017001714154,0.9999969176059753,-0.0011945990292724642,0.02077451822052269,0.08878327338455477,-0.011184202171791417,-0.004040554593933453,0.02554358168935111,-0.08752691976071092,-0.03760357718271649,-0.03384724336717909,0.04029094024573493,0.07759907121276338,0.019579919191250225,0.02077451822052269,0.09717899040401357,-0.07145082054989557,-0.05801915202151316,-0.05682455299224069
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,1.000001915680537,0.9999996308010539,0.0017939203295309451,0.07848207201246876,0.038986112486674496,-0.02927480125594012,-0.0006948109202556708,0.005266707504979271,-0.06822854763363731,-0.028014039856942684,0.14607972958228965,-0.14439862712865253,0.009711311230734404,0.08027599234199971,0.07848207201246876,0.08998730357273413,0.11806568972534692,0.0705646811112653,0.06877076078173436
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,1.000001722492708,0.9999987787232602,-0.004161946302266361,0.11697357322548028,0.09684154325412292,-0.009710337549744593,-0.05886595400021123,-0.03416440365000056,-0.030455459264016615,-0.03634364892917004,0.08931132435458577,-0.12942763490823173,0.0871312057043783,0.11281162692321393,0.11697357322548028,0.19994283262759222,0.052967675425415695,0.02568042121883564,0.02984236752110199
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,1.0000021080782313,1.0000016801680849,0.015796640755891815,0.14155054560806535,0.10862089603334918,-0.009975939229497837,-0.020750976403226123,-0.005270028442065856,-0.040116191060845435,-0.08946651403572076,-0.10815076321231398,0.007761902076221128,0.09864495680385134,0.15734718636395717,0.14155054560806535,0.2559921431678085,-0.1976172772480348,0.05870222956010583,0.04290558880421401
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,1.0000022998833258,1.0000011060324359,0.0015854499862401825,0.14886802337854463,0.05591703022682344,-0.029138291276325494,-0.01220153814020765,0.012843173458348558,-0.009547206877088318,-0.09471783324803969,-0.07929243417861498,0.005682432819430656,0.02677873895049794,0.15045347336478482,0.14886802337854463,0.17723221231528274,-0.1740102674266547,0.12367473441428688,0.12208928442804669
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,margin,1.0000020041755753,1.0000003097516579,-0.03290641118794863,0.008162096075173,0.03474277946344135,-0.04345258957069732,0.019930818935009108,0.009578808425975357,0.008854251083074239,-0.065472576234561,0.0875451636326603,-0.026984035046043638,-0.008709810107255973,-0.02474431511277563,0.008162096075173,-0.033454125220031605,0.022072587398099364,-0.016034505005519655,0.016871906182428974
deepseek-coder-6.7b,base_0091,base_0200,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,margin,1.0000020752876586,1.000000546497873,0.0122225770081608,-0.02453884263375139,-0.004473319810460679,-0.021562303679197023,0.02047491220879081,0.00390281219026148,0.002603016166633349,0.0066541133606176,0.03514874109231059,-0.030433234693150013,-0.0260356234896577,-0.012316265625590588,-0.02453884263375139,-0.03835188911524829,0.041802854452928084,0.013719357864067113,0.0014967808559063107
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,1.0000004589396922,1.0000003272003335,-0.0007324804328603047,0.0008593825655006774,0.000497728031923439,0.004160365290589831,-0.0037942147248625044,-0.0026529520088882487,0.011365059400777986,0.0008206799910266162,-0.01585570753301907,0.005332007680452666,0.004658093322513268,0.00012690213264037278,0.0008593825655006774,0.004784995455153651,-0.01503502754199243,-0.004531191189872896,-0.003798710757012591
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,1.000000143243753,1.0000002014864582,0.0005410065917414108,0.0014979550001610654,0.0028146989891920104,0.0028772786496166066,-0.00633761646942177,-0.0014592842199396142,0.010989604232640969,0.00045145006607946736,-0.015823394872435115,0.004448360275070007,0.005691977638808632,0.002038961591902476,0.0014979550001610654,0.007730939230711109,-0.015371944806355675,-0.003653016046906156,-0.004194022638647567
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,1.0000001701534902,1.0000001382768953,0.005940561957608119,0.002710966772029094,0.0011822842088729246,0.0018426933242304132,-0.005344971427118186,-0.0012237916089204012,0.001885732271851636,0.004679173090765794,-0.01886866432281209,0.007195983856898097,0.0030249775331033513,0.008651528729637214,0.002710966772029094,0.011676506262740555,-0.01418949123204627,0.005626551196533863,-0.0003140107610742574
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,1.000000114884838,1.0000002334737486,0.007891969483559117,0.0014774940326778034,0.0009446610271166278,0.0019789367122745303,0.0034717987332505314,-0.001366317807576024,-0.004897088869239671,0.005958970515512226,-0.01991502735336126,0.004454722114696219,0.0029235977393911594,0.009369463516236921,0.0014774940326778034,0.012293061255628068,-0.013956056837849062,0.006445865776845762,-0.001446103706713356
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,1.0000001642068628,1.0000002181255867,0.0032452596402925294,-0.001674259064912156,0.003586333882823353,0.0007010268139453939,-0.00040072444772411286,-0.002462912380520893,-0.006286174615621046,0.005730486851352719,-0.0032741693473562483,0.0008351865864442976,0.004287360696768744,0.001571000575380374,-0.001674259064912156,0.005858361272149115,0.0024563175039965524,-0.00271636012138837,-0.0059616197616809
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,1.0000001629575714,1.0000003002693303,0.002466472522383546,-0.0003554233507312471,0.002591665591820086,0.00086640884375149,-0.0067880383533492124,-0.0022366601957147176,-0.007373765041819476,0.004482052745417303,0.006756413300655795,-0.0004089887506548845,0.0034580744355715773,0.0021110491716522985,-0.0003554233507312471,0.005569123607223871,0.011238466046073148,-0.0013470252639192788,-0.0038134977863028244
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,inner,1.0000001071142455,1.0000001919237407,0.0010211589449217323,-0.0008280044641682536,0.00158509382648854,0.0008954391843608365,-0.00830074076528602,-0.0020614872304097493,-0.006491785113277089,0.005340394636625374,0.00760225129844927,0.0012377644917904856,0.002480533010849377,0.0001931544807534779,-0.0008280044641682536,0.0026736874916028497,0.01294264593507466,-0.002287378530095899,-0.0033085374750176305
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,inner,1.0000001395208646,1.000000159075806,0.001208057529708768,-0.0004568588554214456,0.0009763627237653321,0.0003775531618776494,-0.00023381904960128154,-0.0002798156176967788,-0.00459922142312312,0.0024115679288680405,-0.00243256572417061,0.003028758880734707,0.0013539158856429806,0.000751198674287322,-0.0004568588554214456,0.0021051145599303035,-2.099779530251311e-05,-0.0006027172113556587,-0.0018107747410644262
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.000000165946904,1.00000048443004,-0.000622414594187218,0.003046929647334487,-0.005270953725305061,0.0032046743345830997,-0.002086578186433574,-0.0012981108527574028,0.009123095861305514,0.0005001118920250763,-0.006118096099592574,-0.0004783397938363798,-0.002066279390721959,0.002424515053147269,0.003046929647334487,0.00035823566242532134,-0.0056179842075674835,0.004490794443869228,0.005113209038056446
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,1.0000001116087103,1.0000002577052765,0.0006773046840836708,0.003523284474686434,-0.0005501939269125788,0.0013812833297115136,-0.004611308631853383,-0.00028069923154661926,0.0072116566133032176,-0.00155739749333564,-0.004214060073643278,-0.0015797236479268562,0.0008310894027989679,0.004200589158770104,0.003523284474686434,0.005031678561569053,-0.005771457566978944,0.003369499755971136,0.002692195071887466
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,0.9999999748271382,1.0000002022948855,0.0056195782952355,0.008542767320596247,0.0016969869468256016,0.0010797039622135456,-0.004724943388546284,0.00014242430903477904,-0.0015429354332019331,0.002109024317243075,-0.00994557890932024,-0.0029767999523329647,0.002776690909039148,0.01416234561583175,0.008542767320596247,0.016939036524870887,-0.007836554592077216,0.011385654706792602,0.005766076411557099
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.000000065097562,1.0000001069232716,0.006826579593464212,0.008498633465438409,0.0027920595045552443,0.0007640632034609839,-0.0023946481302747503,-0.0016414406159143205,-0.004507243267958004,0.005231281617235119,-0.01244653959765396,-0.0031227039466435735,0.003556122708016224,0.01532521305890262,0.008498633465438409,0.018881335766918805,-0.007215257980418777,0.011769090350886396,0.004942510757422185
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.0000000402630453,1.000000101804854,0.0034627750642516916,0.004720161158003018,0.005392058843198766,-9.656813558246431e-05,-0.008426955861474801,-0.002460167826100623,-0.0041636419789648875,0.003682492079552487,-0.0036879636809524774,0.0015778718798782204,0.005295490707616299,0.00818293622225471,0.004720161158003018,0.013478426929871001,-5.471601400075521e-06,0.0028874455146384106,-0.0005753295496132805
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.0000001007816728,1.000000117958392,0.002399151435766074,0.007228158109633858,0.003585478122321628,-0.0005105122639259027,-0.006420129851804937,-0.001745662602944023,-0.004838706801764486,0.005918926952972694,-0.005510458191399392,-0.00010622773213654624,0.0030749658583957284,0.00962730954539993,0.007228158109633858,0.012702275403795656,0.0004084687615732996,0.006552343687004202,0.004153192251238129
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,outer,1.0000001526612268,1.0000000137586817,0.00022162508130990416,0.0034409175587854796,0.0023931547672925157,-0.0007165295299245405,-0.008844251132829497,-0.001360266290065369,-0.005297576766084479,0.006783942745547183,0.0027305365920596847,0.0006483080713642758,0.001676625237367977,0.0036625426400953833,0.0034409175587854796,0.005339167877463361,0.009514479337606851,0.0019859174027274063,0.0017642923214175026
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,outer,1.0000001522101003,1.000000017045739,0.0006340067187661116,0.00029939183739481927,0.0010766006570201176,-2.9795911925304796e-05,-0.001200344862589816,-3.1498960750518234e-05,-0.003566736282984602,0.0032684231806907682,-0.003892830623999699,0.0034426490840167717,0.0010468047450948132,0.0009333985561609318,0.00029939183739481927,0.001980203301255746,-0.0006244074433089386,-0.00011340618893388148,-0.000747412907699994
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,0.9999974456997561,1.0000091133867532,0.01051680904596205,0.1220252067479087,-0.02088769903849319,-0.04986615283316948,0.06272148586048054,0.011147103586860985,-0.20046437449075447,-0.0975297548918735,0.18448689828409975,-0.022137854584024952,-0.07075385187166267,0.13254201579387076,0.1220252067479087,0.06178816392220815,0.08695714339222621,0.20329586766553343,0.19277905861957137
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,0.9999998178979481,1.0000033430621165,0.012557338094489294,0.11033871783068738,0.09498299538333144,-0.0933954618274318,0.04245329555480362,0.043765130422665756,-0.23586723161780382,-0.16412765560047587,0.22202676522638143,-0.032730368302473334,0.001587533555899634,0.12289605592517668,0.11033871783068738,0.12448358948107624,0.057899109625905554,0.12130852236927704,0.10875118427478775
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,0.999998161349221,1.0000037156797148,-0.01841276766852756,0.28451535614725315,0.15129683024920143,-0.0811650740487318,-0.006584112689743771,-0.009520579804519822,-0.3928126587787642,-0.23832839702808528,0.720185818743988,-0.4091688607915767,0.07013175620046963,0.26610258847872564,0.28451535614725315,0.3362343446791952,0.4818574217159026,0.195970832278256,0.21438359994678352
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,0.9999996028551431,0.9999931616798481,-0.06787093291601978,0.3566430381678414,0.24879066590693633,-0.0756487797792641,-0.27104615346303645,-0.11842071286142088,-0.2885601296562456,-0.21956725098610572,0.7434295313927316,-0.307755716980714,0.17314188612767226,0.28877210525182156,0.3566430381678414,0.46191399137949385,0.5238622804066259,0.11563021912414931,0.18350115204016912
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,0.9999988895254501,0.9999937179821768,-0.011353380876653631,0.26050614509892456,0.26860181431787167,-0.047296029039167825,-0.3746672453909491,-0.021684000651356262,-0.21597837519933283,-0.22659505897805313,0.4694187005248329,-0.1009577413493876,0.22130578527870381,0.24915276422227092,0.26050614509892456,0.47045854950097477,0.24282364154677982,0.027846978943567108,0.03920035982022074
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,0.999999523518963,0.9999901125133005,-0.006511916485819912,0.30970320486949987,0.12928812021236014,-0.09594113691596627,-0.013194460873817577,0.05041690431863702,-0.1331619542500074,-0.1266500981101675,-0.048825288739231754,-0.06513278503115788,0.033346983296393885,0.3031912883836799,0.30970320486949987,0.33653827168007383,-0.17547538684939934,0.269844305087286,0.27635622157310596
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,margin,1.0000005755352745,0.9999902358444719,-0.06915912269618486,0.11208122350033335,0.06868578662858686,-0.11275263430954326,-0.009810062409135388,0.06456074441271677,-0.016669406743680403,-0.061237972697828616,0.18284463991607658,-0.15855353529213362,-0.044066847680956395,0.04292210080414849,0.11208122350033335,-0.0011447468768079026,0.12160666721824809,0.08698894848510488,0.15614807118128976
deepseek-coder-6.7b,base_0092,base_0292,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,margin,1.000000270021386,0.9999922222636473,-0.05909026124239818,-0.00034437472616844714,-0.05028068103453523,-0.052151075251098244,-0.04166525977275837,0.025836742307443608,-0.04692855567741451,0.01044620455609669,0.3717200412743771,-0.15755082819128297,-0.10243175628563346,-0.05943463596856663,-0.00034437472616844714,-0.1618663922542001,0.38216624583047387,0.04299712031706683,0.102087381559465
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,1.0000004025247027,0.9999999951272974,0.00191065552562006,0.0033526071788953123,-0.0016411713274372408,0.0006038932139311678,-0.003102797750808623,-0.0014936742246687957,0.008401166177948054,-0.0024732694489690895,-0.010997219295560079,0.0054394025536436685,-0.0010372781135060682,0.005263262704515373,0.0033526071788953123,0.004225984591009313,-0.013470488744529163,0.006300540818021441,0.0043898852924013805
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,1.0000000871354127,1.0000000046086646,0.003465644780037124,0.002921430733094473,0.0007320375170117854,0.00032338227996649496,-0.002904506023274084,-0.0009893907771921827,0.007913280889296609,-0.0011966727384004061,-0.012553956265383304,0.002288667078095552,0.001055419796978263,0.006387075513131597,0.002921430733094473,0.00744249531010982,-0.01375062900378371,0.005331655716153334,0.0018660109361162101
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,1.0000001341244023,1.0000000700901084,0.004729719170389626,0.0018278527442007154,-0.001259727591259363,-0.0025077642165107243,-0.000786711543451557,-0.0013842197645166122,0.007669262216847706,0.000764131358590445,-0.009993123087680023,0.0009405166790956987,-0.0037674918077700847,0.006557571914590339,0.0018278527442007154,0.0027900801068202474,-0.009228991729089642,0.010325063722360424,0.0055953445519708
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,1.0000001653325652,1.000000070852218,0.006896712996024471,0.0033858064461440686,0.0024557590839374005,-0.003072012899764519,0.003097931037308604,-0.004037569089988058,0.0047304103248533395,0.0010184960072791242,-0.012059808137101169,-0.002415820249040468,-0.0006162538158271391,0.01028251944216854,0.0033858064461440686,0.00966626562634143,-0.011041312129822067,0.010898773257995679,0.004002060261971208
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,1.0000001278625703,1.0000001028308299,0.004860434481927199,0.00778689853021966,0.003632081405112106,-0.0023429831449864186,-0.001885959969298046,-0.005669740873367995,0.0014774409025177515,-0.0010661778382050364,-0.00659587689408736,-0.00019614163157230524,0.0012890982601256873,0.01264733301214686,0.00778689853021966,0.013936431272272565,-0.007662054732292423,0.011358234752021173,0.006497800270093973
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,1.0000000971846432,1.0000000831479912,0.005011316963973459,0.005504416083237341,0.0031748422202750107,-0.00166460914648798,-0.006890573014911932,-0.005001123940160984,6.018796548766525e-05,-0.0004838593641147415,-0.001932059632700156,0.0022214478287505696,0.0015102330737870248,0.0105157330472108,0.005504416083237341,0.012025966120997822,-0.0024159189968149253,0.009005499973423776,0.0039941830094503165
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,23,inner,1.0000000812270713,1.0000000251556278,0.004699120925404556,0.0057171048467200445,0.0033098003568460786,-0.001879924011482965,-0.009231571920916084,-0.003984903463759239,0.0002798361420571112,-0.0005225491714229424,0.00032971794852809655,0.0012833122765819188,0.0014298763453631132,0.010416225772124602,0.0057171048467200445,0.011846102117487711,-0.00019283122289492916,0.008986349426761488,0.004287228501356931
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,27,inner,1.0000000933214968,1.0000000925573482,0.0009229776189008075,0.0003360626812851271,0.0034296724556078214,-0.0013877733094132122,-0.002419021950900572,-0.0004996943164889012,0.00030324827877537333,-0.001145232601699955,-0.0005158511790894771,0.0009756115588745104,0.0020418991461946083,0.0012590403001859346,0.0003360626812851271,0.003300939446380543,-0.0016610837807894407,-0.0007828588460086737,-0.0017058364649094812
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.0000002764079583,0.9999999587847995,0.0020007039452291063,0.0006657562458625887,-0.0036334556042845745,-0.001027489855402968,-0.00019593195433414333,-0.001138697701117086,0.004882452578405382,-0.0012055754733054942,0.003250508398448315,-0.003598588202659847,-0.004660945459687538,0.0026664601910916944,0.0006657562458625887,-0.001994485268595858,0.002044932925142795,0.007327405650779232,0.005326701705550127
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,1.0000000486126435,0.9999999956006245,0.0034034759858008736,-0.0006771470644308187,-0.0019021247840133038,-0.0018667485068434016,-0.0003230524064580737,-0.00044684389085231785,0.002690134950816699,-0.0008054536927186943,0.0039760111240325635,-0.004048304727352459,-0.0037688732908567335,0.002726328921370055,-0.0006771470644308187,-0.0010425443694866976,0.0031705574313138918,0.0064952022122267885,0.003091726226425915
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.0000001123572753,0.9999999948596773,0.003454626258685772,-0.0012729938388726355,-0.0022159567132934987,-0.003484268732541627,0.00022087800003631197,-0.0008808294202240427,0.0030729562922472333,0.0014570373338501676,0.008567829603967514,-0.008919396281453218,-0.005700225445835122,0.0021816324198131367,-0.0012729938388726355,-0.003518593026021949,0.010024866937817678,0.007881857865648259,0.004427231606962487
deepseek-coder-6.7b,base_0093,base_0311,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000000894327665,0.9999999824835397,0.005063752019648555,-0.00031291792788512834,0.00391238122046092,-0.003111718677042367,-0.0032698954384554335,-0.003461739727553831,0.0026759469787193714,0.0012159262531967804,0.006629488627793334,-0.0093413302781091,0.0008006625434185399,0.004750834091763426,-0.00031291792788512834,0.005551496635181952,0.00784541488099011,0.003950171548344886,-0.0011135804713036683
