model,layer,site,pole,rank_within_pole,token_id,token,loading,overlap_with_same_label_direction
starcoder2-3b,3,sink_arg,safe_higher,15,2637,ouse,-0.01718684595163506,0.0
starcoder2-3b,3,sink_arg,safe_higher,16,32707,"}}],",-0.01709361875025388,0.0
starcoder2-3b,3,sink_arg,safe_higher,17,14487,sembler,-0.01704424245370723,0.0
starcoder2-3b,3,sink_arg,safe_higher,18,22660,voices,-0.016908383565917184,0.0
starcoder2-3b,3,sink_arg,safe_higher,19,39899, destlen,-0.01688518538037753,0.0
starcoder2-3b,3,sink_arg,safe_higher,20,45054,packageStatus,-0.016871474496534727,0.0
starcoder2-3b,3,sink_arg,safe_higher,21,48700, namemap,-0.016699729814578984,0.0
starcoder2-3b,3,sink_arg,safe_higher,22,46423,committee,-0.01649357743413523,0.0
starcoder2-3b,3,sink_arg,safe_higher,23,37733,heits,-0.016373273832898227,0.0
starcoder2-3b,3,sink_arg,safe_higher,24,27978,ullong,-0.016338983856396143,0.0
starcoder2-3b,7,last_token,unsafe_higher,0,23838,Licensed,0.021154175134341677,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,1,40016, :_,0.01788612042146011,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,2,10662,MAN,0.017797743512272243,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,3,17,<intermediate_to_code>,0.017736470828349636,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,4,6180,�,0.01750650998682418,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,5,48990,거나,0.01729975640866463,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,6,37132,ubits,0.016882139250277105,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,7,7994,mal,0.01665850755771376,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,8,47684, mocker,0.016608147599084782,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,9,28341, /*#__,0.01640269083352682,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,10,6518,Lib,0.016229638461724902,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,11,25801, conduct,0.016115577412240817,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,12,4244,使,0.01607006037045457,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,13,12902, Rights,0.01579587211866924,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,14,25615,oni,0.015592180575908011,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,15,7679, force,0.015529717363171675,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,16,43057,panels,0.015451851170498064,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,17,21996,Mal,0.015352046170021685,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,18,5556,force,0.015168445276117154,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,19,7986,alog,0.015158001029819129,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,20,5824,sy,0.015143315259114828,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,21,39200,JD,0.015128581117946245,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,22,97,\,0.015046883099225503,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,23,6430,tection,0.014996976389012566,0.005025125628140704
starcoder2-3b,7,last_token,unsafe_higher,24,2351, man,0.014995771288148663,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,0,35095,BNS,-0.021371109273158734,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,1,46543, selecione,-0.021062582596939248,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,2,46738, passe,-0.019764633925006603,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,3,36128,ssip,-0.019537757340102917,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,4,42184,penas,-0.019514108764071697,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,5,38282,PBL,-0.01929281380370648,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,6,45518,ssel,-0.019287226396107252,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,7,43889,비스,-0.018953049039714592,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,8,30973,<()>,-0.01871876175347398,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,9,15644,HOW,-0.01829329704981997,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,10,39284,CAC,-0.018237305426845575,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,11,47292, armazenamento,-0.01817366526294898,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,12,26112,NPY,-0.018148278573238488,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,13,9833,INGS,-0.018013745487831807,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,14,36834, proble,-0.017841846295605646,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,15,36385,miner,-0.01738109084164326,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,16,41996,consectetur,-0.017315784719096713,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,17,46500, peuvent,-0.01728283146305558,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,18,2070,ings,-0.01725250076230742,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,19,39731,SRS,-0.0172013431610504,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,20,30155,voir,-0.017046220082167534,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,21,40448,ZCI,-0.016982849276580333,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,22,4121,havior,-0.016746110986076954,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,23,31878, semp,-0.016581211233118932,0.005025125628140704
starcoder2-3b,7,last_token,safe_higher,24,16349,uns,-0.016447241920940762,0.005025125628140704
starcoder2-3b,7,sink_arg,unsafe_higher,0,5517,fi,0.02272989853966213,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,1,1386,summary,0.020423682923283944,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,2,8111,Summary,0.018915608463304028,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,3,32423,wanted,0.01812951928382457,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,4,6926,chor,0.01798298490364725,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,5,409, C,0.01745423910390101,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,6,72,C,0.01732749361531263,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,7,5335,va,0.01706295985531565,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,8,8848, summary,0.016969944502655123,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,9,15277,AO,0.01620748071406047,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,10,35698,一定,0.015802618999523507,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,11,253,�,0.015687930192417508,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,12,244, ,0.015571018002365865,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,13,28609,FieldSet,0.015474574039624364,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,14,11416,bes,0.015417262096300455,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,15,11163,Did,0.015330234676727467,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,16,44950,련,0.015305516928315981,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,17,1758,ors,0.015216905374831594,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,18,14330,did,0.015082734218187325,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,19,24358,scm,0.015056199291443383,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,20,46087,�,0.014940773303975254,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,21,718,val,0.014938531003519424,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,22,2339,Configuration,0.014918995962884044,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,23,46238,druid,0.014902855481147831,0.0
starcoder2-3b,7,sink_arg,unsafe_higher,24,2336,aa,0.014815591182714348,0.0
starcoder2-3b,7,sink_arg,safe_higher,0,27827,lassian,-0.020780185243068933,0.0
starcoder2-3b,7,sink_arg,safe_higher,1,42137,NSInteger,-0.02070233987610566,0.0
starcoder2-3b,7,sink_arg,safe_higher,2,44911,-+-,-0.020421259628593726,0.0
starcoder2-3b,7,sink_arg,safe_higher,3,30957,]\:,-0.019829346460672442,0.0
starcoder2-3b,7,sink_arg,safe_higher,4,14461,jectory,-0.01916034522876451,0.0
starcoder2-3b,7,sink_arg,safe_higher,5,34204,**<,-0.018732618337804773,0.0
starcoder2-3b,7,sink_arg,safe_higher,6,36510,""">[</",-0.018571620586193507,0.0
starcoder2-3b,7,sink_arg,safe_higher,7,12594,grees,-0.018476349350761197,0.0
starcoder2-3b,7,sink_arg,safe_higher,8,21348,duino,-0.018276573013250256,0.0
starcoder2-3b,7,sink_arg,safe_higher,9,35799,RESSED,-0.018127212876661223,0.0
starcoder2-3b,7,sink_arg,safe_higher,10,16224,jshop,-0.018097661073903856,0.0
starcoder2-3b,7,sink_arg,safe_higher,11,43128,Hv,-0.01807130936067217,0.0
starcoder2-3b,7,sink_arg,safe_higher,12,25793,""">:</",-0.018012873540332933,0.0
starcoder2-3b,7,sink_arg,safe_higher,13,14036,MIME,-0.017892677198435493,0.0
starcoder2-3b,7,sink_arg,safe_higher,14,37913,streetmap,-0.017839574468942056,0.0
starcoder2-3b,7,sink_arg,safe_higher,15,10869, enumerate,-0.01768289875835445,0.0
starcoder2-3b,7,sink_arg,safe_higher,16,24828, HTTPS,-0.017621846532399517,0.0
starcoder2-3b,7,sink_arg,safe_higher,17,44593,tendee,-0.017570271565419168,0.0
starcoder2-3b,7,sink_arg,safe_higher,18,10443,obot,-0.017327163427645186,0.0
starcoder2-3b,7,sink_arg,safe_higher,19,21494,释,-0.01727939791569913,0.0
starcoder2-3b,7,sink_arg,safe_higher,20,49038, PEP,-0.0169856753086023,0.0
starcoder2-3b,7,sink_arg,safe_higher,21,37332,NSArray,-0.016726176489935126,0.0
starcoder2-3b,7,sink_arg,safe_higher,22,23129,lings,-0.01671185926282236,0.0
starcoder2-3b,7,sink_arg,safe_higher,23,19759,��,-0.016546429010297927,0.0
starcoder2-3b,7,sink_arg,safe_higher,24,21553,reduc,-0.016447021144053848,0.0
starcoder2-3b,11,last_token,unsafe_higher,0,288,at,0.020340018425583455,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,1,6534, master,0.0185051217730134,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,2,35560,ASSUME,0.018464800548264767,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,3,16511,uplicates,0.01835257555219884,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,4,19437,occ,0.018239030615679108,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,5,22745,LastError,0.018205490017097987,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,6,2069,rt,0.01784780643502638,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,7,8801,Master,0.01755332201726943,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,8,42663,SPECIFIED,0.017521152183235664,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,9,363,ri,0.017464160914142535,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,10,2611,master,0.01730044274536678,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,11,21993,KeyValue,0.01724014962359429,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,12,48842, MASTER,0.016839892666151997,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,13,44273,BufferData,0.016792674182295516,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,14,532,ure,0.016766442703984485,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,15,22003,"),%",0.016682639242673516,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,16,9493,Slot,0.016289983798034615,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,17,48257,ús,0.016131272121737948,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,18,5037,sig,0.015886788051582015,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,19,20122, embodiment,0.0158064287542216,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,20,38654,Occurrence,0.015643916657696724,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,21,45532,有的,0.015529308779992663,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,22,585,nt,0.015503952706758587,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,23,37601,립,0.015493161725821237,0.005025125628140704
starcoder2-3b,11,last_token,unsafe_higher,24,46556, ByteCode,0.01544781519150953,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,0,40461,footnotesize,-0.022737422238060148,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,1,46064,testutil,-0.021417005388664742,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,2,41992,Yn,-0.019211411068752644,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,3,37418,].(,-0.01920359049797094,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,4,16762,════════,-0.019173035532762176,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,5,41054,sdp,-0.01916180063504083,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,6,26772,platonic,-0.01909995554234751,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,7,45666,;](,-0.01834057986570145,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,8,16395,filled,-0.017975560018448553,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,9,7616,CHANT,-0.017884151111820946,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,10,40137,Wn,-0.01776658043328984,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,11,44705,enav,-0.017432671798988292,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,12,26718,oole,-0.017359685321431038,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,13,42756,][.,-0.01733103215473474,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,14,11146,izard,-0.017167067915191278,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,15,24758,够,-0.01715384031049509,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,16,47803,Desde,-0.017127103384783304,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,17,48630,Permiso,-0.016669989411280627,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,18,31811,Vc,-0.016648870149696383,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,19,43726,Hk,-0.01647377967541113,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,20,48246, Alle,-0.016466313160764832,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,21,23438,pio,-0.016405947466847353,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,22,33736,欢,-0.016281690359447768,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,23,28339,|>,-0.016236997759534886,0.005025125628140704
starcoder2-3b,11,last_token,safe_higher,24,18759,lout,-0.016133538174655362,0.005025125628140704
starcoder2-3b,11,sink_arg,unsafe_higher,0,23376, sigu,0.026257908806338395,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,1,16254, Execution,0.019254661541833223,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,2,8040,fol,0.0183760848715425,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,3,22975,igt,0.01772274847680598,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,4,21407,Presentation,0.01748632687070147,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,5,1836,FI,0.0173114901404561,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,6,48419,fuchsia,0.017289344515966615,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,7,31974, Inputs,0.01715947279541189,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,8,21711,ogenerated,0.016986339197906247,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,9,5517,fi,0.01691426112723734,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,10,4149,kw,0.016777923902687092,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,11,32355,appcompat,0.01660359058063081,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,12,1428,do,0.01657409197903218,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,13,20544,�索,0.016429226915536815,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,14,764, do,0.01638499851071723,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,15,43213,Signatures,0.016273562237723287,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,16,10526,execution,0.01617041530961982,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,17,41786,cmdline,0.015976039502090242,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,18,9243,flash,0.015952833327205165,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,19,40112, esegu,0.01594322682542947,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,20,43105,reeze,0.015748361344165403,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,21,41363,enie,0.015682592249863323,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,22,27560,재,0.015667832662416618,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,23,31582, Square,0.01565962424748842,0.010101010101010102
starcoder2-3b,11,sink_arg,unsafe_higher,24,13829,chapter,0.015589315091539588,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,0,34950, libr,-0.018890177364709677,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,1,37913,streetmap,-0.0186007953572103,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,2,39466,instancetype,-0.0185547002831251,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,3,37566,TOMCAT,-0.01810601419921111,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,4,2033,pository,-0.01795879619787473,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,5,2360,viron,-0.01791112720735119,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,6,43215,}_${,-0.01744134460358439,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,7,19053, má,-0.01742973753572749,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,8,40831,stances,-0.017316507405261247,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,9,46697,ellation,-0.017210547780634678,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,10,19827,warded,-0.01702785692843968,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,11,8624,wards,-0.01695897707352371,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,12,39157,ToDate,-0.016674045725391787,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,13,29696,ggler,-0.016649064836199875,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,14,42805,goc,-0.016609799620617635,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,15,48771,PUART,-0.016421742182567513,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,16,16472,>{{$,-0.016418630963114758,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,17,26332,texttt,-0.01628536288382445,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,18,34232,MCAT,-0.016263721727810505,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,19,41944,kur,-0.0161301844219721,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,20,6430,tection,-0.01607614277229895,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,21,48977,NOC,-0.016075065606335866,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,22,42865,FAMIL,-0.015989679484398514,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,23,42338,ODE,-0.015944136068142125,0.010101010101010102
starcoder2-3b,11,sink_arg,safe_higher,24,19231,�,-0.015799623983468254,0.010101010101010102
starcoder2-3b,15,last_token,unsafe_higher,0,30303,Iam,0.023605802699696754,0.0
starcoder2-3b,15,last_token,unsafe_higher,1,13735, closing,0.018820812583315683,0.0
starcoder2-3b,15,last_token,unsafe_higher,2,2331,gn,0.018189796882302687,0.0
starcoder2-3b,15,last_token,unsafe_higher,3,1012,ry,0.01798120412741998,0.0
starcoder2-3b,15,last_token,unsafe_higher,4,10125,iam,0.017688533154041612,0.0
starcoder2-3b,15,last_token,unsafe_higher,5,31299,brtc,0.017594197146975753,0.0
starcoder2-3b,15,last_token,unsafe_higher,6,3691,urity,0.017578270856496235,0.0
starcoder2-3b,15,last_token,unsafe_higher,7,48257,ús,0.01747295213793366,0.0
starcoder2-3b,15,last_token,unsafe_higher,8,45532,有的,0.017410721901685456,0.0
starcoder2-3b,15,last_token,unsafe_higher,9,39141,Kinds,0.0170050596149848,0.0
starcoder2-3b,15,last_token,unsafe_higher,10,29335,uppet,0.016942728404024537,0.0
starcoder2-3b,15,last_token,unsafe_higher,11,46736,Preserve,0.01681788269340971,0.0
starcoder2-3b,15,last_token,unsafe_higher,12,35628, MARK,0.016781359415049987,0.0
starcoder2-3b,15,last_token,unsafe_higher,13,13662,Lite,0.016654769950103124,0.0
starcoder2-3b,15,last_token,unsafe_higher,14,11192,ema,0.016547532046370796,0.0
starcoder2-3b,15,last_token,unsafe_higher,15,11600,orse,0.01647921222437557,0.0
starcoder2-3b,15,last_token,unsafe_higher,16,43872,rias,0.016416780246993726,0.0
starcoder2-3b,15,last_token,unsafe_higher,17,39628, iy,0.01629816566255027,0.0
starcoder2-3b,15,last_token,unsafe_higher,18,45552, CORS,0.016048220840189482,0.0
starcoder2-3b,15,last_token,unsafe_higher,19,17309,bill,0.015989984993660326,0.0
starcoder2-3b,15,last_token,unsafe_higher,20,38654,Occurrence,0.0159713073987699,0.0
starcoder2-3b,15,last_token,unsafe_higher,21,8544,geo,0.01587660900697646,0.0
starcoder2-3b,15,last_token,unsafe_higher,22,48744, informace,0.015824472334550203,0.0
starcoder2-3b,15,last_token,unsafe_higher,23,34553, Occ,0.015711517707043803,0.0
starcoder2-3b,15,last_token,unsafe_higher,24,42574,Panels,0.01567347392252902,0.0
starcoder2-3b,15,last_token,safe_higher,0,40137,Wn,-0.024980756696824355,0.0
starcoder2-3b,15,last_token,safe_higher,1,32952,ceeding,-0.021252369361711976,0.0
starcoder2-3b,15,last_token,safe_higher,2,31,<pr_in_reply_to_review_id>,-0.02041276360994995,0.0
starcoder2-3b,15,last_token,safe_higher,3,18219,PLI,-0.019982525579745475,0.0
starcoder2-3b,15,last_token,safe_higher,4,29819,bootstrapcdn,-0.01995151237831843,0.0
starcoder2-3b,15,last_token,safe_higher,5,5448,��,-0.01982226251125008,0.0
starcoder2-3b,15,last_token,safe_higher,6,42756,][.,-0.019649568590023123,0.0
starcoder2-3b,15,last_token,safe_higher,7,46394,pmatrix,-0.019586942674584672,0.0
starcoder2-3b,15,last_token,safe_higher,8,40543,Wv,-0.019497233947430345,0.0
starcoder2-3b,15,last_token,safe_higher,9,22058,strikethrough,-0.019330404674818558,0.0
starcoder2-3b,15,last_token,safe_higher,10,17336,%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%,-0.018865687630999186,0.0
starcoder2-3b,15,last_token,safe_higher,11,1705,soft,-0.018557835545132153,0.0
starcoder2-3b,15,last_token,safe_higher,12,9595,NECTION,-0.01840129627719923,0.0
starcoder2-3b,15,last_token,safe_higher,13,41652,Wg,-0.018265892515047673,0.0
starcoder2-3b,15,last_token,safe_higher,14,32337, AppleWebKit,-0.017984089598724492,0.0
starcoder2-3b,15,last_token,safe_higher,15,26497, addCriterion,-0.01795063201503461,0.0
starcoder2-3b,15,last_token,safe_higher,16,18021,"__"":",-0.017922767820443043,0.0
starcoder2-3b,15,last_token,safe_higher,17,3872,widget,-0.017399606662616206,0.0
starcoder2-3b,15,last_token,safe_higher,18,21159,CONSTANT,-0.017327963049224744,0.0
starcoder2-3b,15,last_token,safe_higher,19,22111,SFD,-0.017322745618139027,0.0
starcoder2-3b,15,last_token,safe_higher,20,6866, widget,-0.01712271334560108,0.0
starcoder2-3b,15,last_token,safe_higher,21,32841, bağ,-0.016893111466980516,0.0
starcoder2-3b,15,last_token,safe_higher,22,41992,Yn,-0.01671058636006045,0.0
starcoder2-3b,15,last_token,safe_higher,23,47706,DPI,-0.016709251168923286,0.0
starcoder2-3b,15,last_token,safe_higher,24,45558,sourceware,-0.016679018946157795,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,0,46511,putc,0.019760442651891832,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,1,6777,hw,0.019041603429003868,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,2,37610,brk,0.018861646426281724,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,3,42643,displayMode,0.01821661229357977,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,4,138,�,0.01795708375462769,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,5,4180, put,0.01750464314258231,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,6,20732,SCHEMA,0.017412012871577218,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,7,35545,alsy,0.017388666869296607,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,8,11094,eu,0.017178850739372333,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,9,14085,bru,0.016332863238827686,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,10,18778,OrNull,0.016083512183606735,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,11,22975,igt,0.01586188159628594,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,12,13952, Put,0.015764000989645557,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,13,19158,hz,0.01568754674387433,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,14,38425,PERIM,0.015651247321543944,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,15,23376, sigu,0.015533887232076231,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,16,18522,HikariConfig,0.015524273869545385,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,17,9962,attach,0.01550520220797194,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,18,4024,lide,0.015468019681516672,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,19,10968,AH,0.015447041891555663,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,20,32552,Schemas,0.015410486029046785,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,21,48224, Filtering,0.015373983128227138,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,22,41751,ustum,0.015239010409929421,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,23,606,ve,0.015234111748301079,0.0
starcoder2-3b,15,sink_arg,unsafe_higher,24,11327,hb,0.015192068648812005,0.0
starcoder2-3b,15,sink_arg,safe_higher,0,17015,selves,-0.02022558581568583,0.0
starcoder2-3b,15,sink_arg,safe_higher,1,4802,legate,-0.019004961942049738,0.0
starcoder2-3b,15,sink_arg,safe_higher,2,22138,ITERAL,-0.0183764520822191,0.0
starcoder2-3b,15,sink_arg,safe_higher,3,24979,Lm,-0.01798801672204898,0.0
starcoder2-3b,15,sink_arg,safe_higher,4,40137,Wn,-0.01795832846453868,0.0
starcoder2-3b,15,sink_arg,safe_higher,5,40181,Zc,-0.01792499699008812,0.0
