dataset_id,task,example_id,pos_i,pos_j,label,stratum,distance,name_i,name_j,extra
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,4,19,0,diff_name,15,nums,idx,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,1,19,0,diff_name,18,f,idx,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,6,25,0,diff_name,19,spot,nums,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,8,13,0,diff_name,5,idx,nums,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,6,13,0,diff_name,7,spot,nums,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,8,25,0,diff_name,17,idx,nums,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,1,25,0,diff_name,24,f,nums,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,4,17,0,diff_name,13,nums,spot,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,1,13,0,diff_name,12,f,nums,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,1,17,0,diff_name,16,f,spot,False
sample_109,defuse_edge,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,8,17,0,diff_name,9,idx,spot,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,4,13,1,positive,9,nums,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,4,25,1,positive,21,nums,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,6,17,1,positive,11,spot,spot,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,8,19,1,positive,11,idx,idx,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,13,25,1,positive,12,nums,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,8,17,0,diff_name,9,idx,spot,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,8,13,0,diff_name,5,idx,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,1,8,0,diff_name,7,f,idx,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,6,25,0,diff_name,19,spot,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,1,19,0,diff_name,18,f,idx,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,6,19,0,diff_name,13,spot,idx,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,8,25,0,diff_name,17,idx,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,6,13,0,diff_name,7,spot,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,19,25,0,diff_name,6,idx,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,1,25,0,diff_name,24,f,nums,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,4,17,0,diff_name,13,nums,spot,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,1,6,0,diff_name,5,f,spot,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,13,19,0,diff_name,6,nums,idx,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,6,8,0,diff_name,2,spot,idx,False
sample_109,binding,411f38816ff3381791b0cfd813c5243c252cfb46e01a7d6e6ef6c5a7c1ff9177,4,19,0,diff_name,15,nums,idx,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,19,1,positive,16,text,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,36,1,positive,33,text,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,51,1,positive,48,text,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,58,1,positive,51,result,result,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,25,1,positive,12,i,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,38,1,positive,25,i,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,53,1,positive,40,i,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,58,1,positive,24,result,result,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,49,58,1,positive,9,result,result,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,49,19,0,diff_name,30,result,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,53,0,diff_name,52,f,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,19,0,diff_name,12,result,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,53,0,diff_name,46,result,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,53,0,diff_name,19,result,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,25,0,diff_name,18,result,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,58,0,diff_name,45,i,result,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,51,0,diff_name,44,result,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,58,0,diff_name,55,text,result,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,38,0,diff_name,31,result,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,51,0,diff_name,38,i,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,25,0,diff_name,9,result,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,53,0,diff_name,50,text,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,49,36,0,diff_name,13,result,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,38,0,diff_name,4,result,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,58,0,diff_name,57,f,result,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,51,0,diff_name,17,result,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,19,0,diff_name,18,f,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,49,51,0,diff_name,2,result,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,36,0,diff_name,29,result,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,36,0,diff_name,23,i,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,36,0,diff_name,35,f,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,19,0,diff_name,6,i,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,19,0,diff_name,15,result,text,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,38,0,diff_name,37,f,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,49,38,0,diff_name,11,result,i,False
sample_119,defuse_edge,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,51,0,diff_name,50,f,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,19,1,positive,16,text,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,36,1,positive,33,text,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,51,1,positive,48,text,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,25,1,positive,12,i,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,38,1,positive,25,i,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,53,1,positive,40,i,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,19,36,1,positive,17,text,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,19,51,1,positive,32,text,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,25,38,1,positive,13,i,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,25,53,1,positive,28,i,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,36,51,1,positive,15,text,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,38,53,1,positive,15,i,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,34,0,same_name_diff_binding,27,result,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,49,0,same_name_diff_binding,42,result,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,49,0,same_name_diff_binding,15,result,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,19,0,diff_name,6,i,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,51,0,diff_name,44,result,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,19,0,diff_name,12,result,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,7,0,diff_name,4,text,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,25,0,diff_name,24,f,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,36,53,0,diff_name,17,text,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,34,0,diff_name,21,i,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,51,0,diff_name,50,f,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,51,0,diff_name,38,i,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,49,0,diff_name,46,text,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,19,34,0,diff_name,15,text,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,36,0,diff_name,29,result,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,13,0,diff_name,10,text,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,19,0,diff_name,18,f,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,36,0,diff_name,2,result,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,25,51,0,diff_name,26,i,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,53,0,diff_name,52,f,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,53,0,diff_name,46,result,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,25,34,0,diff_name,9,i,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,1,3,0,diff_name,2,f,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,36,38,0,diff_name,2,text,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,13,0,diff_name,6,result,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,19,49,0,diff_name,30,text,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,49,53,0,diff_name,4,result,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,51,0,diff_name,17,result,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,19,25,0,diff_name,6,text,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,13,49,0,diff_name,36,i,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,25,0,diff_name,18,result,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,7,38,0,diff_name,31,result,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,34,53,0,diff_name,19,result,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,38,49,0,diff_name,11,i,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,25,36,0,diff_name,11,i,text,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,19,38,0,diff_name,19,text,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,36,49,0,diff_name,13,text,result,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,3,25,0,diff_name,22,text,i,False
sample_119,binding,5a6b766f767e69d2ebf1c367408dcb4348d6b7cd004f0009dd255af25aee18a3,51,53,0,diff_name,2,text,i,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,13,1,positive,9,nums,nums,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,21,1,positive,17,nums,nums,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,27,1,positive,23,nums,nums,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,23,1,positive,15,middle,middle,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,31,1,positive,23,middle,middle,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,13,0,diff_name,5,middle,nums,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,27,0,diff_name,26,f,nums,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,23,0,diff_name,22,f,middle,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,21,0,diff_name,13,middle,nums,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,23,0,diff_name,19,nums,middle,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,31,0,diff_name,27,nums,middle,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,27,0,diff_name,19,middle,nums,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,31,0,diff_name,30,f,middle,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,13,0,diff_name,12,f,nums,False
sample_147,defuse_edge,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,21,0,diff_name,20,f,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,13,1,positive,9,nums,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,21,1,positive,17,nums,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,27,1,positive,23,nums,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,23,1,positive,15,middle,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,31,1,positive,23,middle,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,13,21,1,positive,8,nums,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,13,27,1,positive,14,nums,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,21,27,1,positive,6,nums,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,23,31,1,positive,8,middle,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,13,31,0,diff_name,18,nums,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,13,23,0,diff_name,10,nums,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,23,0,diff_name,22,f,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,31,0,diff_name,27,nums,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,27,0,diff_name,26,f,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,21,23,0,diff_name,2,nums,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,23,27,0,diff_name,4,middle,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,31,0,diff_name,30,f,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,27,0,diff_name,19,middle,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,21,31,0,diff_name,10,nums,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,13,0,diff_name,5,middle,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,8,0,diff_name,7,f,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,8,21,0,diff_name,13,middle,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,13,0,diff_name,12,f,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,27,31,0,diff_name,4,nums,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,8,0,diff_name,4,nums,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,4,23,0,diff_name,19,nums,middle,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,4,0,diff_name,3,f,nums,False
sample_147,binding,71baa4237fe8fbd35531d66cc12f9d2987f0ee57de29847cf4c6bce9e09ae40f,1,21,0,diff_name,20,f,nums,False
sample_164,defuse_edge,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,4,9,1,positive,5,lst,lst,False
sample_164,defuse_edge,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,4,17,1,positive,13,lst,lst,False
sample_164,defuse_edge,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,1,17,0,diff_name,16,f,lst,False
sample_164,defuse_edge,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,1,9,0,diff_name,8,f,lst,False
sample_164,binding,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,4,9,1,positive,5,lst,lst,False
sample_164,binding,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,4,17,1,positive,13,lst,lst,False
sample_164,binding,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,9,17,1,positive,8,lst,lst,False
sample_164,binding,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,1,9,0,diff_name,8,f,lst,False
sample_164,binding,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,1,4,0,diff_name,3,f,lst,False
sample_164,binding,1b43e8046981f16e54ff12a43e960c4347e3af15094c0f609f91e740d44c1e4f,1,17,0,diff_name,16,f,lst,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,3,15,1,positive,12,text,text,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,3,22,1,positive,19,text,text,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,3,33,1,positive,30,text,text,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,7,28,1,positive,21,new_value,new_value,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,9,24,1,positive,15,index,index,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,13,37,1,positive,24,key,key,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,9,22,0,diff_name,13,index,text,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,1,37,0,diff_name,36,f,key,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,9,37,0,diff_name,28,index,key,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,13,33,0,diff_name,20,key,text,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,7,37,0,diff_name,30,new_value,key,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,7,22,0,diff_name,15,new_value,text,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,9,33,0,diff_name,24,index,text,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,7,24,0,diff_name,17,new_value,index,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,9,15,0,diff_name,6,index,text,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,9,28,0,diff_name,19,index,new_value,False
sample_168,defuse_edge,587ea0d7e6f8d41384ab3b1ae5be34a34eb0babd68a6746cbbde780806b17b22,1,22,0,diff_name,21,f,text,False
