model,condition,obf_level,obf_name,site,features,layer,relative_depth,breakdown,cell,accuracy,ci_lo,ci_hi,n,n_bases,n_pos,n_neg,pos_frac,frac_predicted_unsafe,acc_unsafe,acc_safe,pairs_same_label
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,15,0.4839,family,dynamic_exec,0.7291666666666666,0.625,0.8333333333333334,48,24,24,24,0.5,0.6041666666666666,0.8333333333333334,0.625,0.5416666666666666
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,15,0.4839,family,sql_exec,0.7708333333333334,0.625,0.8958333333333334,48,24,24,24,0.5,0.5208333333333334,0.7916666666666666,0.75,0.2916666666666667
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,15,0.4839,structure,assign_chain,0.6388888888888888,0.5,0.7784722222222216,36,18,18,18,0.5,0.6388888888888888,0.7777777777777778,0.5,0.5
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,15,0.4839,structure,branch_merge,0.9166666666666666,0.8055555555555556,1.0,36,18,18,18,0.5,0.5277777777777778,0.9444444444444444,0.8888888888888888,0.16666666666666666
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,15,0.4839,structure,direct,0.8888888888888888,0.7777777777777778,0.9722222222222222,36,18,18,18,0.5,0.4444444444444444,0.8333333333333334,0.9444444444444444,0.2222222222222222
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,15,0.4839,structure,helper,0.75,0.6388888888888888,0.8611111111111112,36,18,18,18,0.5,0.5277777777777778,0.7777777777777778,0.7222222222222222,0.5
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,15,0.4839,all,all,0.5625,0.5277777777777778,0.6041666666666666,144,72,72,72,0.5,0.6736111111111112,0.7361111111111112,0.3888888888888889,0.875
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,15,0.4839,family,command_exec,0.5416666666666666,0.5,0.6041666666666666,48,24,24,24,0.5,0.75,0.7916666666666666,0.2916666666666667,0.9166666666666666
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,15,0.4839,family,dynamic_exec,0.5208333333333334,0.5,0.5625,48,24,24,24,0.5,0.6041666666666666,0.625,0.4166666666666667,0.9583333333333334
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,15,0.4839,family,sql_exec,0.625,0.5416666666666666,0.7083333333333334,48,24,24,24,0.5,0.6666666666666666,0.7916666666666666,0.4583333333333333,0.75
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,15,0.4839,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,15,0.4839,structure,branch_merge,0.5833333333333334,0.5,0.6666666666666666,36,18,18,18,0.5,0.75,0.8333333333333334,0.3333333333333333,0.8333333333333334
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,15,0.4839,structure,direct,0.5833333333333334,0.5,0.6666666666666666,36,18,18,18,0.5,0.6388888888888888,0.7222222222222222,0.4444444444444444,0.8333333333333334
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,15,0.4839,structure,helper,0.5833333333333334,0.5,0.6666666666666666,36,18,18,18,0.5,0.6388888888888888,0.7222222222222222,0.4444444444444444,0.8333333333333334
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,19,0.6129,all,all,1.0,1.0,1.0,144,72,72,72,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,19,0.6129,family,command_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,19,0.6129,family,dynamic_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,19,0.6129,family,sql_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,19,0.6129,structure,assign_chain,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,19,0.6129,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,19,0.6129,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,19,0.6129,structure,helper,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,19,0.6129,all,all,0.8194444444444444,0.7638888888888888,0.8680555555555556,144,72,72,72,0.5,0.6805555555555556,1.0,0.6388888888888888,0.3611111111111111
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,19,0.6129,family,command_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,19,0.6129,family,dynamic_exec,0.8541666666666666,0.75,0.9375,48,24,24,24,0.5,0.6458333333333334,1.0,0.7083333333333334,0.2916666666666667
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,19,0.6129,family,sql_exec,0.6041666666666666,0.5416666666666666,0.6875,48,24,24,24,0.5,0.8958333333333334,1.0,0.20833333333333334,0.7916666666666666
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,19,0.6129,structure,assign_chain,0.8611111111111112,0.75,0.9722222222222222,36,18,18,18,0.5,0.6388888888888888,1.0,0.7222222222222222,0.2777777777777778
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,19,0.6129,structure,branch_merge,0.8055555555555556,0.6944444444444444,0.9166666666666666,36,18,18,18,0.5,0.6944444444444444,1.0,0.6111111111111112,0.3888888888888889
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,19,0.6129,structure,direct,0.8333333333333334,0.7222222222222222,0.9444444444444444,36,18,18,18,0.5,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,19,0.6129,structure,helper,0.7777777777777778,0.6666666666666666,0.8888888888888888,36,18,18,18,0.5,0.7222222222222222,1.0,0.5555555555555556,0.4444444444444444
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,19,0.6129,all,all,0.7847222222222222,0.7222222222222222,0.8402777777777778,144,72,72,72,0.5,0.6736111111111112,0.9583333333333334,0.6111111111111112,0.4305555555555556
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,19,0.6129,family,command_exec,0.9375,0.8744791666666667,1.0,48,24,24,24,0.5,0.4375,0.875,1.0,0.125
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,19,0.6129,family,dynamic_exec,0.7291666666666666,0.625,0.8333333333333334,48,24,24,24,0.5,0.7708333333333334,1.0,0.4583333333333333,0.5416666666666666
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,19,0.6129,family,sql_exec,0.6875,0.6041666666666666,0.7916666666666666,48,24,24,24,0.5,0.8125,1.0,0.375,0.625
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,19,0.6129,structure,assign_chain,0.6944444444444444,0.5833333333333334,0.8055555555555556,36,18,18,18,0.5,0.6388888888888888,0.8333333333333334,0.5555555555555556,0.6111111111111112
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,19,0.6129,structure,branch_merge,0.7777777777777778,0.6666666666666666,0.8888888888888888,36,18,18,18,0.5,0.7222222222222222,1.0,0.5555555555555556,0.4444444444444444
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,19,0.6129,structure,direct,0.8888888888888888,0.7777777777777778,0.9722222222222222,36,18,18,18,0.5,0.6111111111111112,1.0,0.7777777777777778,0.2222222222222222
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,19,0.6129,structure,helper,0.7777777777777778,0.6666666666666666,0.8888888888888888,36,18,18,18,0.5,0.7222222222222222,1.0,0.5555555555555556,0.4444444444444444
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,19,0.6129,all,all,0.7361111111111112,0.6805555555555556,0.7986111111111112,144,72,72,72,0.5,0.5277777777777778,0.7638888888888888,0.7083333333333334,0.5
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,19,0.6129,family,command_exec,0.8333333333333334,0.75,0.9166666666666666,48,24,24,24,0.5,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,19,0.6129,family,dynamic_exec,0.7083333333333334,0.5833333333333334,0.8125,48,24,24,24,0.5,0.625,0.8333333333333334,0.5833333333333334,0.5
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,19,0.6129,family,sql_exec,0.6666666666666666,0.5833333333333334,0.7708333333333334,48,24,24,24,0.5,0.625,0.7916666666666666,0.5416666666666666,0.6666666666666666
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,19,0.6129,structure,assign_chain,0.6111111111111112,0.4722222222222222,0.75,36,18,18,18,0.5,0.6111111111111112,0.7222222222222222,0.5,0.6666666666666666
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,19,0.6129,structure,branch_merge,0.7777777777777778,0.6666666666666666,0.8888888888888888,36,18,18,18,0.5,0.3888888888888889,0.6666666666666666,0.8888888888888888,0.4444444444444444
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,19,0.6129,structure,direct,0.8333333333333334,0.7222222222222222,0.9444444444444444,36,18,18,18,0.5,0.5555555555555556,0.8888888888888888,0.7777777777777778,0.3333333333333333
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,19,0.6129,structure,helper,0.7222222222222222,0.6111111111111112,0.8333333333333334,36,18,18,18,0.5,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.5555555555555556
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,19,0.6129,all,all,0.7986111111111112,0.7430555555555556,0.8541666666666666,144,72,72,72,0.5,0.5347222222222222,0.8333333333333334,0.7638888888888888,0.4027777777777778
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,19,0.6129,family,command_exec,0.9166666666666666,0.8333333333333334,0.9791666666666666,48,24,24,24,0.5,0.4166666666666667,0.8333333333333334,1.0,0.16666666666666666
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,19,0.6129,family,dynamic_exec,0.7083333333333334,0.6041666666666666,0.8125,48,24,24,24,0.5,0.5416666666666666,0.75,0.6666666666666666,0.5833333333333334
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,19,0.6129,family,sql_exec,0.7708333333333334,0.6666666666666666,0.875,48,24,24,24,0.5,0.6458333333333334,0.9166666666666666,0.625,0.4583333333333333
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,19,0.6129,structure,assign_chain,0.7222222222222222,0.6111111111111112,0.8333333333333334,36,18,18,18,0.5,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.5555555555555556
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,19,0.6129,structure,branch_merge,0.8611111111111112,0.75,0.9444444444444444,36,18,18,18,0.5,0.5833333333333334,0.9444444444444444,0.7777777777777778,0.2777777777777778
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,19,0.6129,structure,direct,0.8888888888888888,0.7777777777777778,0.9722222222222222,36,18,18,18,0.5,0.4444444444444444,0.8333333333333334,0.9444444444444444,0.2222222222222222
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,19,0.6129,structure,helper,0.7222222222222222,0.6111111111111112,0.8333333333333334,36,18,18,18,0.5,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.5555555555555556
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,19,0.6129,all,all,0.5069444444444444,0.5,0.5208333333333334,144,72,72,72,0.5,0.020833333333333332,0.027777777777777776,0.9861111111111112,0.9861111111111112
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,19,0.6129,family,command_exec,0.5208333333333334,0.5,0.5625,48,24,24,24,0.5,0.020833333333333332,0.041666666666666664,1.0,0.9583333333333334
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,19,0.6129,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,19,0.6129,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.041666666666666664,0.041666666666666664,0.9583333333333334,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,19,0.6129,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,19,0.6129,structure,branch_merge,0.5277777777777778,0.5,0.5833333333333334,36,18,18,18,0.5,0.027777777777777776,0.05555555555555555,1.0,0.9444444444444444
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,19,0.6129,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,19,0.6129,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.05555555555555555,0.05555555555555555,0.9444444444444444,1.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,23,0.7419,all,all,1.0,1.0,1.0,144,72,72,72,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,23,0.7419,family,command_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,23,0.7419,family,dynamic_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,23,0.7419,family,sql_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,23,0.7419,structure,assign_chain,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,23,0.7419,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,23,0.7419,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,23,0.7419,structure,helper,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,23,0.7419,all,all,0.8888888888888888,0.8402777777777778,0.9305555555555556,144,72,72,72,0.5,0.4444444444444444,0.8333333333333334,0.9444444444444444,0.2222222222222222
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,23,0.7419,family,command_exec,0.9583333333333334,0.8958333333333334,1.0,48,24,24,24,0.5,0.4583333333333333,0.9166666666666666,1.0,0.08333333333333333
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,23,0.7419,family,dynamic_exec,0.7916666666666666,0.6875,0.8755208333333329,48,24,24,24,0.5,0.2916666666666667,0.5833333333333334,1.0,0.4166666666666667
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,23,0.7419,family,sql_exec,0.9166666666666666,0.8333333333333334,0.9791666666666666,48,24,24,24,0.5,0.5833333333333334,1.0,0.8333333333333334,0.16666666666666666
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,23,0.7419,structure,assign_chain,0.8611111111111112,0.75,0.9444444444444444,36,18,18,18,0.5,0.4166666666666667,0.7777777777777778,0.9444444444444444,0.2777777777777778
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,23,0.7419,structure,branch_merge,0.8611111111111112,0.75,0.9722222222222222,36,18,18,18,0.5,0.4166666666666667,0.7777777777777778,0.9444444444444444,0.2777777777777778
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,23,0.7419,structure,direct,0.8611111111111112,0.75,0.9444444444444444,36,18,18,18,0.5,0.4166666666666667,0.7777777777777778,0.9444444444444444,0.2777777777777778
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,23,0.7419,structure,helper,0.9722222222222222,0.8888888888888888,1.0,36,18,18,18,0.5,0.5277777777777778,1.0,0.9444444444444444,0.05555555555555555
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,23,0.7419,all,all,0.875,0.8194444444444444,0.9236111111111112,144,72,72,72,0.5,0.4305555555555556,0.8055555555555556,0.9444444444444444,0.25
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,23,0.7419,family,command_exec,0.875,0.7916666666666666,0.9583333333333334,48,24,24,24,0.5,0.375,0.75,1.0,0.25
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,23,0.7419,family,dynamic_exec,0.7916666666666666,0.7083333333333334,0.8958333333333334,48,24,24,24,0.5,0.4166666666666667,0.7083333333333334,0.875,0.4166666666666667
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,23,0.7419,family,sql_exec,0.9583333333333334,0.8958333333333334,1.0,48,24,24,24,0.5,0.5,0.9583333333333334,0.9583333333333334,0.08333333333333333
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,23,0.7419,structure,assign_chain,0.75,0.6388888888888888,0.8611111111111112,36,18,18,18,0.5,0.25,0.5,1.0,0.5
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,23,0.7419,structure,branch_merge,0.9166666666666666,0.8333333333333334,1.0,36,18,18,18,0.5,0.4166666666666667,0.8333333333333334,1.0,0.16666666666666666
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,23,0.7419,structure,direct,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.4722222222222222,0.9444444444444444,1.0,0.05555555555555555
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,23,0.7419,structure,helper,0.8611111111111112,0.75,0.9444444444444444,36,18,18,18,0.5,0.5833333333333334,0.9444444444444444,0.7777777777777778,0.2777777777777778
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,23,0.7419,all,all,0.7222222222222222,0.6597222222222222,0.7847222222222222,144,72,72,72,0.5,0.2361111111111111,0.4583333333333333,0.9861111111111112,0.5277777777777778
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,23,0.7419,family,command_exec,0.7083333333333334,0.6041666666666666,0.8125,48,24,24,24,0.5,0.20833333333333334,0.4166666666666667,1.0,0.5833333333333334
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,23,0.7419,family,dynamic_exec,0.6041666666666666,0.5,0.7083333333333334,48,24,24,24,0.5,0.14583333333333334,0.25,0.9583333333333334,0.7083333333333334
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,23,0.7419,family,sql_exec,0.8541666666666666,0.7708333333333334,0.9375,48,24,24,24,0.5,0.3541666666666667,0.7083333333333334,1.0,0.2916666666666667
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,23,0.7419,structure,assign_chain,0.6666666666666666,0.5555555555555556,0.7777777777777778,36,18,18,18,0.5,0.16666666666666666,0.3333333333333333,1.0,0.6666666666666666
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,23,0.7419,structure,branch_merge,0.7222222222222222,0.6111111111111112,0.8333333333333334,36,18,18,18,0.5,0.2222222222222222,0.4444444444444444,1.0,0.5555555555555556
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,23,0.7419,structure,direct,0.7777777777777778,0.6666666666666666,0.8888888888888888,36,18,18,18,0.5,0.2777777777777778,0.5555555555555556,1.0,0.4444444444444444
deepseek-coder-6.7b,obf2,2,opaque,last_token,hidden,23,0.7419,structure,helper,0.7222222222222222,0.5826388888888889,0.8611111111111112,36,18,18,18,0.5,0.2777777777777778,0.5,0.9444444444444444,0.4444444444444444
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,23,0.7419,all,all,0.6805555555555556,0.6180555555555556,0.7361111111111112,144,72,72,72,0.5,0.25,0.4305555555555556,0.9305555555555556,0.6111111111111112
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,23,0.7419,family,command_exec,0.7708333333333334,0.6666666666666666,0.875,48,24,24,24,0.5,0.2708333333333333,0.5416666666666666,1.0,0.4583333333333333
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,23,0.7419,family,dynamic_exec,0.5416666666666666,0.5,0.6041666666666666,48,24,24,24,0.5,0.08333333333333333,0.125,0.9583333333333334,0.9166666666666666
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,23,0.7419,family,sql_exec,0.7291666666666666,0.6041666666666666,0.8541666666666666,48,24,24,24,0.5,0.3958333333333333,0.625,0.8333333333333334,0.4583333333333333
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,23,0.7419,structure,assign_chain,0.5277777777777778,0.4444444444444444,0.6388888888888888,36,18,18,18,0.5,0.1388888888888889,0.16666666666666666,0.8888888888888888,0.8333333333333334
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,23,0.7419,structure,branch_merge,0.8333333333333334,0.7222222222222222,0.9444444444444444,36,18,18,18,0.5,0.3888888888888889,0.7222222222222222,0.9444444444444444,0.3333333333333333
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,23,0.7419,structure,direct,0.75,0.6388888888888888,0.8611111111111112,36,18,18,18,0.5,0.25,0.5,1.0,0.5
deepseek-coder-6.7b,obf3,3,encode,last_token,hidden,23,0.7419,structure,helper,0.6111111111111112,0.5277777777777778,0.7222222222222222,36,18,18,18,0.5,0.2222222222222222,0.3333333333333333,0.8888888888888888,0.7777777777777778
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,23,0.7419,all,all,0.5,0.5,0.5,144,72,72,72,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,23,0.7419,family,command_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,23,0.7419,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,23,0.7419,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,23,0.7419,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,23,0.7419,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,23,0.7419,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf4,4,flatten,last_token,hidden,23,0.7419,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,27,0.871,all,all,1.0,1.0,1.0,144,72,72,72,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,27,0.871,family,command_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,27,0.871,family,dynamic_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,27,0.871,family,sql_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,27,0.871,structure,assign_chain,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,27,0.871,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,27,0.871,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,clean_heldout,-1,clean,last_token,hidden,27,0.871,structure,helper,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,27,0.871,all,all,0.6180555555555556,0.5694444444444444,0.6666666666666666,144,72,72,72,0.5,0.11805555555555555,0.2361111111111111,1.0,0.7638888888888888
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,27,0.871,family,command_exec,0.6041666666666666,0.5416666666666666,0.6875,48,24,24,24,0.5,0.10416666666666667,0.20833333333333334,1.0,0.7916666666666666
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,27,0.871,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,27,0.871,family,sql_exec,0.75,0.6458333333333334,0.8541666666666666,48,24,24,24,0.5,0.25,0.5,1.0,0.5
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,27,0.871,structure,assign_chain,0.5555555555555556,0.5,0.6388888888888888,36,18,18,18,0.5,0.05555555555555555,0.1111111111111111,1.0,0.8888888888888888
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,27,0.871,structure,branch_merge,0.6388888888888888,0.5277777777777778,0.75,36,18,18,18,0.5,0.1388888888888889,0.2777777777777778,1.0,0.7222222222222222
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,27,0.871,structure,direct,0.6111111111111112,0.5277777777777778,0.6944444444444444,36,18,18,18,0.5,0.1111111111111111,0.2222222222222222,1.0,0.7777777777777778
deepseek-coder-6.7b,obf0,0,normalize,last_token,hidden,27,0.871,structure,helper,0.6666666666666666,0.5555555555555556,0.7777777777777778,36,18,18,18,0.5,0.16666666666666666,0.3333333333333333,1.0,0.6666666666666666
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,27,0.871,all,all,0.5138888888888888,0.5,0.5347222222222222,144,72,72,72,0.5,0.013888888888888888,0.027777777777777776,1.0,0.9722222222222222
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,27,0.871,family,command_exec,0.5416666666666666,0.5,0.6041666666666666,48,24,24,24,0.5,0.041666666666666664,0.08333333333333333,1.0,0.9166666666666666
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,27,0.871,family,dynamic_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,27,0.871,family,sql_exec,0.5,0.5,0.5,48,24,24,24,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,27,0.871,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,27,0.871,structure,branch_merge,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
deepseek-coder-6.7b,obf1,1,rename,last_token,hidden,27,0.871,structure,direct,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0
