model,base_id,split,arm,binding,cell,style,variant,question,kind,correct_pole,inner_token,outer_token,logp_inner,logp_outer,margin_inner,margin_correct,says_inner,correct,argmax_token,argmax_is_a_choice,n_prompt_tokens,question_text
deepseek-coder-1.3b,base_0033,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5005012154579163,-1.191812515258789,0.6913112998008728,-0.6913112998008728,1,0,9526,1,35,"
# Question: does f return the inner y or the outer y? Answer: the"
deepseek-coder-1.3b,base_0033,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.43042272329330444,-1.3052525520324707,0.8748298287391663,0.8748298287391663,1,1,9526,1,35,"
# Question: does f return the inner y or the outer y? Answer: the"
deepseek-coder-1.3b,base_0033,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4104606807231903,-1.3301737308502197,0.9197130501270294,-0.9197130501270294,1,0,9526,1,35,"
# Question: does f return the outer y or the inner y? Answer: the"
deepseek-coder-1.3b,base_0033,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.34255126118659973,-1.473313331604004,1.1307620704174042,1.1307620704174042,1,1,9526,1,35,"
# Question: does f return the outer y or the inner y? Answer: the"
deepseek-coder-1.3b,base_0033,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.3920091688632965,-1.372827410697937,0.9808182418346405,-0.9808182418346405,1,0,9526,1,35,"
# Question: does f return the outer y or the inner y? Answer: the"
deepseek-coder-1.3b,base_0033,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.3146948218345642,-1.562877893447876,1.2481830716133118,1.2481830716133118,1,1,9526,1,35,"
# Question: does f return the outer y or the inner y? Answer: the"
deepseek-coder-1.3b,base_0033,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.070825457572937,-1.7767523527145386,0.7059268951416016,-0.7059268951416016,1,0,2291,1,33,"
# Question: is the y returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0033,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.0012894868850708,-1.9072591066360474,0.9059696197509766,0.9059696197509766,1,1,2291,1,33,"
# Question: is the y returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0033,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-1.067784070968628,-1.7650573253631592,0.6972732543945312,-0.6972732543945312,1,0,2291,1,33,"
# Question: is the y returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0033,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-1.020603895187378,-1.9165294170379639,0.8959255218505859,0.8959255218505859,1,1,2291,1,33,"
# Question: is the y returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0033,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.8600007891654968,-2.343925714492798,1.483924925327301,-1.483924925327301,1,0,2291,1,33,"
# Question: is the y returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0033,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7682176828384399,-2.6105599403381348,1.8423422574996948,1.8423422574996948,1,1,2291,1,33,"
# Question: is the y returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0033,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.8438162803649902,-2.374877452850342,1.5310611724853516,-1.5310611724853516,1,0,2291,1,33,"
# Question: is the y returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0033,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.763955295085907,-2.6989262104034424,1.9349709153175354,1.9349709153175354,1,1,2291,1,33,"
# Question: is the y returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0033,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2731786966323853,-0.6917797327041626,-0.5813989639282227,0.5813989639282227,0,1,637,1,34,"
# Question: is y shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0033,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.244432806968689,-0.7150501012802124,-0.5293827056884766,-0.5293827056884766,0,0,637,1,34,"
# Question: is y shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0033,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.295919418334961,-0.6692924499511719,-0.6266269683837891,0.6266269683837891,0,1,637,1,34,"
# Question: is y shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0033,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2764520645141602,-0.6865549087524414,-0.5898971557617188,-0.5898971557617188,0,0,637,1,34,"
# Question: is y shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0033,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8957091569900513,-1.2146620750427246,0.31895291805267334,-0.31895291805267334,1,0,637,1,36,"
# Question: does f return the y from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0033,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8595513105392456,-1.229554295539856,0.37000298500061035,0.37000298500061035,1,1,637,1,36,"
# Question: does f return the y from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0033,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8583126664161682,-1.2630538940429688,0.40474122762680054,-0.40474122762680054,1,0,637,1,36,"
# Question: does f return the y from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0033,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8183306455612183,-1.2855547666549683,0.46722412109375,0.46722412109375,1,1,637,1,36,"
# Question: does f return the y from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0033,test,ab,source,ab_source,value,direct,value/direct,value,outer,19,21,-2.303961992263794,-0.36353230476379395,-1.9404296875,1.9404296875,0,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0033,test,ab,target,ab_target,value,direct,value/direct,value,inner,19,21,-0.503775954246521,-0.9554780721664429,0.4517021179199219,0.4517021179199219,1,1,19,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0033,test,ba,source,ba_source,value,direct,value/direct,value,outer,21,19,-3.0450713634490967,-0.2601114809513092,-2.7849598824977875,2.7849598824977875,0,1,19,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0033,test,ba,target,ba_target,value,direct,value/direct,value,inner,21,19,-0.35536056756973267,-1.257692813873291,0.9023322463035583,0.9023322463035583,1,1,21,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.727081060409546,-1.4643495082855225,-0.26273155212402344,0.26273155212402344,0,1,4871,1,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6682124137878418,-1.4313750267028809,-0.23683738708496094,-0.23683738708496094,0,0,4871,1,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.749542474746704,-1.4644014835357666,-0.2851409912109375,0.2851409912109375,0,1,4871,1,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6865336894989014,-1.4180362224578857,-0.2684974670410156,-0.2684974670410156,0,0,4871,1,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8124216198921204,-2.572408437728882,1.7599868178367615,-1.7599868178367615,1,0,4640,1,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8317868709564209,-2.3966634273529053,1.5648765563964844,1.5648765563964844,1,1,4640,1,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8396927118301392,-2.567805767059326,1.728113055229187,-1.728113055229187,1,0,4640,1,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8334153890609741,-2.377540111541748,1.544124722480774,1.544124722480774,1,1,4640,1,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5880769491195679,-1.0461405515670776,0.45806360244750977,-0.45806360244750977,1,0,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.4939001202583313,-1.1723582744598389,0.6784581542015076,0.6784581542015076,1,1,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5672659873962402,-1.0951862335205078,0.5279202461242676,-0.5279202461242676,1,0,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.4740857481956482,-1.2258062362670898,0.7517204880714417,0.7517204880714417,1,1,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.49337655305862427,-1.1483604907989502,0.6549839377403259,-0.6549839377403259,1,0,9526,1,35,"
# Question: does f return the outer v or the inner v? Answer: the"
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4369180202484131,-1.2383482456207275,0.8014302253723145,0.8014302253723145,1,1,9526,1,35,"
# Question: does f return the outer v or the inner v? Answer: the"
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.49066150188446045,-1.1648739576339722,0.6742124557495117,-0.6742124557495117,1,0,9526,1,35,"
# Question: does f return the outer v or the inner v? Answer: the"
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.42681747674942017,-1.2697663307189941,0.842948853969574,0.842948853969574,1,1,9526,1,35,"
# Question: does f return the outer v or the inner v? Answer: the"
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9820891618728638,-1.7970343828201294,0.8149452209472656,-0.8149452209472656,1,0,2291,1,33,"
# Question: is the v returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9341526031494141,-1.9176712036132812,0.9835186004638672,0.9835186004638672,1,1,2291,1,33,"
# Question: is the v returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9889429807662964,-1.8100413084030151,0.8210983276367188,-0.8210983276367188,1,0,2291,1,33,"
# Question: is the v returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9588817358016968,-1.9028629064559937,0.9439811706542969,0.9439811706542969,1,1,2291,1,33,"
# Question: is the v returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7429998517036438,-2.466083288192749,1.7230834364891052,-1.7230834364891052,1,0,2291,1,33,"
# Question: is the v returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7184687852859497,-2.6346616744995117,1.916192889213562,1.916192889213562,1,1,2291,1,33,"
# Question: is the v returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7515875101089478,-2.462965488433838,1.7113779783248901,-1.7113779783248901,1,0,2291,1,33,"
# Question: is the v returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7258363962173462,-2.6479573249816895,1.9221209287643433,1.9221209287643433,1,1,2291,1,33,"
# Question: is the v returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2413303852081299,-0.6506937146186829,-0.590636670589447,0.590636670589447,0,1,637,1,34,"
# Question: is v shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.21750807762146,-0.6569450497627258,-0.5605630278587341,-0.5605630278587341,0,0,637,1,34,"
# Question: is v shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2961816787719727,-0.6342381834983826,-0.6619434952735901,0.6619434952735901,0,1,637,1,34,"
# Question: is v shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.23765230178833,-0.6470084190368652,-0.5906438827514648,-0.5906438827514648,0,0,637,1,34,"
# Question: is v shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.8284563422203064,-1.114285945892334,0.2858296036720276,-0.2858296036720276,1,0,637,1,36,"
# Question: does f return the v from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8011253476142883,-1.1390360593795776,0.3379107117652893,0.3379107117652893,1,1,637,1,36,"
# Question: does f return the v from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.816437840461731,-1.1581600904464722,0.3417222499847412,-0.3417222499847412,1,0,637,1,36,"
# Question: does f return the v from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7841505408287048,-1.1511845588684082,0.36703401803970337,0.36703401803970337,1,1,637,1,36,"
# Question: does f return the v from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0034,test,ab,source,ab_source,value,direct,value/direct,value,outer,17,22,-2.093118190765381,-0.29292821884155273,-1.8001899719238281,1.8001899719238281,0,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0034,test,ab,target,ab_target,value,direct,value/direct,value,inner,17,22,-0.744045078754425,-0.709499180316925,-0.0345458984375,-0.0345458984375,0,0,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0034,test,ba,source,ba_source,value,direct,value/direct,value,outer,22,17,-1.225833773612976,-0.5237425565719604,-0.7020912170410156,0.7020912170410156,0,1,17,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0034,test,ba,target,ba_target,value,direct,value/direct,value,inner,22,17,-0.39765748381614685,-1.1463013887405396,0.7486439049243927,0.7486439049243927,1,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6196069717407227,-1.4598665237426758,-0.15974044799804688,0.15974044799804688,0,1,4871,1,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6594072580337524,-1.4440542459487915,-0.21535301208496094,-0.21535301208496094,0,0,4871,1,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.6348055601119995,-1.4228075742721558,-0.21199798583984375,0.21199798583984375,0,1,4871,1,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.707053303718567,-1.4115554094314575,-0.2954978942871094,-0.2954978942871094,0,0,4871,1,35,"
# Question: does f return the v assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.7773476839065552,-2.5116424560546875,1.7342947721481323,-1.7342947721481323,1,0,4640,1,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.836423397064209,-2.3906092643737793,1.5541858673095703,1.5541858673095703,1,1,4640,1,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.7834559679031372,-2.4489259719848633,1.665470004081726,-1.665470004081726,1,0,4640,1,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8448929786682129,-2.355076313018799,1.510183334350586,1.510183334350586,1,1,4640,1,35,"
# Question: does f return the v assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5508632063865662,-1.074911117553711,0.5240479111671448,-0.5240479111671448,1,0,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.4736219644546509,-1.2118393182754517,0.7382173538208008,0.7382173538208008,1,1,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5493763089179993,-1.0835387706756592,0.5341624617576599,-0.5341624617576599,1,0,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,binding,direct,binding/direct,word,inner,9526,12915,-0.4741751551628113,-1.2208688259124756,0.7466936707496643,0.7466936707496643,1,1,9526,1,35,"
# Question: does f return the inner v or the outer v? Answer: the"
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.5000998973846436,-1.108527660369873,0.6084277629852295,-0.6084277629852295,1,0,9526,1,35,"
# Question: does f return the outer v or the inner v? Answer: the"
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.44708603620529175,-1.2217726707458496,0.7746866345405579,0.7746866345405579,1,1,9526,1,35,"
# Question: does f return the outer v or the inner v? Answer: the"
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,binding,swapped,binding/swapped,word,outer,9526,12915,-0.4997206926345825,-1.1142646074295044,0.6145439147949219,-0.6145439147949219,1,0,9526,1,35,"
# Question: does f return the outer v or the inner v? Answer: the"
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,binding,swapped,binding/swapped,word,inner,9526,12915,-0.4436945617198944,-1.2344162464141846,0.7907216846942902,0.7907216846942902,1,1,9526,1,35,"
# Question: does f return the outer v or the inner v? Answer: the"
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9835004210472107,-1.833756446838379,0.8502560257911682,-0.8502560257911682,1,0,2291,1,33,"
# Question: is the v returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9370757937431335,-1.9268829822540283,0.9898071885108948,0.9898071885108948,1,1,2291,1,33,"
# Question: is the v returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,pyscope,direct,pyscope/direct,word,outer,2291,5160,-0.9968951940536499,-1.8003143072128296,0.8034191131591797,-0.8034191131591797,1,0,2291,1,33,"
# Question: is the v returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,pyscope,direct,pyscope/direct,word,inner,2291,5160,-0.9712823033332825,-1.9090626239776611,0.9377803206443787,0.9377803206443787,1,1,2291,1,33,"
# Question: is the v returned by f local or global? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7633177042007446,-2.4595227241516113,1.6962050199508667,-1.6962050199508667,1,0,2291,1,33,"
# Question: is the v returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7263270616531372,-2.6190366744995117,1.8927096128463745,1.8927096128463745,1,1,2291,1,33,"
# Question: is the v returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,pyscope,swapped,pyscope/swapped,word,outer,2291,5160,-0.7663921117782593,-2.4506173133850098,1.6842252016067505,-1.6842252016067505,1,0,2291,1,33,"
# Question: is the v returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,pyscope,swapped,pyscope/swapped,word,inner,2291,5160,-0.7451858520507812,-2.6284236907958984,1.8832378387451172,1.8832378387451172,1,1,2291,1,33,"
# Question: is the v returned by f global or local? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2737150192260742,-0.637794554233551,-0.6359204649925232,0.6359204649925232,0,1,637,1,34,"
# Question: is v shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2203724384307861,-0.6652252674102783,-0.5551471710205078,-0.5551471710205078,0,0,637,1,34,"
# Question: is v shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,shadow,direct,shadow/direct,word,outer,5336,637,-1.2958592176437378,-0.6273168325424194,-0.6685423851013184,0.6685423851013184,0,1,637,1,34,"
# Question: is v shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,shadow,direct,shadow/direct,word,inner,5336,637,-1.2293789386749268,-0.6531879305839539,-0.5761910080909729,-0.5761910080909729,0,0,637,1,34,"
# Question: is v shadowed inside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.7975509166717529,-1.1862369775772095,0.38868606090545654,-0.38868606090545654,1,0,637,1,36,"
# Question: does f return the v from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.8132261633872986,-1.1394013166427612,0.32617515325546265,0.32617515325546265,1,1,637,1,36,"
# Question: does f return the v from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,shadow,swapped,shadow/swapped,word,outer,637,5336,-0.7794527411460876,-1.2176363468170166,0.43818360567092896,-0.43818360567092896,1,0,637,1,36,"
# Question: does f return the v from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,shadow,swapped,shadow/swapped,word,inner,637,5336,-0.7935807704925537,-1.1520439386367798,0.3584631681442261,0.3584631681442261,1,1,637,1,36,"
# Question: does f return the v from outside f (yes/no)? Answer:"
deepseek-coder-1.3b,base_0035,test,ab,source,ab_source,value,direct,value/direct,value,outer,19,22,-1.9281435012817383,-0.39133545756340027,-1.536808043718338,1.536808043718338,0,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0035,test,ab,target,ab_target,value,direct,value/direct,value,inner,19,22,-0.7978421449661255,-0.6477986574172974,-0.15004348754882812,-0.15004348754882812,0,0,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0035,test,ba,source,ba_source,value,direct,value/direct,value,outer,22,19,-1.635047435760498,-0.3747515082359314,-1.2602959275245667,1.2602959275245667,0,1,19,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0035,test,ba,target,ba_target,value,direct,value/direct,value,inner,22,19,-0.4398042559623718,-1.0608274936676025,0.6210232377052307,0.6210232377052307,1,1,22,1,21,"
assert f() == "
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7432291507720947,-1.5582144260406494,-0.1850147247314453,0.1850147247314453,0,1,4871,1,35,"
# Question: does f return the d assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,scope,direct,scope/direct,word,inner,4640,4871,-1.6669280529022217,-1.6677043437957764,0.0007762908935546875,0.0007762908935546875,1,1,4640,1,35,"
# Question: does f return the d assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,scope,direct,scope/direct,word,outer,4640,4871,-1.7903568744659424,-1.5186169147491455,-0.2717399597167969,0.2717399597167969,0,1,4871,1,35,"
# Question: does f return the d assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,scope,direct,scope/direct,word,inner,4640,4871,-1.7156929969787598,-1.6369500160217285,-0.07874298095703125,-0.07874298095703125,0,0,4871,1,35,"
# Question: does f return the d assigned inside f or outside f? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8504573106765747,-2.5408811569213867,1.690423846244812,-1.690423846244812,1,0,4640,1,35,"
# Question: does f return the d assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8681532144546509,-2.5208077430725098,1.6526545286178589,1.6526545286178589,1,1,4640,1,35,"
# Question: does f return the d assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,source,ba_source,scope,swapped,scope/swapped,word,outer,4640,4871,-0.8744255304336548,-2.481959819793701,1.6075342893600464,-1.6075342893600464,1,0,4640,1,35,"
# Question: does f return the d assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0036,calib,ba,target,ba_target,scope,swapped,scope/swapped,word,inner,4640,4871,-0.8876017332077026,-2.492511749267578,1.6049100160598755,1.6049100160598755,1,1,4640,1,35,"
# Question: does f return the d assigned outside f or inside f? Answer:"
deepseek-coder-1.3b,base_0036,calib,ab,source,ab_source,binding,direct,binding/direct,word,outer,9526,12915,-0.5853809118270874,-1.0037591457366943,0.41837823390960693,-0.41837823390960693,1,0,9526,1,35,"
# Question: does f return the inner d or the outer d? Answer: the"
deepseek-coder-1.3b,base_0036,calib,ab,target,ab_target,binding,direct,binding/direct,word,inner,9526,12915,-0.5121555924415588,-1.112130880355835,0.5999752879142761,0.5999752879142761,1,1,9526,1,35,"
# Question: does f return the inner d or the outer d? Answer: the"
