model,base_id,split,contrast,contrast_kind,n_tokens_from,n_tokens_to,same_length,n_differing_tokens,differing_indices,expected_differing,as_designed,mutation_index,differs_only_at_mutation,use_index,use_token_identical
deepseek-coder-1.3b,base_0062,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0063,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0063,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0063,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0063,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0064,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0064,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0064,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0064,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0065,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0065,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0065,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0065,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0066,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0066,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0066,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0066,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0067,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0067,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0067,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0067,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0068,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0068,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0068,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0068,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0069,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0069,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0069,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0069,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0070,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0070,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0070,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0070,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0071,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0071,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0071,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0071,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0072,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0072,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0072,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0072,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0073,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0073,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0073,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0073,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0074,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0074,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0074,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0074,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0075,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0075,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0075,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0075,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0076,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0076,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0076,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0076,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0077,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0077,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0077,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0077,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0078,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0078,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0078,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0078,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0079,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0079,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0079,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0079,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0080,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0080,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0080,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0080,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0081,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0081,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0081,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0081,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0082,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0082,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0082,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0082,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0083,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0083,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0083,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0083,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0084,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0084,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0084,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0084,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0085,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0085,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0085,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0085,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0086,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0086,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0086,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0086,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0087,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0087,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0087,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0087,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0088,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0088,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0088,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0088,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0089,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0089,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0089,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0089,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0090,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0090,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0090,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0090,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0091,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0091,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0091,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0091,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0092,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0092,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0092,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0092,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0093,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0093,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0093,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0093,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0094,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0094,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0094,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0094,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0095,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0095,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0095,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0095,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0096,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0096,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0096,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0096,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0097,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0097,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0097,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0097,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0098,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0098,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0098,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0098,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0099,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0099,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0099,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0099,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0100,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0100,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0100,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0100,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0101,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0101,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0101,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0101,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0102,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0102,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0102,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0102,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0103,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0103,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0103,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0103,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0104,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0104,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0104,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0104,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0105,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0105,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0105,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0105,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0106,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0106,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0106,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0106,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0107,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0107,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0107,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0107,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0108,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0108,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0108,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0108,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0109,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0109,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0109,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0109,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0110,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0110,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0110,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0110,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0111,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0111,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0111,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0111,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0112,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0112,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0112,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0112,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0113,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0113,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0113,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0113,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0114,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0114,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0114,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0114,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0115,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0115,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0115,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0115,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0116,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0116,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0116,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0116,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0117,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0117,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0117,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0117,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0118,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0118,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0118,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0118,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0119,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0119,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0119,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0119,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0120,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0120,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0120,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0120,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0121,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0121,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0121,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0121,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0122,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0122,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0122,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0122,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0123,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0123,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0123,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0123,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0124,test,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0124,test,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0124,test,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0124,test,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0125,calib,flip_ab,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0125,calib,flip_ba,binding_flip,21,21,1,1,9,1,1,9,1,15,1
deepseek-coder-1.3b,base_0125,calib,same_outer,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
deepseek-coder-1.3b,base_0125,calib,same_inner,same_binding,21,21,1,2,"2,11",2,1,9,0,15,1
