task,layer,filler_type,filler_target,stratum,filler_tokens_mean,accuracy,n
binding,11,lexical_decoy,200,diff_name,215.0,0.944361649279682,2013
binding,11,lexical_decoy,200,distance_matched,215.0,0.9895209580838323,668
binding,11,lexical_decoy,200,positive,215.0,0.3074484944532488,631
binding,11,lexical_decoy,200,same_name_diff_binding,215.0,0.9439461883408071,446
binding,11,lexical_decoy,200,tracked_edge,215.0,0.0,40
binding,11,lexical_decoy,500,all_pairs,519.0,0.7969303423848878,5929
binding,11,lexical_decoy,500,diff_name,519.0,0.9300930093009301,3333
binding,11,lexical_decoy,500,distance_matched,519.0,0.9903753609239654,1039
binding,11,lexical_decoy,500,positive,519.0,0.17086834733893558,1071
binding,11,lexical_decoy,500,same_name_diff_binding,519.0,0.9260089686098655,446
binding,11,lexical_decoy,500,tracked_edge,519.0,0.0,40
binding,11,lexical_decoy,1000,all_pairs,1023.0,0.7678238966159238,9131
binding,11,lexical_decoy,1000,diff_name,1023.0,0.9246313489896232,5493
binding,11,lexical_decoy,1000,distance_matched,1023.0,0.9955914768552535,1361
binding,11,lexical_decoy,1000,positive,1023.0,0.09659408151870463,1791
binding,11,lexical_decoy,1000,same_name_diff_binding,1023.0,0.905829596412556,446
binding,11,lexical_decoy,1000,tracked_edge,1023.0,0.0,40
binding,11,scope_shadow,0,all_pairs,0.0,1.0,1971
binding,11,scope_shadow,0,diff_name,0.0,1.0,903
binding,11,scope_shadow,0,distance_matched,0.0,1.0,311
binding,11,scope_shadow,0,positive,0.0,1.0,271
binding,11,scope_shadow,0,same_name_diff_binding,0.0,1.0,446
binding,11,scope_shadow,0,tracked_edge,0.0,1.0,40
binding,11,scope_shadow,50,all_pairs,53.0,0.8497013142174432,4185
binding,11,scope_shadow,50,diff_name,53.0,0.9907192575406032,1293
binding,11,scope_shadow,50,distance_matched,53.0,0.9048723897911833,431
binding,11,scope_shadow,50,positive,53.0,0.680306905370844,391
binding,11,scope_shadow,50,same_name_diff_binding,53.0,0.7965517241379311,2030
binding,11,scope_shadow,50,tracked_edge,53.0,0.05,40
binding,11,scope_shadow,100,all_pairs,107.0,0.8168779613266743,7809
binding,11,scope_shadow,100,diff_name,107.0,0.9951603145795523,1653
binding,11,scope_shadow,100,distance_matched,107.0,0.9346642468239564,551
binding,11,scope_shadow,100,positive,107.0,0.5009784735812133,511
binding,11,scope_shadow,100,same_name_diff_binding,107.0,0.7841313810842897,5054
binding,11,scope_shadow,100,tracked_edge,107.0,0.0,40
binding,11,scope_shadow,200,all_pairs,219.0,0.732414718480673,19377
binding,11,scope_shadow,200,diff_name,219.0,0.9974715549936789,2373
binding,11,scope_shadow,200,distance_matched,219.0,0.9570164348925411,791
binding,11,scope_shadow,200,positive,219.0,0.33288948069241014,751
binding,11,scope_shadow,200,same_name_diff_binding,219.0,0.7014654389832706,15422
binding,11,scope_shadow,200,tracked_edge,219.0,0.0,40
binding,11,scope_shadow,500,all_pairs,519.0,0.654516510877995,73497
binding,11,scope_shadow,500,diff_name,519.0,0.9837047687514977,4173
binding,11,scope_shadow,500,distance_matched,519.0,0.9604601006470166,1391
binding,11,scope_shadow,500,positive,519.0,0.17912657290895634,1351
binding,11,scope_shadow,500,same_name_diff_binding,519.0,0.6375221664512639,66542
binding,11,scope_shadow,500,tracked_edge,519.0,0.0,40
binding,11,scope_shadow,1000,all_pairs,1019.0,0.6082820346338136,243346
binding,11,scope_shadow,1000,diff_name,1019.0,0.9712811933640039,7173
binding,11,scope_shadow,1000,distance_matched,1019.0,0.9666666666666667,2040
binding,11,scope_shadow,1000,positive,1019.0,0.0931518502764781,2351
binding,11,scope_shadow,1000,same_name_diff_binding,1019.0,0.5992224111296183,231742
binding,11,scope_shadow,1000,tracked_edge,1019.0,0.0,40
binding,15,comment_prose,0,all_pairs,0.0,0.9969558599695586,1971
binding,15,comment_prose,0,diff_name,0.0,0.9988925802879292,903
binding,15,comment_prose,0,distance_matched,0.0,0.9839228295819936,311
binding,15,comment_prose,0,positive,0.0,1.0,271
binding,15,comment_prose,0,same_name_diff_binding,0.0,1.0,446
binding,15,comment_prose,0,tracked_edge,0.0,1.0,40
binding,15,comment_prose,50,all_pairs,57.0,0.9903553299492386,1970
binding,15,comment_prose,50,diff_name,57.0,0.9966777408637874,903
binding,15,comment_prose,50,distance_matched,57.0,0.9967741935483871,310
binding,15,comment_prose,50,positive,57.0,1.0,271
binding,15,comment_prose,50,same_name_diff_binding,57.0,0.9663677130044843,446
binding,15,comment_prose,50,tracked_edge,57.0,1.0,40
binding,15,comment_prose,100,all_pairs,115.0,0.9837645865043125,1971
binding,15,comment_prose,100,diff_name,115.0,0.9933554817275747,903
binding,15,comment_prose,100,distance_matched,115.0,0.9871382636655949,311
binding,15,comment_prose,100,positive,115.0,1.0,271
binding,15,comment_prose,100,same_name_diff_binding,115.0,0.9506726457399103,446
binding,15,comment_prose,100,tracked_edge,115.0,1.0,40
binding,15,comment_prose,200,all_pairs,202.0,0.9797057331303907,1971
binding,15,comment_prose,200,diff_name,202.0,0.9922480620155039,903
binding,15,comment_prose,200,distance_matched,202.0,0.9871382636655949,311
binding,15,comment_prose,200,positive,202.0,0.996309963099631,271
binding,15,comment_prose,200,same_name_diff_binding,202.0,0.9417040358744395,446
binding,15,comment_prose,200,tracked_edge,202.0,0.95,40
binding,15,comment_prose,500,all_pairs,529.0,0.973590655154901,1969
binding,15,comment_prose,500,diff_name,529.0,0.991140642303433,903
binding,15,comment_prose,500,distance_matched,529.0,0.9967637540453075,309
binding,15,comment_prose,500,positive,529.0,0.988929889298893,271
binding,15,comment_prose,500,same_name_diff_binding,529.0,0.9192825112107623,446
binding,15,comment_prose,500,tracked_edge,529.0,0.9,40
binding,15,comment_prose,1000,all_pairs,1009.0,0.9634517766497462,1970
binding,15,comment_prose,1000,diff_name,1009.0,0.9955703211517165,903
binding,15,comment_prose,1000,distance_matched,1009.0,0.9935483870967742,310
binding,15,comment_prose,1000,positive,1009.0,0.996309963099631,271
binding,15,comment_prose,1000,same_name_diff_binding,1009.0,0.8677130044843049,446
binding,15,comment_prose,1000,tracked_edge,1009.0,0.85,40
binding,15,competing_update,0,all_pairs,0.0,0.9994926433282597,1971
binding,15,competing_update,0,diff_name,0.0,1.0,903
binding,15,competing_update,0,distance_matched,0.0,0.9967845659163987,311
binding,15,competing_update,0,positive,0.0,1.0,271
binding,15,competing_update,0,same_name_diff_binding,0.0,1.0,446
binding,15,competing_update,0,tracked_edge,0.0,1.0,40
binding,15,competing_update,50,all_pairs,55.0,0.8488077118214105,1971
binding,15,competing_update,50,diff_name,55.0,0.937984496124031,903
binding,15,competing_update,50,distance_matched,55.0,0.9517684887459807,311
binding,15,competing_update,50,positive,55.0,0.8681672025723473,311
binding,15,competing_update,50,same_name_diff_binding,55.0,0.5829596412556054,446
binding,15,competing_update,50,tracked_active,55.0,0.0,40
binding,15,competing_update,50,tracked_edge,55.0,0.225,40
binding,15,competing_update,100,all_pairs,103.0,0.7904616945712836,1971
binding,15,competing_update,100,diff_name,103.0,0.8349944629014396,903
binding,15,competing_update,100,distance_matched,103.0,0.8231511254019293,311
binding,15,competing_update,100,positive,103.0,0.8938906752411575,311
binding,15,competing_update,100,same_name_diff_binding,103.0,0.6053811659192825,446
binding,15,competing_update,100,tracked_active,103.0,0.925,40
binding,15,competing_update,100,tracked_edge,103.0,0.3,40
binding,15,competing_update,200,all_pairs,205.0,0.8532994923857868,1970
binding,15,competing_update,200,diff_name,205.0,0.9191583610188261,903
binding,15,competing_update,200,distance_matched,205.0,0.9387096774193548,310
binding,15,competing_update,200,positive,205.0,0.819935691318328,311
binding,15,competing_update,200,same_name_diff_binding,205.0,0.6838565022421524,446
binding,15,competing_update,200,tracked_active,205.0,0.125,40
binding,15,competing_update,200,tracked_edge,205.0,0.25,40
binding,15,competing_update,500,all_pairs,505.0,0.8411167512690355,1970
binding,15,competing_update,500,diff_name,505.0,0.9114064230343301,903
binding,15,competing_update,500,distance_matched,505.0,0.9516129032258065,310
binding,15,competing_update,500,positive,505.0,0.9067524115755627,311
binding,15,competing_update,500,same_name_diff_binding,505.0,0.5762331838565022,446
binding,15,competing_update,500,tracked_active,505.0,0.675,40
binding,15,competing_update,500,tracked_edge,505.0,0.025,40
binding,15,competing_update,1000,all_pairs,1002.0,0.8107559614408929,1971
binding,15,competing_update,1000,diff_name,1002.0,0.929125138427464,903
binding,15,competing_update,1000,distance_matched,1002.0,0.8038585209003215,311
binding,15,competing_update,1000,positive,1002.0,0.9356913183279743,311
binding,15,competing_update,1000,same_name_diff_binding,1002.0,0.48878923766816146,446
binding,15,competing_update,1000,tracked_active,1002.0,1.0,40
binding,15,competing_update,1000,tracked_edge,1002.0,0.8,40
binding,15,dead_code,0,all_pairs,0.0,0.9984779299847792,1971
binding,15,dead_code,0,diff_name,0.0,1.0,903
binding,15,dead_code,0,distance_matched,0.0,0.9903536977491961,311
binding,15,dead_code,0,positive,0.0,1.0,271
binding,15,dead_code,0,same_name_diff_binding,0.0,1.0,446
binding,15,dead_code,0,tracked_edge,0.0,1.0,40
binding,15,dead_code,50,all_pairs,51.0,0.9641815910037485,2401
binding,15,dead_code,50,diff_name,51.0,0.9906223358908781,1173
binding,15,dead_code,50,distance_matched,51.0,0.9769820971867008,391
binding,15,dead_code,50,positive,51.0,0.8660968660968661,351
binding,15,dead_code,50,same_name_diff_binding,51.0,0.9573991031390134,446
binding,15,dead_code,50,tracked_edge,51.0,1.0,40
binding,15,dead_code,100,all_pairs,103.0,0.9178864691181721,2801
binding,15,dead_code,100,diff_name,103.0,0.9596602972399151,1413
binding,15,dead_code,100,distance_matched,103.0,0.9554140127388535,471
binding,15,dead_code,100,positive,103.0,0.7146171693735499,431
binding,15,dead_code,100,same_name_diff_binding,103.0,0.9349775784753364,446
binding,15,dead_code,100,tracked_edge,103.0,1.0,40
binding,15,dead_code,200,all_pairs,207.0,0.8694806998056096,3601
binding,15,dead_code,200,diff_name,207.0,0.9387216059165346,1893
binding,15,dead_code,200,distance_matched,207.0,0.971473851030111,631
binding,15,dead_code,200,positive,207.0,0.5126903553299492,591
binding,15,dead_code,200,same_name_diff_binding,207.0,0.899103139013453,446
binding,15,dead_code,200,tracked_edge,207.0,0.925,40
binding,15,dead_code,500,all_pairs,529.0,0.7990001723840717,5801
binding,15,dead_code,500,diff_name,529.0,0.8976034858387799,3213
binding,15,dead_code,500,distance_matched,529.0,0.9822595704948646,1071
binding,15,dead_code,500,positive,529.0,0.2890397672162949,1031
binding,15,dead_code,500,same_name_diff_binding,529.0,0.8340807174887892,446
binding,15,dead_code,500,tracked_edge,529.0,0.725,40
binding,15,dead_code,1000,all_pairs,1009.0,0.7659148983446283,9001
binding,15,dead_code,1000,diff_name,1009.0,0.8819403857393338,5133
binding,15,dead_code,1000,distance_matched,1009.0,0.9912331969608417,1711
binding,15,dead_code,1000,positive,1009.0,0.17773788150807898,1671
binding,15,dead_code,1000,same_name_diff_binding,1009.0,0.7937219730941704,446
binding,15,dead_code,1000,tracked_edge,1009.0,0.5,40
binding,15,lexical_decoy,0,all_pairs,0.0,0.9984779299847792,1971
binding,15,lexical_decoy,0,diff_name,0.0,1.0,903
binding,15,lexical_decoy,0,distance_matched,0.0,0.9903536977491961,311
binding,15,lexical_decoy,0,positive,0.0,1.0,271
binding,15,lexical_decoy,0,same_name_diff_binding,0.0,1.0,446
binding,15,lexical_decoy,0,tracked_edge,0.0,1.0,40
binding,15,lexical_decoy,50,all_pairs,71.0,0.903114186851211,2601
binding,15,lexical_decoy,50,diff_name,71.0,0.9976798143851509,1293
binding,15,lexical_decoy,50,distance_matched,71.0,0.9095127610208816,431
binding,15,lexical_decoy,50,positive,71.0,0.6445012787723785,391
binding,15,lexical_decoy,50,same_name_diff_binding,71.0,0.9304932735426009,446
binding,15,lexical_decoy,50,tracked_edge,71.0,0.0,40
binding,15,lexical_decoy,100,all_pairs,119.0,0.8760413195601466,3001
binding,15,lexical_decoy,100,diff_name,119.0,0.9817351598173516,1533
binding,15,lexical_decoy,100,distance_matched,119.0,0.8845401174168297,511
binding,15,lexical_decoy,100,positive,119.0,0.5414012738853503,471
binding,15,lexical_decoy,100,same_name_diff_binding,119.0,0.9349775784753364,446
binding,15,lexical_decoy,100,tracked_edge,119.0,0.0,40
binding,15,lexical_decoy,200,all_pairs,215.0,0.8499210110584519,3798
binding,15,lexical_decoy,200,diff_name,215.0,0.9667163437655241,2013
binding,15,lexical_decoy,200,distance_matched,215.0,0.8892215568862275,668
binding,15,lexical_decoy,200,positive,215.0,0.4215530903328051,631
binding,15,lexical_decoy,200,same_name_diff_binding,215.0,0.9461883408071748,446
binding,15,lexical_decoy,200,tracked_edge,215.0,0.0,40
binding,15,lexical_decoy,500,all_pairs,519.0,0.8019902175746332,5929
binding,15,lexical_decoy,500,diff_name,519.0,0.9462946294629463,3333
binding,15,lexical_decoy,500,distance_matched,519.0,0.9345524542829644,1039
binding,15,lexical_decoy,500,positive,519.0,0.23249299719887956,1071
binding,15,lexical_decoy,500,same_name_diff_binding,519.0,0.8542600896860987,446
binding,15,lexical_decoy,500,tracked_edge,519.0,0.0,40
binding,15,lexical_decoy,1000,all_pairs,1023.0,0.8040740335122112,9131
binding,15,lexical_decoy,1000,diff_name,1023.0,0.9377389404696886,5493
binding,15,lexical_decoy,1000,distance_matched,1023.0,0.994121969140338,1361
binding,15,lexical_decoy,1000,positive,1023.0,0.24567280848687884,1791
binding,15,lexical_decoy,1000,same_name_diff_binding,1023.0,0.8923766816143498,446
binding,15,lexical_decoy,1000,tracked_edge,1023.0,0.0,40
binding,15,scope_shadow,0,all_pairs,0.0,0.9979705733130391,1971
binding,15,scope_shadow,0,diff_name,0.0,0.9988925802879292,903
binding,15,scope_shadow,0,distance_matched,0.0,0.9903536977491961,311
binding,15,scope_shadow,0,positive,0.0,1.0,271
binding,15,scope_shadow,0,same_name_diff_binding,0.0,1.0,446
binding,15,scope_shadow,0,tracked_edge,0.0,1.0,40
binding,15,scope_shadow,50,all_pairs,53.0,0.8812425328554361,4185
binding,15,scope_shadow,50,diff_name,53.0,0.9945862335653519,1293
binding,15,scope_shadow,50,distance_matched,53.0,0.9466357308584686,431
binding,15,scope_shadow,50,positive,53.0,0.7851662404092071,391
binding,15,scope_shadow,50,same_name_diff_binding,53.0,0.8201970443349754,2030
binding,15,scope_shadow,50,tracked_edge,53.0,0.55,40
binding,15,scope_shadow,100,all_pairs,107.0,0.8316045588423614,7809
binding,15,scope_shadow,100,diff_name,107.0,0.9903206291591047,1653
binding,15,scope_shadow,100,distance_matched,107.0,0.9509981851179673,551
binding,15,scope_shadow,100,positive,107.0,0.589041095890411,511
binding,15,scope_shadow,100,same_name_diff_binding,107.0,0.795607439651761,5054
binding,15,scope_shadow,100,tracked_edge,107.0,0.275,40
binding,15,scope_shadow,200,all_pairs,219.0,0.771223615626774,19377
binding,15,scope_shadow,200,diff_name,219.0,0.9873577749683944,2373
binding,15,scope_shadow,200,distance_matched,219.0,0.9671302149178256,791
binding,15,scope_shadow,200,positive,219.0,0.3954727030625832,751
binding,15,scope_shadow,200,same_name_diff_binding,219.0,0.7482168330955777,15422
binding,15,scope_shadow,200,tracked_edge,219.0,0.0,40
binding,15,scope_shadow,500,all_pairs,519.0,0.6471556662176687,73497
binding,15,scope_shadow,500,diff_name,519.0,0.9753175173735922,4173
binding,15,scope_shadow,500,distance_matched,519.0,0.9590222861250899,1391
binding,15,scope_shadow,500,positive,519.0,0.3404885270170244,1351
binding,15,scope_shadow,500,same_name_diff_binding,519.0,0.6266718764088847,66542
binding,15,scope_shadow,500,tracked_edge,519.0,0.0,40
binding,15,scope_shadow,1000,all_pairs,1019.0,0.5645706113928316,243346
binding,15,scope_shadow,1000,diff_name,1019.0,0.958455318555695,7173
binding,15,scope_shadow,1000,distance_matched,1019.0,0.9529411764705882,2040
binding,15,scope_shadow,1000,positive,1019.0,0.34921310080816675,2351
binding,15,scope_shadow,1000,same_name_diff_binding,1019.0,0.5512423298323135,231742
binding,15,scope_shadow,1000,tracked_edge,1019.0,0.0,40
binding,19,comment_prose,0,all_pairs,0.0,0.9989852866565195,1971
binding,19,comment_prose,0,diff_name,0.0,1.0,903
binding,19,comment_prose,0,distance_matched,0.0,0.9967845659163987,311
binding,19,comment_prose,0,positive,0.0,1.0,271
binding,19,comment_prose,0,same_name_diff_binding,0.0,0.9977578475336323,446
binding,19,comment_prose,0,tracked_edge,0.0,1.0,40
binding,19,comment_prose,50,all_pairs,57.0,0.9939086294416244,1970
binding,19,comment_prose,50,diff_name,57.0,1.0,903
binding,19,comment_prose,50,distance_matched,57.0,1.0,310
binding,19,comment_prose,50,positive,57.0,1.0,271
binding,19,comment_prose,50,same_name_diff_binding,57.0,0.9730941704035875,446
binding,19,comment_prose,50,tracked_edge,57.0,1.0,40
binding,19,comment_prose,100,all_pairs,115.0,0.9873160832064941,1971
binding,19,comment_prose,100,diff_name,115.0,1.0,903
binding,19,comment_prose,100,distance_matched,115.0,1.0,311
binding,19,comment_prose,100,positive,115.0,1.0,271
binding,19,comment_prose,100,same_name_diff_binding,115.0,0.9439461883408071,446
binding,19,comment_prose,100,tracked_edge,115.0,1.0,40
binding,19,comment_prose,200,all_pairs,202.0,0.9822425164890918,1971
binding,19,comment_prose,200,diff_name,202.0,0.9988925802879292,903
binding,19,comment_prose,200,distance_matched,202.0,1.0,311
binding,19,comment_prose,200,positive,202.0,0.996309963099631,271
binding,19,comment_prose,200,same_name_diff_binding,202.0,0.9260089686098655,446
binding,19,comment_prose,200,tracked_edge,202.0,1.0,40
binding,19,comment_prose,500,all_pairs,529.0,0.97866937531742,1969
binding,19,comment_prose,500,diff_name,529.0,0.9977851605758582,903
binding,19,comment_prose,500,distance_matched,529.0,0.9967637540453075,309
binding,19,comment_prose,500,positive,529.0,0.996309963099631,271
binding,19,comment_prose,500,same_name_diff_binding,529.0,0.9147982062780269,446
binding,19,comment_prose,500,tracked_edge,529.0,1.0,40
binding,19,comment_prose,1000,all_pairs,1009.0,0.9700507614213199,1970
binding,19,comment_prose,1000,diff_name,1009.0,0.9955703211517165,903
binding,19,comment_prose,1000,distance_matched,1009.0,0.9935483870967742,310
binding,19,comment_prose,1000,positive,1009.0,0.996309963099631,271
binding,19,comment_prose,1000,same_name_diff_binding,1009.0,0.8834080717488789,446
binding,19,comment_prose,1000,tracked_edge,1009.0,1.0,40
binding,19,competing_update,0,all_pairs,0.0,0.9989852866565195,1971
binding,19,competing_update,0,diff_name,0.0,1.0,903
binding,19,competing_update,0,distance_matched,0.0,0.9967845659163987,311
binding,19,competing_update,0,positive,0.0,1.0,271
binding,19,competing_update,0,same_name_diff_binding,0.0,0.9977578475336323,446
binding,19,competing_update,0,tracked_edge,0.0,1.0,40
binding,19,competing_update,50,all_pairs,55.0,0.8680872653475393,1971
binding,19,competing_update,50,diff_name,55.0,0.9590254706533776,903
binding,19,competing_update,50,distance_matched,55.0,0.977491961414791,311
binding,19,competing_update,50,positive,55.0,0.8135048231511254,311
binding,19,competing_update,50,same_name_diff_binding,55.0,0.6457399103139013,446
binding,19,competing_update,50,tracked_active,55.0,0.025,40
binding,19,competing_update,50,tracked_edge,55.0,0.0,40
binding,19,competing_update,100,all_pairs,103.0,0.8340943683409436,1971
binding,19,competing_update,100,diff_name,103.0,0.9014396456256921,903
binding,19,competing_update,100,distance_matched,103.0,0.8906752411575563,311
binding,19,competing_update,100,positive,103.0,0.8520900321543409,311
binding,19,competing_update,100,same_name_diff_binding,103.0,0.6457399103139013,446
binding,19,competing_update,100,tracked_active,103.0,1.0,40
binding,19,competing_update,100,tracked_edge,103.0,0.0,40
binding,19,competing_update,200,all_pairs,205.0,0.8715736040609137,1970
binding,19,competing_update,200,diff_name,205.0,0.9136212624584718,903
binding,19,competing_update,200,distance_matched,205.0,0.9387096774193548,310
binding,19,competing_update,200,positive,205.0,0.8327974276527331,311
binding,19,competing_update,200,same_name_diff_binding,205.0,0.7668161434977578,446
binding,19,competing_update,200,tracked_active,205.0,0.775,40
binding,19,competing_update,200,tracked_edge,205.0,0.0,40
binding,19,competing_update,500,all_pairs,505.0,0.8629441624365483,1970
binding,19,competing_update,500,diff_name,505.0,0.9490586932447398,903
binding,19,competing_update,500,distance_matched,505.0,0.9870967741935484,310
binding,19,competing_update,500,positive,505.0,0.819935691318328,311
binding,19,competing_update,500,same_name_diff_binding,505.0,0.6322869955156951,446
binding,19,competing_update,500,tracked_active,505.0,0.85,40
binding,19,competing_update,500,tracked_edge,505.0,0.0,40
binding,19,competing_update,1000,all_pairs,1002.0,0.8680872653475393,1971
binding,19,competing_update,1000,diff_name,1002.0,0.964562569213732,903
binding,19,competing_update,1000,distance_matched,1002.0,0.9067524115755627,311
binding,19,competing_update,1000,positive,1002.0,0.8360128617363344,311
binding,19,competing_update,1000,same_name_diff_binding,1002.0,0.6681614349775785,446
binding,19,competing_update,1000,tracked_active,1002.0,0.375,40
binding,19,competing_update,1000,tracked_edge,1002.0,0.675,40
binding,19,dead_code,0,all_pairs,0.0,0.9994926433282597,1971
binding,19,dead_code,0,diff_name,0.0,1.0,903
binding,19,dead_code,0,distance_matched,0.0,1.0,311
binding,19,dead_code,0,positive,0.0,1.0,271
binding,19,dead_code,0,same_name_diff_binding,0.0,0.9977578475336323,446
binding,19,dead_code,0,tracked_edge,0.0,1.0,40
binding,19,dead_code,50,all_pairs,51.0,0.9571012078300708,2401
binding,19,dead_code,50,diff_name,51.0,0.9965899403239556,1173
binding,19,dead_code,50,distance_matched,51.0,0.9846547314578005,391
binding,19,dead_code,50,positive,51.0,0.8831908831908832,351
binding,19,dead_code,50,same_name_diff_binding,51.0,0.8834080717488789,446
binding,19,dead_code,50,tracked_edge,51.0,1.0,40
binding,19,dead_code,100,all_pairs,103.0,0.920742591931453,2801
binding,19,dead_code,100,diff_name,103.0,0.9830148619957537,1413
binding,19,dead_code,100,distance_matched,103.0,0.970276008492569,471
binding,19,dead_code,100,positive,103.0,0.7888631090487239,431
binding,19,dead_code,100,same_name_diff_binding,103.0,0.7914798206278026,446
binding,19,dead_code,100,tracked_edge,103.0,1.0,40
binding,19,dead_code,200,all_pairs,207.0,0.8925298528186615,3601
binding,19,dead_code,200,diff_name,207.0,0.9281563655573164,1893
binding,19,dead_code,200,distance_matched,207.0,0.9746434231378764,631
binding,19,dead_code,200,positive,207.0,0.7749576988155669,591
binding,19,dead_code,200,same_name_diff_binding,207.0,0.7713004484304933,446
binding,19,dead_code,200,tracked_edge,207.0,1.0,40
binding,19,dead_code,500,all_pairs,529.0,0.8314083778658852,5801
binding,19,dead_code,500,diff_name,529.0,0.8586990351696234,3213
binding,19,dead_code,500,distance_matched,529.0,0.9906629318394025,1071
binding,19,dead_code,500,positive,529.0,0.600387972841901,1031
binding,19,dead_code,500,same_name_diff_binding,529.0,0.773542600896861,446
binding,19,dead_code,500,tracked_edge,529.0,0.975,40
binding,19,dead_code,1000,all_pairs,1009.0,0.7961337629152316,9001
binding,19,dead_code,1000,diff_name,1009.0,0.8143385934151568,5133
binding,19,dead_code,1000,distance_matched,1009.0,0.9964932787843367,1711
binding,19,dead_code,1000,positive,1009.0,0.5397965290245362,1671
binding,19,dead_code,1000,same_name_diff_binding,1009.0,0.7780269058295964,446
binding,19,dead_code,1000,tracked_edge,1009.0,0.8,40
binding,19,lexical_decoy,0,all_pairs,0.0,0.9989852866565195,1971
binding,19,lexical_decoy,0,diff_name,0.0,1.0,903
binding,19,lexical_decoy,0,distance_matched,0.0,0.9967845659163987,311
binding,19,lexical_decoy,0,positive,0.0,1.0,271
binding,19,lexical_decoy,0,same_name_diff_binding,0.0,0.9977578475336323,446
binding,19,lexical_decoy,0,tracked_edge,0.0,1.0,40
binding,19,lexical_decoy,50,all_pairs,71.0,0.8696655132641292,2601
binding,19,lexical_decoy,50,diff_name,71.0,0.9945862335653519,1293
binding,19,lexical_decoy,50,distance_matched,71.0,0.9930394431554525,431
binding,19,lexical_decoy,50,positive,71.0,0.5498721227621484,391
binding,19,lexical_decoy,50,same_name_diff_binding,71.0,0.7466367713004485,446
binding,19,lexical_decoy,50,tracked_edge,71.0,0.0,40
binding,19,lexical_decoy,100,all_pairs,119.0,0.8757080973008997,3001
binding,19,lexical_decoy,100,diff_name,119.0,0.9836921069797782,1533
binding,19,lexical_decoy,100,distance_matched,119.0,0.9471624266144814,511
binding,19,lexical_decoy,100,positive,119.0,0.6199575371549894,471
binding,19,lexical_decoy,100,same_name_diff_binding,119.0,0.7690582959641256,446
binding,19,lexical_decoy,100,tracked_edge,119.0,0.025,40
binding,19,lexical_decoy,200,all_pairs,215.0,0.8844128488678251,3798
binding,19,lexical_decoy,200,diff_name,215.0,0.9597615499254843,2013
binding,19,lexical_decoy,200,distance_matched,215.0,0.9535928143712575,668
binding,19,lexical_decoy,200,positive,215.0,0.6988906497622821,631
binding,19,lexical_decoy,200,same_name_diff_binding,215.0,0.7802690582959642,446
binding,19,lexical_decoy,200,tracked_edge,215.0,0.025,40
binding,19,lexical_decoy,500,all_pairs,519.0,0.8635520323832012,5929
binding,19,lexical_decoy,500,diff_name,519.0,0.9054905490549054,3333
binding,19,lexical_decoy,500,distance_matched,519.0,0.958614051973051,1039
binding,19,lexical_decoy,500,positive,519.0,0.7021475256769374,1071
binding,19,lexical_decoy,500,same_name_diff_binding,519.0,0.7937219730941704,446
binding,19,lexical_decoy,500,tracked_edge,519.0,0.0,40
binding,19,lexical_decoy,1000,all_pairs,1023.0,0.8601467528200635,9131
binding,19,lexical_decoy,1000,diff_name,1023.0,0.8845803750227562,5493
binding,19,lexical_decoy,1000,distance_matched,1023.0,0.9470977222630419,1361
binding,19,lexical_decoy,1000,positive,1023.0,0.751535455053043,1791
binding,19,lexical_decoy,1000,same_name_diff_binding,1023.0,0.804932735426009,446
binding,19,lexical_decoy,1000,tracked_edge,1023.0,0.025,40
binding,19,scope_shadow,0,all_pairs,0.0,0.9994926433282597,1971
binding,19,scope_shadow,0,diff_name,0.0,1.0,903
binding,19,scope_shadow,0,distance_matched,0.0,1.0,311
binding,19,scope_shadow,0,positive,0.0,1.0,271
binding,19,scope_shadow,0,same_name_diff_binding,0.0,0.9977578475336323,446
binding,19,scope_shadow,0,tracked_edge,0.0,1.0,40
binding,19,scope_shadow,50,all_pairs,53.0,0.9022700119474313,4185
binding,19,scope_shadow,50,diff_name,53.0,0.9907192575406032,1293
binding,19,scope_shadow,50,distance_matched,53.0,0.9953596287703016,431
binding,19,scope_shadow,50,positive,53.0,0.6982097186700768,391
binding,19,scope_shadow,50,same_name_diff_binding,53.0,0.870935960591133,2030
binding,19,scope_shadow,50,tracked_edge,53.0,0.625,40
binding,19,scope_shadow,100,all_pairs,107.0,0.8424894352669996,7809
binding,19,scope_shadow,100,diff_name,107.0,0.9921355111917726,1653
binding,19,scope_shadow,100,distance_matched,107.0,1.0,551
binding,19,scope_shadow,100,positive,107.0,0.5362035225048923,511
binding,19,scope_shadow,100,same_name_diff_binding,107.0,0.8116343490304709,5054
binding,19,scope_shadow,100,tracked_edge,107.0,0.3,40
binding,19,scope_shadow,200,all_pairs,219.0,0.7573411776848842,19377
binding,19,scope_shadow,200,diff_name,219.0,0.9882005899705014,2373
binding,19,scope_shadow,200,distance_matched,219.0,0.9987357774968394,791
binding,19,scope_shadow,200,positive,219.0,0.3648468708388815,751
binding,19,scope_shadow,200,same_name_diff_binding,219.0,0.7304500064842433,15422
binding,19,scope_shadow,200,tracked_edge,219.0,0.025,40
binding,19,scope_shadow,500,all_pairs,519.0,0.6431691089432222,73497
binding,19,scope_shadow,500,diff_name,519.0,0.9858614905343878,4173
binding,19,scope_shadow,500,distance_matched,519.0,0.9942487419122933,1391
binding,19,scope_shadow,500,positive,519.0,0.2524056254626203,1351
