pair_id,base_id,template,op_family,split,variant,bound_value,bound_answer,other_answer,logp_bound,logp_other,logit_diff,correct,argmax_token_id,argmax_is_bound_answer,both_counterfactuals_correct
base_0050_threshold,base_0050,padded_shadow,threshold,test,target,3,1,0,-0.7543051242828369,-0.6449301242828369,-0.109375,False,15,False,False
base_0051_affine,base_0051,global_shadow,affine,test,source,5,8,9,-0.16076385974884033,-4.254513740539551,4.0937498807907104,True,23,True,True
base_0051_affine,base_0051,global_shadow,affine,test,target,6,9,8,-0.14396561682224274,-4.706465721130371,4.562500104308128,True,24,True,True
base_0051_threshold,base_0051,global_shadow,threshold,test,source,5,0,1,-0.37329596281051636,-1.1701710224151611,0.7968750596046448,True,15,True,False
base_0051_threshold,base_0051,global_shadow,threshold,test,target,6,1,0,-0.9566251039505005,-0.4878751039505005,-0.46875,False,15,False,False
base_0052_affine,base_0052,call_frame,affine,calib,source,6,7,5,-0.11356399208307266,-4.2073140144348145,4.093750022351742,True,22,True,True
base_0052_affine,base_0052,call_frame,affine,calib,target,4,5,7,-0.047839853912591934,-4.469714641571045,4.421874787658453,True,20,True,True
base_0052_threshold,base_0052,call_frame,threshold,calib,source,6,1,0,-0.4890178442001343,-0.9577678442001343,0.46875,True,16,True,False
base_0052_threshold,base_0052,call_frame,threshold,calib,target,4,0,1,-0.8718999028205872,-0.5437749028205872,-0.328125,False,16,False,False
base_0053_affine,base_0053,padded_shadow,affine,test,source,5,7,8,-0.5086860060691833,-2.211811065673828,1.7031250596046448,True,22,True,True
base_0053_affine,base_0053,padded_shadow,affine,test,target,6,8,7,-0.5283986330032349,-1.3721486330032349,0.84375,True,23,True,True
base_0053_threshold,base_0053,padded_shadow,threshold,test,source,5,0,1,-0.43804430961608887,-1.0474193096160889,0.609375,True,15,True,False
base_0053_threshold,base_0053,padded_shadow,threshold,test,target,6,1,0,-1.0482152700424194,-0.43884024024009705,-0.6093750298023224,False,15,False,False
base_0054_affine,base_0054,global_shadow,affine,test,source,6,8,9,-0.14451482892036438,-3.472639799118042,3.3281249701976776,True,23,True,True
base_0054_affine,base_0054,global_shadow,affine,test,target,7,9,8,-0.09399846941232681,-4.203373432159424,4.109374962747097,True,24,True,True
base_0054_threshold,base_0054,global_shadow,threshold,test,source,6,0,1,-0.34538424015045166,-1.2360092401504517,0.890625,True,15,True,False
base_0054_threshold,base_0054,global_shadow,threshold,test,target,7,1,0,-1.0249803066253662,-0.44685524702072144,-0.5781250596046448,False,15,False,False
base_0055_affine,base_0055,call_frame,affine,test,source,6,7,5,-0.11492885649204254,-3.427428960800171,3.3125001043081284,True,22,True,True
base_0055_affine,base_0055,call_frame,affine,test,target,4,5,7,-0.16920910775661469,-2.4348340034484863,2.2656248956918716,True,20,True,True
base_0055_threshold,base_0055,call_frame,threshold,test,source,6,1,0,-0.8939182758331299,-0.5501682758331299,-0.34375,False,15,False,False
base_0055_threshold,base_0055,call_frame,threshold,test,target,4,0,1,-0.6697667837142944,-0.7322667837142944,0.0625,True,15,True,False
base_0056_affine,base_0056,padded_shadow,affine,test,source,5,9,8,-0.506998598575592,-3.8038735389709473,3.2968749403953552,True,24,True,False
base_0056_affine,base_0056,padded_shadow,affine,test,target,4,8,9,-1.6934928894042969,-0.8653678894042969,-0.828125,False,24,False,False
base_0056_threshold,base_0056,padded_shadow,threshold,test,source,5,1,0,-0.6891319155693054,-0.7047569155693054,0.015625,True,16,True,True
base_0056_threshold,base_0056,padded_shadow,threshold,test,target,4,0,1,-0.5015617609024048,-0.9390617609024048,0.4375,True,15,True,True
base_0057_affine,base_0057,global_shadow,affine,test,source,6,9,7,-0.16692572832107544,-4.04192590713501,3.8750001788139343,True,24,True,True
base_0057_affine,base_0057,global_shadow,affine,test,target,4,7,9,-0.06849036365747452,-6.927865505218506,6.859375141561031,True,22,True,True
base_0057_threshold,base_0057,global_shadow,threshold,test,source,6,1,0,-0.6663422584533691,-0.7288422584533691,0.0625,True,16,True,True
base_0057_threshold,base_0057,global_shadow,threshold,test,target,4,0,1,-0.393453985452652,-1.1278289556503296,0.7343749701976776,True,15,True,True
base_0058_affine,base_0058,call_frame,affine,test,source,5,8,9,-0.4928264021873474,-1.4772014617919922,0.9843750596046448,True,23,True,True
base_0058_affine,base_0058,call_frame,affine,test,target,6,9,8,-0.37990468740463257,-2.8017797470092773,2.4218750596046448,True,24,True,True
base_0058_threshold,base_0058,call_frame,threshold,test,source,5,0,1,-0.5800930261611938,-0.8457180261611938,0.265625,True,15,True,True
base_0058_threshold,base_0058,call_frame,threshold,test,target,6,1,0,-0.6489303708076477,-0.7426803708076477,0.09375,True,16,True,True
base_0059_affine,base_0059,padded_shadow,affine,calib,source,5,9,7,-0.4530440866947174,-4.5624189376831055,4.109374850988388,True,24,True,True
base_0059_affine,base_0059,padded_shadow,affine,calib,target,3,7,9,-0.40202534198760986,-4.73015022277832,4.3281248807907104,True,22,True,True
base_0059_threshold,base_0059,padded_shadow,threshold,calib,source,5,1,0,-0.9114454984664917,-0.5208204984664917,-0.390625,False,15,False,False
base_0059_threshold,base_0059,padded_shadow,threshold,calib,target,3,0,1,-0.2888825535774231,-1.3982574939727783,1.1093749403953552,True,15,True,False
base_0060_affine,base_0060,global_shadow,affine,test,source,3,4,8,-0.2231372594833374,-4.363762378692627,4.1406251192092896,True,19,True,True
base_0060_affine,base_0060,global_shadow,affine,test,target,7,8,4,-0.06283044815063477,-5.187830448150635,5.125,True,23,True,True
base_0060_threshold,base_0060,global_shadow,threshold,test,source,3,0,1,-0.3897629976272583,-1.1397629976272583,0.75,True,15,True,False
base_0060_threshold,base_0060,global_shadow,threshold,test,target,7,1,0,-0.6943721175193787,-0.6943721175193787,0.0,False,15,False,False
base_0061_affine,base_0061,call_frame,affine,test,source,5,6,8,-0.21066907048225403,-3.9450440406799316,3.7343749701976776,True,21,True,True
base_0061_affine,base_0061,call_frame,affine,test,target,7,8,6,-0.8018659353256226,-0.8956159353256226,0.09375,True,23,True,True
base_0061_threshold,base_0061,call_frame,threshold,test,source,5,0,1,-0.6079794764518738,-0.7954794764518738,0.1875,True,15,True,False
base_0061_threshold,base_0061,call_frame,threshold,test,target,7,1,0,-0.7509874105453491,-0.6416124105453491,-0.109375,False,15,False,False
base_0062_affine,base_0062,padded_shadow,affine,test,source,7,8,3,-0.5559201240539551,-4.571545124053955,4.015625,True,23,True,True
base_0062_affine,base_0062,padded_shadow,affine,test,target,2,3,8,-0.41969361901283264,-2.9665687084198,2.546875089406967,True,18,True,True
base_0062_threshold,base_0062,padded_shadow,threshold,test,source,7,1,0,-0.5645840764045715,-0.8458340764045715,0.28125,True,16,True,True
base_0062_threshold,base_0062,padded_shadow,threshold,test,target,2,0,1,-0.6712774038314819,-0.7181524038314819,0.046875,True,15,True,True
base_0063_affine,base_0063,global_shadow,affine,test,source,6,7,4,-0.32827234268188477,-3.4376473426818848,3.109375,True,22,True,True
base_0063_affine,base_0063,global_shadow,affine,test,target,3,4,7,-0.050344422459602356,-5.956594467163086,5.906250044703484,True,19,True,True
base_0063_threshold,base_0063,global_shadow,threshold,test,source,6,1,0,-0.9275243282318115,-0.5056493282318115,-0.421875,False,15,False,False
base_0063_threshold,base_0063,global_shadow,threshold,test,target,3,0,1,-0.2203383892774582,-1.6265883445739746,1.4062499552965164,True,15,True,False
base_0064_affine,base_0064,call_frame,affine,calib,source,6,8,9,-0.6276043653488159,-0.9869793653488159,0.359375,True,23,True,True
base_0064_affine,base_0064,call_frame,affine,calib,target,7,9,8,-0.6747637987136841,-1.002888798713684,0.328125,True,24,True,True
base_0064_threshold,base_0064,call_frame,threshold,calib,source,6,0,1,-0.3851414918899536,-1.1663914918899536,0.78125,True,15,True,False
base_0064_threshold,base_0064,call_frame,threshold,calib,target,7,1,0,-0.7605859041213989,-0.6355859041213989,-0.125,False,15,False,False
base_0065_affine,base_0065,padded_shadow,affine,test,source,5,9,7,-0.47394466400146484,-4.614569664001465,4.140625,True,24,True,True
base_0065_affine,base_0065,padded_shadow,affine,test,target,3,7,9,-0.28355875611305237,-3.4398088455200195,3.156250089406967,True,22,True,True
base_0065_threshold,base_0065,padded_shadow,threshold,test,source,5,1,0,-0.8643800020217896,-0.5675050020217896,-0.296875,False,15,False,False
base_0065_threshold,base_0065,padded_shadow,threshold,test,target,3,0,1,-0.33017468452453613,-1.2832996845245361,0.953125,True,15,True,False
base_0066_affine,base_0066,global_shadow,affine,calib,source,5,8,6,-0.22089751064777374,-3.3771474361419678,3.156249925494194,True,23,True,True
base_0066_affine,base_0066,global_shadow,affine,calib,target,3,6,8,-0.16265170276165009,-5.428276538848877,5.265624836087227,True,21,True,True
base_0066_threshold,base_0066,global_shadow,threshold,calib,source,5,1,0,-0.7940678000450134,-0.6065678000450134,-0.1875,False,15,False,False
base_0066_threshold,base_0066,global_shadow,threshold,calib,target,3,0,1,-0.3280254006385803,-1.2811503410339355,0.9531249403953552,True,15,True,False
base_0067_affine,base_0067,call_frame,affine,test,source,4,6,9,-0.43357789516448975,-2.5273280143737793,2.0937501192092896,True,21,True,True
base_0067_affine,base_0067,call_frame,affine,test,target,7,9,6,-0.2019188404083252,-3.076918840408325,2.875,True,24,True,True
base_0067_threshold,base_0067,call_frame,threshold,test,source,4,0,1,-0.6849691867828369,-0.7318441867828369,0.046875,True,15,True,True
base_0067_threshold,base_0067,call_frame,threshold,test,target,7,1,0,-0.5812918543815613,-0.8312918543815613,0.25,True,16,True,True
base_0068_affine,base_0068,padded_shadow,affine,test,source,5,9,7,-0.3168664276599884,-4.019991397857666,3.7031249701976776,True,24,True,True
base_0068_affine,base_0068,padded_shadow,affine,test,target,3,7,9,-0.19756093621253967,-5.338185787200928,5.140624850988388,True,22,True,True
base_0068_threshold,base_0068,padded_shadow,threshold,test,source,5,1,0,-0.6731114387512207,-0.7199864387512207,0.046875,True,16,True,True
base_0068_threshold,base_0068,padded_shadow,threshold,test,target,3,0,1,-0.403881311416626,-1.107006311416626,0.703125,True,15,True,True
base_0069_affine,base_0069,global_shadow,affine,calib,source,5,6,3,-0.20841580629348755,-3.3802907466888428,3.1718749403953552,True,21,True,True
base_0069_affine,base_0069,global_shadow,affine,calib,target,2,3,6,-0.05083230137825012,-5.753957271575928,5.703124970197678,True,18,True,True
base_0069_threshold,base_0069,global_shadow,threshold,calib,source,5,1,0,-0.5997427701950073,-0.8028677701950073,0.203125,True,16,True,True
base_0069_threshold,base_0069,global_shadow,threshold,calib,target,2,0,1,-0.23113469779491425,-1.5905096530914307,1.3593749552965164,True,15,True,True
base_0070_affine,base_0070,call_frame,affine,test,source,6,9,8,-0.61081862449646,-1.07956862449646,0.46875,True,24,True,True
base_0070_affine,base_0070,call_frame,affine,test,target,5,8,9,-0.11265706270933151,-4.222032070159912,4.109375007450581,True,23,True,True
base_0070_threshold,base_0070,call_frame,threshold,test,source,6,1,0,-0.7868006229400635,-0.6149256229400635,-0.171875,False,15,False,False
base_0070_threshold,base_0070,call_frame,threshold,test,target,5,0,1,-0.6410500407218933,-0.7504250407218933,0.109375,True,15,True,False
base_0071_affine,base_0071,padded_shadow,affine,test,source,6,8,9,-1.097852349281311,-1.457227349281311,0.359375,True,23,True,True
base_0071_affine,base_0071,padded_shadow,affine,test,target,7,9,8,-0.5722359418869019,-1.7441109418869019,1.171875,True,24,True,True
base_0071_threshold,base_0071,padded_shadow,threshold,test,source,6,0,1,-0.4702104330062866,-0.9858354330062866,0.515625,True,15,True,False
base_0071_threshold,base_0071,padded_shadow,threshold,test,target,7,1,0,-1.0262219905853271,-0.4480969309806824,-0.5781250596046448,False,15,False,False
base_0072_affine,base_0072,global_shadow,affine,calib,source,4,8,9,-1.2232701778411865,-0.5982701182365417,-0.6250000596046448,False,24,False,False
base_0072_affine,base_0072,global_shadow,affine,calib,target,5,9,8,-0.0833321288228035,-4.333332061767578,4.249999932944775,True,24,True,False
base_0072_threshold,base_0072,global_shadow,threshold,calib,source,4,0,1,-0.3336554169654846,-1.2711553573608398,0.9374999403953552,True,15,True,False
base_0072_threshold,base_0072,global_shadow,threshold,calib,target,5,1,0,-0.9659037590026855,-0.48152875900268555,-0.484375,False,15,False,False
base_0073_affine,base_0073,call_frame,affine,calib,source,2,6,9,-0.8715567588806152,-1.6684317588806152,0.796875,True,21,True,True
base_0073_affine,base_0073,call_frame,affine,calib,target,5,9,6,-0.0852394700050354,-4.366489410400391,4.281249940395355,True,24,True,True
base_0073_threshold,base_0073,call_frame,threshold,calib,source,2,0,1,-0.8637897968292236,-0.5512897968292236,-0.3125,False,16,False,False
base_0073_threshold,base_0073,call_frame,threshold,calib,target,5,1,0,-0.6419227719306946,-0.7512977719306946,0.109375,True,16,True,False
base_0074_affine,base_0074,padded_shadow,affine,test,source,5,6,4,-0.32706472277641296,-4.889564514160156,4.562499791383743,True,21,True,True
base_0074_affine,base_0074,padded_shadow,affine,test,target,3,4,6,-0.2199798971414566,-4.360604763031006,4.140624865889549,True,19,True,True
base_0074_threshold,base_0074,padded_shadow,threshold,test,source,5,1,0,-0.919389009475708,-0.513139009475708,-0.40625,False,15,False,False
base_0074_threshold,base_0074,padded_shadow,threshold,test,target,3,0,1,-0.2184782773256302,-1.6403533220291138,1.4218750447034836,True,15,True,False
base_0075_affine,base_0075,global_shadow,affine,calib,source,5,8,7,-0.30545574426651,-2.3367056846618652,2.0312499403953552,True,23,True,True
base_0075_affine,base_0075,global_shadow,affine,calib,target,4,7,8,-0.130499929189682,-5.099249839782715,4.968749910593033,True,22,True,True
base_0075_threshold,base_0075,global_shadow,threshold,calib,source,5,1,0,-0.9130189418792725,-0.5380189418792725,-0.375,False,15,False,False
base_0075_threshold,base_0075,global_shadow,threshold,calib,target,4,0,1,-0.30744439363479614,-1.3386943340301514,1.0312499403953552,True,15,True,False
base_0076_affine,base_0076,call_frame,affine,calib,source,7,9,8,-0.33622339367866516,-1.7737233638763428,1.4374999701976776,True,24,True,True
base_0076_affine,base_0076,call_frame,affine,calib,target,6,8,9,-0.1492433100938797,-3.0086183547973633,2.8593750447034836,True,23,True,True
base_0076_threshold,base_0076,call_frame,threshold,calib,source,7,1,0,-0.8307576775550842,-0.5807576775550842,-0.25,False,15,False,False
base_0076_threshold,base_0076,call_frame,threshold,calib,target,6,0,1,-0.5912280082702637,-0.8099780082702637,0.21875,True,15,True,False
base_0077_affine,base_0077,padded_shadow,affine,test,source,3,4,8,-0.8793472051620483,-3.894972324371338,3.0156251192092896,True,19,True,True
base_0077_affine,base_0077,padded_shadow,affine,test,target,7,8,4,-1.2447407245635986,-4.1978654861450195,2.953124761581421,True,16,False,True
base_0077_threshold,base_0077,padded_shadow,threshold,test,source,3,0,1,-0.5382595658302307,-0.8820095658302307,0.34375,True,15,True,False
base_0077_threshold,base_0077,padded_shadow,threshold,test,target,7,1,0,-0.8730897903442383,-0.5449647903442383,-0.328125,False,15,False,False
base_0078_affine,base_0078,global_shadow,affine,test,source,3,7,9,-0.20750582218170166,-5.113755702972412,4.9062498807907104,True,22,True,True
base_0078_affine,base_0078,global_shadow,affine,test,target,5,9,7,-0.13842588663101196,-4.154050827026367,4.015624940395355,True,24,True,True
base_0078_threshold,base_0078,global_shadow,threshold,test,source,3,0,1,-0.5645977258682251,-0.8458477258682251,0.28125,True,15,True,False
base_0078_threshold,base_0078,global_shadow,threshold,test,target,5,1,0,-0.9462711811065674,-0.4931461811065674,-0.453125,False,15,False,False
base_0079_affine,base_0079,call_frame,affine,test,source,3,5,6,-0.35327795147895813,-2.2595279216766357,1.9062499701976776,True,20,True,False
base_0079_affine,base_0079,call_frame,affine,test,target,4,6,5,-0.9510697722434998,-0.7791947722434998,-0.171875,False,20,False,False
base_0079_threshold,base_0079,call_frame,threshold,test,source,3,0,1,-0.4020189642906189,-1.1207690238952637,0.7187500596046448,True,15,True,False
base_0079_threshold,base_0079,call_frame,threshold,test,target,4,1,0,-0.8116227984428406,-0.5928727984428406,-0.21875,False,15,False,False
base_0080_affine,base_0080,padded_shadow,affine,test,source,7,8,4,-1.0371030569076538,-4.568353176116943,3.5312501192092896,True,16,False,True
base_0080_affine,base_0080,padded_shadow,affine,test,target,3,4,8,-0.39766445755958557,-4.382039546966553,3.984375089406967,True,19,True,True
base_0080_threshold,base_0080,padded_shadow,threshold,test,source,7,1,0,-0.4758332371711731,-0.9758332371711731,0.5,True,16,True,False
base_0080_threshold,base_0080,padded_shadow,threshold,test,target,3,0,1,-0.7016496062278748,-0.6860246062278748,-0.015625,False,16,False,False
base_0081_affine,base_0081,global_shadow,affine,test,source,6,8,4,-0.1831539273262024,-3.8237788677215576,3.6406249403953552,True,23,True,True
base_0081_affine,base_0081,global_shadow,affine,test,target,2,4,8,-0.06239475682377815,-6.093644618988037,6.031249862164259,True,19,True,True
base_0081_threshold,base_0081,global_shadow,threshold,test,source,6,1,0,-0.7627405524253845,-0.6377405524253845,-0.125,False,15,False,False
base_0081_threshold,base_0081,global_shadow,threshold,test,target,2,0,1,-0.198734313249588,-1.7299842834472656,1.5312499701976776,True,15,True,False
base_0082_affine,base_0082,call_frame,affine,test,source,7,8,5,-0.10615064203739166,-4.9342756271362305,4.828124985098839,True,23,True,True
base_0082_affine,base_0082,call_frame,affine,test,target,4,5,8,-0.1041727140545845,-2.963547706604004,2.8593749925494194,True,20,True,True
base_0082_threshold,base_0082,call_frame,threshold,test,source,7,1,0,-0.6246601343154907,-0.7965351343154907,0.171875,True,16,True,False
base_0082_threshold,base_0082,call_frame,threshold,test,target,4,0,1,-0.7910251617431641,-0.6191501617431641,-0.171875,False,16,False,False
base_0083_affine,base_0083,padded_shadow,affine,test,source,7,8,6,-0.4277021586894989,-4.318326950073242,3.8906247913837433,True,23,True,True
base_0083_affine,base_0083,padded_shadow,affine,test,target,5,6,8,-0.7673203945159912,-2.611070394515991,1.84375,True,21,True,True
base_0083_threshold,base_0083,padded_shadow,threshold,test,source,7,1,0,-0.6956116557121277,-0.6956116557121277,0.0,False,15,False,False
base_0083_threshold,base_0083,padded_shadow,threshold,test,target,5,0,1,-0.44152411818504333,-1.0352741479873657,0.5937500298023224,True,15,True,False
base_0084_affine,base_0084,global_shadow,affine,test,source,5,8,9,-0.20739403367042542,-2.7073941230773926,2.500000089406967,True,23,True,True
base_0084_affine,base_0084,global_shadow,affine,test,target,6,9,8,-0.16917388141155243,-4.669173717498779,4.499999836087227,True,24,True,True
base_0084_threshold,base_0084,global_shadow,threshold,test,source,5,0,1,-0.384678453207016,-1.1503034830093384,0.7656250298023224,True,15,True,False
base_0084_threshold,base_0084,global_shadow,threshold,test,target,6,1,0,-0.8992296457290649,-0.5242296457290649,-0.375,False,15,False,False
base_0085_affine,base_0085,call_frame,affine,calib,source,5,8,6,-0.19665786623954773,-3.80603289604187,3.6093750298023224,True,23,True,True
base_0085_affine,base_0085,call_frame,affine,calib,target,3,6,8,-0.14923787117004395,-4.414862632751465,4.265624761581421,True,21,True,True
base_0085_threshold,base_0085,call_frame,threshold,calib,source,5,1,0,-0.9450703263282776,-0.5075703263282776,-0.4375,False,15,False,False
base_0085_threshold,base_0085,call_frame,threshold,calib,target,3,0,1,-0.6346525549888611,-0.7596525549888611,0.125,True,15,True,False
base_0086_affine,base_0086,padded_shadow,affine,calib,source,3,4,6,-1.1177845001220703,-3.1646595001220703,2.046875,True,19,True,True
base_0086_affine,base_0086,padded_shadow,affine,calib,target,5,6,4,-1.0783838033676147,-3.5002589225769043,2.4218751192092896,True,21,True,True
base_0086_threshold,base_0086,padded_shadow,threshold,calib,source,3,0,1,-0.7059802412986755,-0.6903552412986755,-0.015625,False,16,False,False
base_0086_threshold,base_0086,padded_shadow,threshold,calib,target,5,1,0,-0.7680495977401733,-0.6274245977401733,-0.140625,False,15,False,False
base_0087_affine,base_0087,global_shadow,affine,test,source,2,3,7,-0.26540064811706543,-3.0466506481170654,2.78125,True,18,True,True
base_0087_affine,base_0087,global_shadow,affine,test,target,6,7,3,-0.09683448076248169,-3.440584421157837,3.3437499403953552,True,22,True,True
base_0087_threshold,base_0087,global_shadow,threshold,test,source,2,0,1,-0.5171036720275879,-0.9389786720275879,0.421875,True,15,True,True
base_0087_threshold,base_0087,global_shadow,threshold,test,target,6,1,0,-0.5764160752296448,-0.8420410752296448,0.265625,True,16,True,True
base_0088_affine,base_0088,call_frame,affine,test,source,6,8,5,-0.4957229495048523,-2.058223009109497,1.5625000596046448,True,23,True,True
base_0088_affine,base_0088,call_frame,affine,test,target,3,5,8,-0.0805639773607254,-6.346189022064209,6.265625044703484,True,20,True,True
base_0088_threshold,base_0088,call_frame,threshold,test,source,6,1,0,-0.72060626745224,-0.67373126745224,-0.046875,False,15,False,False
base_0088_threshold,base_0088,call_frame,threshold,test,target,3,0,1,-0.664380669593811,-0.726880669593811,0.0625,True,15,True,False
base_0089_affine,base_0089,padded_shadow,affine,calib,source,4,9,8,-0.8227126598358154,-2.4164626598358154,1.59375,True,24,True,True
base_0089_affine,base_0089,padded_shadow,affine,calib,target,3,8,9,-0.5036900043487549,-4.066189765930176,3.562499761581421,True,23,True,True
base_0089_threshold,base_0089,padded_shadow,threshold,calib,source,4,1,0,-0.769689679145813,-0.629064679145813,-0.140625,False,15,False,False
base_0089_threshold,base_0089,padded_shadow,threshold,calib,target,3,0,1,-0.4113485515117645,-1.098848581314087,0.6875000298023224,True,15,True,False
base_0090_affine,base_0090,global_shadow,affine,test,source,5,8,9,-0.1365758329629898,-4.105325698852539,3.9687498658895493,True,23,True,True
base_0090_affine,base_0090,global_shadow,affine,test,target,6,9,8,-0.1664721518754959,-3.0258471965789795,2.8593750447034836,True,24,True,True
base_0090_threshold,base_0090,global_shadow,threshold,test,source,5,0,1,-0.38843443989753723,-1.1384344100952148,0.7499999701976776,True,15,True,False
base_0090_threshold,base_0090,global_shadow,threshold,test,target,6,1,0,-0.8904806971549988,-0.5311056971549988,-0.359375,False,15,False,False
base_0091_affine,base_0091,call_frame,affine,test,source,4,6,5,-1.8082345724105835,-0.3707345426082611,-1.4375000298023224,False,20,False,False
base_0091_affine,base_0091,call_frame,affine,test,target,3,5,6,-0.09607631713151932,-4.830451488494873,4.734375171363354,True,20,True,False
base_0091_threshold,base_0091,call_frame,threshold,test,source,4,1,0,-0.5278293490409851,-0.9028293490409851,0.375,True,16,True,False
base_0091_threshold,base_0091,call_frame,threshold,test,target,3,0,1,-0.891140878200531,-0.531765878200531,-0.359375,False,16,False,False
base_0092_affine,base_0092,padded_shadow,affine,test,source,3,5,9,-1.6820329427719116,-2.588283061981201,0.9062501192092896,True,16,False,True
base_0092_affine,base_0092,padded_shadow,affine,test,target,7,9,5,-1.4283347129821777,-3.7408347129821777,2.3125,True,16,False,True
base_0092_threshold,base_0092,padded_shadow,threshold,test,source,3,0,1,-0.6167806386947632,-0.8042806386947632,0.1875,True,15,True,False
base_0092_threshold,base_0092,padded_shadow,threshold,test,target,7,1,0,-0.8053855299949646,-0.6022605299949646,-0.203125,False,15,False,False
base_0093_affine,base_0093,global_shadow,affine,calib,source,4,8,7,-0.7003182172775269,-1.2315682172775269,0.53125,True,23,True,True
base_0093_affine,base_0093,global_shadow,affine,calib,target,3,7,8,-0.10078521072864532,-4.085160255432129,3.9843750447034836,True,22,True,True
base_0093_threshold,base_0093,global_shadow,threshold,calib,source,4,1,0,-0.8197656869888306,-0.5853906869888306,-0.234375,False,15,False,False
base_0093_threshold,base_0093,global_shadow,threshold,calib,target,3,0,1,-0.24610978364944458,-1.5273597240447998,1.2812499403953552,True,15,True,False
base_0094_affine,base_0094,call_frame,affine,test,source,2,4,9,-0.8834699392318726,-1.1803449392318726,0.296875,True,19,True,True
base_0094_affine,base_0094,call_frame,affine,test,target,7,9,4,-0.19660410284996033,-3.555979013442993,3.359374910593033,True,24,True,True
base_0094_threshold,base_0094,call_frame,threshold,test,source,2,0,1,-0.7222453951835632,-0.6753703951835632,-0.046875,False,16,False,False
base_0094_threshold,base_0094,call_frame,threshold,test,target,7,1,0,-0.45187973976135254,-1.0612547397613525,0.609375,True,16,True,False
base_0095_affine,base_0095,padded_shadow,affine,test,source,6,9,7,-0.8102356791496277,-4.169610500335693,3.3593748211860657,True,24,True,True
base_0095_affine,base_0095,padded_shadow,affine,test,target,4,7,9,-0.8782163858413696,-3.42509126663208,2.5468748807907104,True,22,True,True
base_0095_threshold,base_0095,padded_shadow,threshold,test,source,6,1,0,-0.9416074752807617,-0.5041074752807617,-0.4375,False,15,False,False
base_0095_threshold,base_0095,padded_shadow,threshold,test,target,4,0,1,-0.24723009765148163,-1.544105052947998,1.2968749552965164,True,15,True,False
base_0096_affine,base_0096,global_shadow,affine,test,source,2,4,9,-0.6264318227767944,-1.9545568227767944,1.328125,True,19,True,True
base_0096_affine,base_0096,global_shadow,affine,test,target,7,9,4,-0.12403776496648788,-4.749037742614746,4.624999977648258,True,24,True,True
base_0096_threshold,base_0096,global_shadow,threshold,test,source,2,0,1,-0.7265059351921082,-0.6952559351921082,-0.03125,False,16,False,False
base_0096_threshold,base_0096,global_shadow,threshold,test,target,7,1,0,-0.5991946458816528,-0.8023196458816528,0.203125,True,16,True,False
base_0097_affine,base_0097,call_frame,affine,test,source,3,5,9,-0.3435552716255188,-3.562305212020874,3.2187499403953552,True,20,True,True
base_0097_affine,base_0097,call_frame,affine,test,target,7,9,5,-0.22223018109798431,-2.5972301959991455,2.375000014901161,True,24,True,True
base_0097_threshold,base_0097,call_frame,threshold,test,source,3,0,1,-0.5849695205688477,-0.8349695205688477,0.25,True,15,True,True
base_0097_threshold,base_0097,call_frame,threshold,test,target,7,1,0,-0.637668788433075,-0.762668788433075,0.125,True,16,True,True
base_0098_affine,base_0098,padded_shadow,affine,test,source,6,8,9,-1.146121859550476,-1.114871859550476,-0.03125,False,24,False,False
base_0098_affine,base_0098,padded_shadow,affine,test,target,7,9,8,-0.30237478017807007,-2.083624839782715,1.7812500596046448,True,24,True,False
base_0098_threshold,base_0098,padded_shadow,threshold,test,source,6,0,1,-0.5252138376235962,-0.9002138376235962,0.375,True,15,True,False
base_0098_threshold,base_0098,padded_shadow,threshold,test,target,7,1,0,-0.8546835780143738,-0.5578085780143738,-0.296875,False,15,False,False
base_0099_affine,base_0099,global_shadow,affine,test,source,4,5,7,-0.15004904568195343,-4.103174209594727,3.953125163912773,True,20,True,True
base_0099_affine,base_0099,global_shadow,affine,test,target,6,7,5,-0.09574326872825623,-4.720743179321289,4.624999910593033,True,22,True,True
base_0099_threshold,base_0099,global_shadow,threshold,test,source,4,0,1,-0.39862683415412903,-1.1173768043518066,0.7187499701976776,True,15,True,False
base_0099_threshold,base_0099,global_shadow,threshold,test,target,6,1,0,-0.7512868046760559,-0.6419118046760559,-0.109375,False,15,False,False
