pair_id,base_id,template,op_family,split,variant,bound_value,bound_answer,other_answer,logp_bound,logp_other,logit_diff,correct,argmax_token_id,argmax_is_bound_answer,argmax_is_other_answer,error_type,both_counterfactuals_correct
base_0019_mul_sub,base_0019,call_frame,mul_sub,calib,target,6,4,2,-1.8992611169815063,-1.7898861169815063,-0.109375,False,16,False,False,other,False
base_0019_threshold,base_0019,call_frame,threshold,calib,source,5,0,1,-0.5818266868591309,-0.8474516868591309,0.265625,True,15,True,False,correct,True
base_0019_threshold,base_0019,call_frame,threshold,calib,target,6,1,0,-0.6057820320129395,-0.7932820320129395,0.1875,True,16,True,False,correct,True
base_0019_modulus,base_0019,call_frame,modulus,calib,source,5,2,0,-0.6106125116348267,-1.5481125116348267,0.9375,True,17,True,False,correct,True
base_0019_modulus,base_0019,call_frame,modulus,calib,target,6,0,2,-0.3922981321811676,-1.7672981023788452,1.3749999701976776,True,15,True,False,correct,True
base_0019_index,base_0019,call_frame,index,calib,source,5,4,0,-1.8813059329986572,-1.8188059329986572,-0.0625,False,15,False,True,wrong_binding,False
base_0019_index,base_0019,call_frame,index,calib,target,6,0,4,-1.6102089881896973,-1.6258339881896973,0.015625,True,15,True,False,correct,False
base_0020_affine,base_0020,padded_shadow,affine,test,source,5,8,9,-1.4383516311645508,-2.078976631164551,0.640625,True,16,False,False,other,True
base_0020_affine,base_0020,padded_shadow,affine,test,target,6,9,8,-1.5708119869232178,-2.8364369869232178,1.265625,True,16,False,False,other,True
base_0020_mul_sub,base_0020,padded_shadow,mul_sub,test,source,5,7,9,-2.7478339672088623,-2.5134589672088623,-0.234375,False,16,False,False,other,False
base_0020_mul_sub,base_0020,padded_shadow,mul_sub,test,target,6,9,7,-2.306976556777954,-2.775726556777954,0.46875,True,16,False,False,other,False
base_0020_threshold,base_0020,padded_shadow,threshold,test,source,5,0,1,-0.3829185664653778,-1.1485435962677002,0.7656250298023224,True,15,True,False,correct,False
base_0020_threshold,base_0020,padded_shadow,threshold,test,target,6,1,0,-0.9472337365150452,-0.49410873651504517,-0.453125,False,15,False,True,wrong_binding,False
base_0020_modulus,base_0020,padded_shadow,modulus,test,source,5,2,0,-0.15002810955047607,-2.9469032287597656,2.7968751192092896,True,17,True,False,correct,False
base_0020_modulus,base_0020,padded_shadow,modulus,test,target,6,0,2,-1.8026243448257446,-0.318249374628067,-1.4843749701976776,False,17,False,True,wrong_binding,False
base_0020_index,base_0020,padded_shadow,index,test,source,5,2,9,-2.1839599609375,-2.6527099609375,0.46875,True,18,False,False,other,False
base_0020_index,base_0020,padded_shadow,index,test,target,6,9,2,-2.674046516418457,-2.283421516418457,-0.390625,False,18,False,False,other,False
base_0021_affine,base_0021,global_shadow,affine,calib,source,7,9,4,-0.251072496175766,-5.157322406768799,4.906249910593033,True,24,True,False,correct,True
base_0021_affine,base_0021,global_shadow,affine,calib,target,2,4,9,-0.40395858883857727,-5.528958797454834,5.125000208616257,True,19,True,False,correct,True
base_0021_threshold,base_0021,global_shadow,threshold,calib,source,7,1,0,-0.6661035418510437,-0.7286035418510437,0.0625,True,16,True,False,correct,True
base_0021_threshold,base_0021,global_shadow,threshold,calib,target,2,0,1,-0.40420690178871155,-1.1073318719863892,0.7031249701976776,True,15,True,False,correct,True
base_0021_modulus,base_0021,global_shadow,modulus,calib,source,7,1,0,-0.16441099345684052,-2.2112860679626465,2.046875074505806,True,16,True,False,correct,False
base_0021_modulus,base_0021,global_shadow,modulus,calib,target,2,0,1,-1.6754146814346313,-0.23791466653347015,-1.4375000149011612,False,16,False,True,wrong_binding,False
base_0021_index,base_0021,global_shadow,index,calib,source,7,6,9,-1.451549768447876,-2.076549768447876,0.625,True,21,True,False,correct,False
base_0021_index,base_0021,global_shadow,index,calib,target,2,9,6,-2.392014980316162,-1.079514980316162,-1.3125,False,21,False,True,wrong_binding,False
base_0022_affine,base_0022,call_frame,affine,test,source,2,4,7,-3.835798740386963,-0.21079884469509125,-3.6249998956918716,False,22,False,True,wrong_binding,False
base_0022_affine,base_0022,call_frame,affine,test,target,5,7,4,-0.07612770050764084,-5.513627529144287,5.437499828636646,True,22,True,False,correct,False
base_0022_mul_sub,base_0022,call_frame,mul_sub,test,source,2,0,9,-2.8294930458068848,-2.6732430458068848,-0.15625,False,16,False,False,other,False
base_0022_mul_sub,base_0022,call_frame,mul_sub,test,target,5,9,0,-2.594388484954834,-3.469388484954834,0.875,True,16,False,False,other,False
base_0022_threshold,base_0022,call_frame,threshold,test,source,2,0,1,-0.694852352142334,-0.694852352142334,0.0,False,15,True,False,correct,False
base_0022_threshold,base_0022,call_frame,threshold,test,target,5,1,0,-0.6564873456954956,-0.7346123456954956,0.078125,True,16,True,False,correct,False
base_0022_modulus,base_0022,call_frame,modulus,test,source,2,0,1,-1.7668521404266357,-0.25122708082199097,-1.5156250596046448,False,16,False,True,wrong_binding,False
base_0022_modulus,base_0022,call_frame,modulus,test,target,5,1,0,-0.09120652079582214,-2.9662065505981445,2.8750000298023224,True,16,True,False,correct,False
base_0022_index,base_0022,call_frame,index,test,source,2,6,4,-2.557098627090454,-2.244598627090454,-0.3125,False,18,False,False,other,False
base_0022_index,base_0022,call_frame,index,test,target,5,4,6,-2.008423328399658,-2.461548328399658,0.453125,True,20,False,False,other,False
base_0023_affine,base_0023,padded_shadow,affine,test,source,4,7,8,-1.0488089323043823,-1.1738089323043823,0.125,True,22,True,False,correct,True
base_0023_affine,base_0023,padded_shadow,affine,test,target,5,8,7,-0.3707681894302368,-2.6520180702209473,2.2812498807907104,True,23,True,False,correct,True
base_0023_mul_sub,base_0023,padded_shadow,mul_sub,test,source,4,1,3,-1.0083560943603516,-2.6021060943603516,1.59375,True,16,True,False,correct,False
base_0023_mul_sub,base_0023,padded_shadow,mul_sub,test,target,5,3,1,-3.088764190673828,-0.6981391310691833,-2.3906250596046448,False,16,False,True,wrong_binding,False
base_0023_threshold,base_0023,padded_shadow,threshold,test,source,4,0,1,-0.5074295401573181,-0.9293045401573181,0.421875,True,15,True,False,correct,False
base_0023_threshold,base_0023,padded_shadow,threshold,test,target,5,1,0,-0.8027093410491943,-0.5995843410491943,-0.203125,False,15,False,True,wrong_binding,False
base_0023_modulus,base_0023,padded_shadow,modulus,test,source,4,0,1,-1.5551199913024902,-0.3207450211048126,-1.2343749701976776,False,16,False,True,wrong_binding,False
base_0023_modulus,base_0023,padded_shadow,modulus,test,target,5,1,0,-0.06363817304372787,-3.407388210296631,3.343750037252903,True,16,True,False,correct,False
base_0023_index,base_0023,padded_shadow,index,test,source,4,9,7,-1.0115169286727905,-2.29276704788208,1.2812501192092896,True,24,True,False,correct,False
base_0023_index,base_0023,padded_shadow,index,test,target,5,7,9,-2.301879644393921,-1.239379644393921,-1.0625,False,24,False,True,wrong_binding,False
base_0024_affine,base_0024,global_shadow,affine,test,source,3,5,9,-0.12012030184268951,-5.151370525360107,5.031250223517418,True,20,True,False,correct,True
base_0024_affine,base_0024,global_shadow,affine,test,target,7,9,5,-0.29649701714515686,-1.9058719873428345,1.6093749701976776,True,24,True,False,correct,True
base_0024_mul_sub,base_0024,global_shadow,mul_sub,test,source,3,1,9,-1.3038954734802246,-2.9445204734802246,1.640625,True,16,True,False,correct,False
base_0024_mul_sub,base_0024,global_shadow,mul_sub,test,target,7,9,1,-1.4525007009506226,-0.9212507009506226,-0.53125,False,16,False,True,wrong_binding,False
base_0024_threshold,base_0024,global_shadow,threshold,test,source,3,0,1,-0.47308284044265747,-0.9887078404426575,0.515625,True,15,True,False,correct,False
base_0024_threshold,base_0024,global_shadow,threshold,test,target,7,1,0,-0.7931802868843079,-0.6056802868843079,-0.1875,False,15,False,True,wrong_binding,False
base_0024_modulus,base_0024,global_shadow,modulus,test,source,3,0,1,-0.25191041827201843,-2.064410448074341,1.8125000298023224,True,15,True,False,correct,True
base_0024_modulus,base_0024,global_shadow,modulus,test,target,7,1,0,-0.13108398020267487,-2.7717089653015137,2.640624985098839,True,16,True,False,correct,True
base_0024_index,base_0024,global_shadow,index,test,source,3,1,2,-1.1264818906784058,-3.0796070098876953,1.9531251192092896,True,16,True,False,correct,False
base_0024_index,base_0024,global_shadow,index,test,target,7,2,1,-3.393791675567627,-0.815666675567627,-2.578125,False,16,False,True,wrong_binding,False
base_0025_affine,base_0025,call_frame,affine,test,source,6,9,8,-1.682916283607483,-0.3079163134098053,-1.3749999701976776,False,23,False,True,wrong_binding,False
base_0025_affine,base_0025,call_frame,affine,test,target,5,8,9,-0.13034895062446594,-5.520974159240723,5.390625208616257,True,23,True,False,correct,False
base_0025_mul_sub,base_0025,call_frame,mul_sub,test,source,6,3,1,-1.8395776748657227,-1.0427026748657227,-0.796875,False,16,False,True,wrong_binding,False
base_0025_mul_sub,base_0025,call_frame,mul_sub,test,target,5,1,3,-1.2995436191558838,-1.8932936191558838,0.59375,True,16,True,False,correct,False
base_0025_threshold,base_0025,call_frame,threshold,test,source,6,1,0,-0.8736988306045532,-0.5455738306045532,-0.328125,False,15,False,True,wrong_binding,False
base_0025_threshold,base_0025,call_frame,threshold,test,target,5,0,1,-0.6414139270782471,-0.7507889270782471,0.109375,True,15,True,False,correct,False
base_0025_modulus,base_0025,call_frame,modulus,test,source,6,0,1,-2.095839500427246,-0.22083939611911774,-1.8750001043081284,False,16,False,True,wrong_binding,False
base_0025_modulus,base_0025,call_frame,modulus,test,target,5,1,0,-0.16631107032299042,-2.213186025619507,2.0468749552965164,True,16,True,False,correct,False
base_0025_index,base_0025,call_frame,index,test,source,6,9,2,-2.001112461090088,-2.188612461090088,0.1875,True,23,False,False,other,True
base_0025_index,base_0025,call_frame,index,test,target,5,2,9,-1.9178575277328491,-2.2147326469421387,0.29687511920928955,True,15,False,False,other,True
base_0026_affine,base_0026,padded_shadow,affine,calib,source,7,8,6,-0.6137024760246277,-4.535577297210693,3.9218748211860657,True,23,True,False,correct,True
base_0026_affine,base_0026,padded_shadow,affine,calib,target,5,6,8,-0.8994928598403931,-2.3682427406311035,1.4687498807907104,True,21,True,False,correct,True
base_0026_mul_sub,base_0026,padded_shadow,mul_sub,calib,source,7,6,2,-3.1164543628692627,-2.0539543628692627,-1.0625,False,16,False,False,other,False
base_0026_mul_sub,base_0026,padded_shadow,mul_sub,calib,target,5,2,6,-2.403458595275879,-3.356583595275879,0.953125,True,16,False,False,other,False
base_0026_threshold,base_0026,padded_shadow,threshold,calib,source,7,1,0,-0.7846874594688416,-0.6128124594688416,-0.171875,False,15,False,True,wrong_binding,False
base_0026_threshold,base_0026,padded_shadow,threshold,calib,target,5,0,1,-0.36880481243133545,-1.1813048124313354,0.8125,True,15,True,False,correct,False
base_0026_modulus,base_0026,padded_shadow,modulus,calib,source,7,3,1,-0.32182639837265015,-2.431201457977295,2.1093750596046448,True,18,True,False,correct,False
base_0026_modulus,base_0026,padded_shadow,modulus,calib,target,5,1,3,-0.9770500659942627,-0.8833000659942627,-0.09375,False,18,False,True,wrong_binding,False
base_0026_index,base_0026,padded_shadow,index,calib,source,7,2,1,-2.1807148456573486,-2.3213398456573486,0.140625,True,22,False,False,other,False
base_0026_index,base_0026,padded_shadow,index,calib,target,5,1,2,-2.346846103668213,-2.096846103668213,-0.25,False,22,False,False,other,False
base_0027_affine,base_0027,global_shadow,affine,test,source,6,7,4,-0.12010475993156433,-3.9326047897338867,3.8125000298023224,True,22,True,False,correct,True
base_0027_affine,base_0027,global_shadow,affine,test,target,3,4,7,-0.039073601365089417,-5.976573467254639,5.937499865889549,True,19,True,False,correct,True
base_0027_mul_sub,base_0027,global_shadow,mul_sub,test,source,6,8,2,-2.0410497188568115,-2.1191747188568115,0.078125,True,16,False,False,other,True
base_0027_mul_sub,base_0027,global_shadow,mul_sub,test,target,3,2,8,-0.7380616068840027,-4.128686428070068,3.3906248211860657,True,17,True,False,correct,True
base_0027_threshold,base_0027,global_shadow,threshold,test,source,6,1,0,-1.1917335987091064,-0.36360856890678406,-0.8281250298023224,False,15,False,True,wrong_binding,False
base_0027_threshold,base_0027,global_shadow,threshold,test,target,3,0,1,-0.1567087024450302,-1.9379587173461914,1.7812500149011612,True,15,True,False,correct,False
base_0027_modulus,base_0027,global_shadow,modulus,test,source,6,0,1,-0.09345076233148575,-2.7340757846832275,2.640625022351742,True,15,True,False,correct,True
base_0027_modulus,base_0027,global_shadow,modulus,test,target,3,1,0,-0.07713668048381805,-3.014636754989624,2.937500074505806,True,16,True,False,correct,True
base_0027_index,base_0027,global_shadow,index,test,source,6,5,4,-2.8552744388580322,-3.7458994388580322,0.890625,True,24,False,False,other,False
base_0027_index,base_0027,global_shadow,index,test,target,3,4,5,-4.67693567276001,-3.270685911178589,-1.406249761581421,False,24,False,False,other,False
base_0028_affine,base_0028,call_frame,affine,test,source,7,9,5,-0.6433437466621399,-2.221468687057495,1.5781249403953552,True,24,True,False,correct,True
base_0028_affine,base_0028,call_frame,affine,test,target,3,5,9,-0.07600584626197815,-6.826005935668945,6.750000089406967,True,20,True,False,correct,True
base_0028_mul_sub,base_0028,call_frame,mul_sub,test,source,7,8,0,-3.6933822631835938,-3.0215072631835938,-0.671875,False,16,False,False,other,False
base_0028_mul_sub,base_0028,call_frame,mul_sub,test,target,3,0,8,-1.7958598136901855,-3.5927348136901855,1.796875,True,16,False,False,other,False
base_0028_threshold,base_0028,call_frame,threshold,test,source,7,1,0,-1.208268404006958,-0.364518404006958,-0.84375,False,15,False,True,wrong_binding,False
base_0028_threshold,base_0028,call_frame,threshold,test,target,3,0,1,-0.3995281457901001,-1.1182781457901,0.71875,True,15,True,False,correct,False
base_0028_modulus,base_0028,call_frame,modulus,test,source,7,1,0,-0.5881599187850952,-1.3381599187850952,0.75,True,16,True,False,correct,True
base_0028_modulus,base_0028,call_frame,modulus,test,target,3,0,1,-0.1983886957168579,-2.0108885765075684,1.8124998807907104,True,15,True,False,correct,True
base_0028_index,base_0028,call_frame,index,test,source,7,5,9,-2.0511369705200195,-2.1917619705200195,0.140625,True,22,False,False,other,False
base_0028_index,base_0028,call_frame,index,test,target,3,9,5,-2.513848304748535,-2.295098304748535,-0.21875,False,22,False,False,other,False
base_0029_affine,base_0029,padded_shadow,affine,test,source,2,5,9,-1.3803844451904297,-2.8335094451904297,1.453125,True,21,False,False,other,True
base_0029_affine,base_0029,padded_shadow,affine,test,target,6,9,5,-0.525627076625824,-4.619377136230469,4.093750059604645,True,24,True,False,correct,True
base_0029_mul_sub,base_0029,padded_shadow,mul_sub,test,source,2,1,9,-1.599861979484558,-2.7092370986938477,1.1093751192092896,True,16,True,False,correct,False
base_0029_mul_sub,base_0029,padded_shadow,mul_sub,test,target,6,9,1,-1.9164855480194092,-0.869610607624054,-1.0468749403953552,False,16,False,True,wrong_binding,False
base_0029_threshold,base_0029,padded_shadow,threshold,test,source,2,0,1,-0.5527424812316895,-0.8652424812316895,0.3125,True,15,True,False,correct,False
base_0029_threshold,base_0029,padded_shadow,threshold,test,target,6,1,0,-0.9476895332336426,-0.4945645332336426,-0.453125,False,15,False,True,wrong_binding,False
base_0029_index,base_0029,padded_shadow,index,test,source,2,8,1,-2.2150938510894775,-2.1525938510894775,-0.0625,False,24,False,False,other,False
base_0029_index,base_0029,padded_shadow,index,test,target,6,1,8,-2.009124755859375,-2.368499755859375,0.359375,True,24,False,False,other,False
base_0030_affine,base_0030,global_shadow,affine,calib,source,7,8,6,-0.11433283984661102,-4.254957675933838,4.140624836087227,True,23,True,False,correct,True
base_0030_affine,base_0030,global_shadow,affine,calib,target,5,6,8,-0.06463870406150818,-6.720888614654541,6.656249910593033,True,21,True,False,correct,True
base_0030_mul_sub,base_0030,global_shadow,mul_sub,calib,source,7,8,4,-3.4323551654815674,-3.0104801654815674,-0.421875,False,16,False,False,other,False
base_0030_mul_sub,base_0030,global_shadow,mul_sub,calib,target,5,4,8,-2.3945260047912598,-3.2539010047912598,0.859375,True,16,False,False,other,False
base_0030_threshold,base_0030,global_shadow,threshold,calib,source,7,1,0,-0.9560333490371704,-0.4872833788394928,-0.4687499701976776,False,15,False,True,wrong_binding,False
base_0030_threshold,base_0030,global_shadow,threshold,calib,target,5,0,1,-0.27798980474472046,-1.4186148643493652,1.1406250596046448,True,15,True,False,correct,False
base_0030_modulus,base_0030,global_shadow,modulus,calib,source,7,3,1,-0.10744696855545044,-3.2480719089508057,3.1406249403953552,True,18,True,False,correct,True
base_0030_modulus,base_0030,global_shadow,modulus,calib,target,5,1,3,-0.49161866307258606,-1.2103686332702637,0.7187499701976776,True,16,True,False,correct,True
base_0030_index,base_0030,global_shadow,index,calib,source,7,9,8,-2.9602904319763184,-1.7571654319763184,-1.203125,False,21,False,False,other,False
base_0030_index,base_0030,global_shadow,index,calib,target,5,8,9,-1.5826812982559204,-3.332681179046631,1.7499998807907104,True,21,False,False,other,False
base_0031_affine,base_0031,call_frame,affine,test,source,6,9,8,-0.46869051456451416,-1.2186905145645142,0.75,True,24,True,False,correct,True
base_0031_affine,base_0031,call_frame,affine,test,target,5,8,9,-0.1040642186999321,-5.166563987731934,5.0624997690320015,True,23,True,False,correct,True
base_0031_mul_sub,base_0031,call_frame,mul_sub,test,source,6,3,1,-2.011636972427368,-0.8553869724273682,-1.15625,False,16,False,True,wrong_binding,False
base_0031_mul_sub,base_0031,call_frame,mul_sub,test,target,5,1,3,-1.1028492450714111,-1.8997242450714111,0.796875,True,16,True,False,correct,False
base_0031_threshold,base_0031,call_frame,threshold,test,source,6,1,0,-0.586686372756958,-0.821061372756958,0.234375,True,16,True,False,correct,False
base_0031_threshold,base_0031,call_frame,threshold,test,target,5,0,1,-0.8103879690170288,-0.5916379690170288,-0.21875,False,16,False,True,wrong_binding,False
base_0031_modulus,base_0031,call_frame,modulus,test,source,6,2,1,-0.9127603769302368,-1.0846353769302368,0.171875,True,17,True,False,correct,True
base_0031_modulus,base_0031,call_frame,modulus,test,target,5,1,2,-0.29472893476486206,-2.591603994369507,2.2968750596046448,True,16,True,False,correct,True
base_0031_index,base_0031,call_frame,index,test,source,6,0,3,-2.0655319690704346,-1.9717819690704346,-0.09375,False,23,False,False,other,False
base_0031_index,base_0031,call_frame,index,test,target,5,3,0,-1.7523422241210938,-2.2054672241210938,0.453125,True,18,True,False,correct,False
base_0032_affine,base_0032,padded_shadow,affine,test,source,2,8,9,-1.401505708694458,-1.651505708694458,0.25,True,16,False,False,other,True
base_0032_affine,base_0032,padded_shadow,affine,test,target,3,9,8,-0.6462554335594177,-3.6306304931640625,2.9843750596046448,True,24,True,False,correct,True
base_0032_mul_sub,base_0032,padded_shadow,mul_sub,test,source,2,4,7,-1.81602942943573,-3.2222795486450195,1.4062501192092896,True,16,False,False,other,True
base_0032_mul_sub,base_0032,padded_shadow,mul_sub,test,target,3,7,4,-2.501124143600464,-2.860499143600464,0.359375,True,16,False,False,other,True
base_0032_threshold,base_0032,padded_shadow,threshold,test,source,2,0,1,-0.6375587582588196,-0.7625587582588196,0.125,True,15,True,False,correct,False
base_0032_threshold,base_0032,padded_shadow,threshold,test,target,3,1,0,-0.7139582633972168,-0.6827082633972168,-0.03125,False,15,False,True,wrong_binding,False
base_0032_modulus,base_0032,padded_shadow,modulus,test,source,2,0,1,-0.6949632167816162,-0.7574632167816162,0.0625,True,15,True,False,correct,True
base_0032_modulus,base_0032,padded_shadow,modulus,test,target,3,1,0,-0.11264395713806152,-2.5501439571380615,2.4375,True,16,True,False,correct,True
base_0032_index,base_0032,padded_shadow,index,test,source,2,1,8,-2.278749704360962,-2.138124704360962,-0.140625,False,23,False,True,wrong_binding,False
base_0032_index,base_0032,padded_shadow,index,test,target,3,8,1,-2.100818157196045,-2.397693157196045,0.296875,True,24,False,False,other,False
base_0033_affine,base_0033,global_shadow,affine,test,source,6,8,9,-0.49387508630752563,-1.4157500267028809,0.9218749403953552,True,23,True,False,correct,True
base_0033_affine,base_0033,global_shadow,affine,test,target,7,9,8,-0.11027194559574127,-3.75089693069458,3.640624985098839,True,24,True,False,correct,True
base_0033_mul_sub,base_0033,global_shadow,mul_sub,test,source,6,3,5,-2.0886707305908203,-3.3386707305908203,1.25,True,16,False,False,other,False
base_0033_mul_sub,base_0033,global_shadow,mul_sub,test,target,7,5,3,-2.7168288230895996,-2.7012038230895996,-0.015625,False,16,False,False,other,False
base_0033_threshold,base_0033,global_shadow,threshold,test,source,6,0,1,-0.44653546810150146,-1.0246604681015015,0.578125,True,15,True,False,correct,False
base_0033_threshold,base_0033,global_shadow,threshold,test,target,7,1,0,-0.8185115456581116,-0.5841365456581116,-0.234375,False,15,False,True,wrong_binding,False
base_0033_modulus,base_0033,global_shadow,modulus,test,source,6,2,3,-0.13369028270244598,-4.039940357208252,3.906250074505806,True,17,True,False,correct,True
base_0033_modulus,base_0033,global_shadow,modulus,test,target,7,3,2,-0.10274779051542282,-3.602747678756714,3.499999888241291,True,18,True,False,correct,True
base_0033_index,base_0033,global_shadow,index,test,source,6,4,5,-2.8741517066955566,-2.5460267066955566,-0.328125,False,21,False,False,other,False
base_0033_index,base_0033,global_shadow,index,test,target,7,5,4,-2.586738348007202,-3.071113348007202,0.484375,True,21,False,False,other,False
base_0034_affine,base_0034,call_frame,affine,test,source,3,7,9,-0.4379799962043762,-5.0942301750183105,4.656250178813934,True,22,True,False,correct,True
base_0034_affine,base_0034,call_frame,affine,test,target,5,9,7,-0.21272291243076324,-4.1658477783203125,3.9531248658895493,True,24,True,False,correct,True
base_0034_mul_sub,base_0034,call_frame,mul_sub,test,source,3,0,6,-1.6461989879608154,-1.7868239879608154,0.140625,True,16,False,False,other,True
base_0034_mul_sub,base_0034,call_frame,mul_sub,test,target,5,6,0,-2.406060218811035,-2.421685218811035,0.015625,True,16,False,False,other,True
base_0034_threshold,base_0034,call_frame,threshold,test,source,3,0,1,-0.62019944190979,-0.77644944190979,0.15625,True,15,True,False,correct,False
base_0034_threshold,base_0034,call_frame,threshold,test,target,5,1,0,-0.7185463905334473,-0.6716713905334473,-0.046875,False,15,False,True,wrong_binding,False
base_0034_modulus,base_0034,call_frame,modulus,test,source,3,0,2,-3.1398909091949463,-0.12426582723855972,-3.0156250819563866,False,17,False,True,wrong_binding,False
base_0034_modulus,base_0034,call_frame,modulus,test,target,5,2,0,-0.05921173840761185,-4.356086730957031,4.296874992549419,True,17,True,False,correct,False
base_0034_index,base_0034,call_frame,index,test,source,3,8,7,-1.9992620944976807,-2.4992620944976807,0.5,True,17,False,False,other,False
base_0034_index,base_0034,call_frame,index,test,target,5,7,8,-2.4587016105651855,-2.3024516105651855,-0.15625,False,20,False,False,other,False
base_0035_affine,base_0035,padded_shadow,affine,test,source,4,6,9,-1.9070689678192139,-1.8289439678192139,-0.078125,False,22,False,False,other,False
base_0035_affine,base_0035,padded_shadow,affine,test,target,7,9,6,-0.565610408782959,-4.112485408782959,3.546875,True,24,True,False,correct,False
base_0035_mul_sub,base_0035,padded_shadow,mul_sub,test,source,4,0,6,-1.9694279432296753,-3.141303062438965,1.1718751192092896,True,16,False,False,other,True
base_0035_mul_sub,base_0035,padded_shadow,mul_sub,test,target,7,6,0,-3.0888326168060303,-3.5575826168060303,0.46875,True,16,False,False,other,True
base_0035_threshold,base_0035,padded_shadow,threshold,test,source,4,0,1,-0.5581973791122437,-0.8550723791122437,0.296875,True,15,True,False,correct,False
base_0035_threshold,base_0035,padded_shadow,threshold,test,target,7,1,0,-0.8111527562141418,-0.5924027562141418,-0.21875,False,15,False,True,wrong_binding,False
base_0035_modulus,base_0035,padded_shadow,modulus,test,source,4,0,1,-0.33673572540283203,-1.555485725402832,1.21875,True,15,True,False,correct,True
base_0035_modulus,base_0035,padded_shadow,modulus,test,target,7,1,0,-0.16876442730426788,-2.168764352798462,1.999999925494194,True,16,True,False,correct,True
base_0035_index,base_0035,padded_shadow,index,test,source,4,1,8,-2.3570456504821777,-3.8414206504821777,1.484375,True,24,False,False,other,False
base_0035_index,base_0035,padded_shadow,index,test,target,7,8,1,-3.7801356315612793,-2.6863856315612793,-1.09375,False,19,False,False,other,False
base_0036_affine,base_0036,global_shadow,affine,test,source,2,3,7,-0.20905949175357819,-3.209059476852417,2.999999985098839,True,18,True,False,correct,True
base_0036_affine,base_0036,global_shadow,affine,test,target,6,7,3,-0.1170608401298523,-2.788935899734497,2.6718750596046448,True,22,True,False,correct,True
base_0036_mul_sub,base_0036,global_shadow,mul_sub,test,source,2,1,9,-1.866747498512268,-3.7261223793029785,1.8593748807907104,True,19,False,False,other,False
base_0036_mul_sub,base_0036,global_shadow,mul_sub,test,target,6,9,1,-2.051393985748291,-1.332643985748291,-0.71875,False,16,False,True,wrong_binding,False
base_0036_threshold,base_0036,global_shadow,threshold,test,source,2,0,1,-0.4760359525680542,-0.9760359525680542,0.5,True,15,True,False,correct,False
base_0036_threshold,base_0036,global_shadow,threshold,test,target,6,1,0,-0.7268046140670776,-0.6643046140670776,-0.0625,False,15,False,True,wrong_binding,False
base_0036_index,base_0036,global_shadow,index,test,source,2,4,9,-1.0961954593658447,-2.7680704593658447,1.671875,True,19,True,False,correct,False
base_0036_index,base_0036,global_shadow,index,test,target,6,9,4,-2.2767350673675537,-1.0111100673675537,-1.265625,False,19,False,True,wrong_binding,False
base_0037_affine,base_0037,call_frame,affine,calib,source,7,9,6,-0.1579907238483429,-4.3454909324646,4.187500208616257,True,24,True,False,correct,True
base_0037_affine,base_0037,call_frame,affine,calib,target,4,6,9,-0.16241803765296936,-4.240542888641357,4.078124850988388,True,21,True,False,correct,True
base_0037_mul_sub,base_0037,call_frame,mul_sub,calib,source,7,8,2,-3.824082374572754,-2.011582374572754,-1.8125,False,16,False,False,other,False
base_0037_mul_sub,base_0037,call_frame,mul_sub,calib,target,4,2,8,-1.245635747909546,-3.636260747909546,2.390625,True,17,True,False,correct,False
base_0037_threshold,base_0037,call_frame,threshold,calib,source,7,1,0,-0.7201406955718994,-0.6732656955718994,-0.046875,False,15,False,True,wrong_binding,False
base_0037_threshold,base_0037,call_frame,threshold,calib,target,4,0,1,-0.6348550915718079,-0.7598550915718079,0.125,True,15,True,False,correct,False
base_0037_modulus,base_0037,call_frame,modulus,calib,source,7,1,0,-0.24456936120986938,-1.9164443016052246,1.6718749403953552,True,16,True,False,correct,True
base_0037_modulus,base_0037,call_frame,modulus,calib,target,4,0,1,-0.3691191077232361,-1.4941191673278809,1.1250000596046448,True,15,True,False,correct,True
base_0037_index,base_0037,call_frame,index,calib,source,7,6,0,-2.5586605072021484,-2.7617855072021484,0.203125,True,22,False,False,other,True
base_0037_index,base_0037,call_frame,index,calib,target,4,0,6,-2.994070529937744,-3.119070529937744,0.125,True,22,False,False,other,True
base_0038_affine,base_0038,padded_shadow,affine,test,source,2,5,7,-1.5547027587890625,-1.9609527587890625,0.40625,True,16,False,False,other,True
base_0038_affine,base_0038,padded_shadow,affine,test,target,3,7,5,-1.667985200881958,-2.027360200881958,0.359375,True,16,False,False,other,True
base_0038_mul_sub,base_0038,padded_shadow,mul_sub,test,source,2,5,8,-2.4324049949645996,-2.6355299949645996,0.203125,True,16,False,False,other,True
base_0038_mul_sub,base_0038,padded_shadow,mul_sub,test,target,3,8,5,-2.3989298343658447,-3.1645548343658447,0.765625,True,16,False,False,other,True
base_0038_threshold,base_0038,padded_shadow,threshold,test,source,2,0,1,-0.6229540705680847,-0.7792040705680847,0.15625,True,15,True,False,correct,True
base_0038_threshold,base_0038,padded_shadow,threshold,test,target,3,1,0,-0.6081523895263672,-0.7956523895263672,0.1875,True,16,True,False,correct,True
base_0038_modulus,base_0038,padded_shadow,modulus,test,source,2,0,1,-0.6145596504211426,-0.9114346504211426,0.296875,True,15,True,False,correct,True
base_0038_modulus,base_0038,padded_shadow,modulus,test,target,3,1,0,-0.26307573914527893,-1.7474507093429565,1.4843749701976776,True,16,True,False,correct,True
